Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.46342640735394897,2.3376554930069346,0.0,0.0,200,53,SFRP1;ID2;TPM1;MEST;COL4A2;FERMT2;FN1;DST;CADM1;COL4A1;VEGFA;TGFBR3;COL1A1;GPX7;TIMP1;CALD1;APLP1;RHOB;EFEMP2;COL6A2;GADD45A;ITGAV;EMP3;SAT1;FUCA1;ITGB1;BMP1;PPIB;CDH2;VIM;WIPF1;CALU;PLAUR;PMEPA1;LOXL1;VCAN;PLOD1;SGCB;FGF2;IGFBP2;GAS1;ENO2;PCOLCE2;SPARC;QSOX1;SLC6A8;PMP22;JUN;PCOLCE;PFN2;TPM2;CTHRC1;PRRX1,SFRP1;ID2;TPM1;MEST;COL4A2;FERMT2;FN1;DST;CADM1;COL4A1;VEGFA;TGFBR3;COL1A1;GPX7;TIMP1;CALD1;APLP1;RHOB;EFEMP2;COL6A2;GADD45A;ITGAV;EMP3;SAT1;FUCA1
HALLMARK_FATTY_ACID_METABOLISM,-0.39086352488767134,-2.199798265552608,0.0,0.0,158,69,AUH;CPT1A;S100A10;ACAA1;KMT5A;GSTZ1;ETFDH;HIBCH;PTPRG;PTS;UGDH;ACOT8;CRAT;FASN;AADAT;ECI1;ACADM;HPGD;ACAA2;NBN;ALDH3A2;GCDH;IDH1;ENO2;HSD17B11;MDH1;EPHX1;HSD17B4;SERINC1;HADHB;YWHAH;CPOX;SUCLG1;ADIPOR2;PRDX6;PSME1;ODC1;ERP29;UROS;PCBD1;ECI2;DLST;SMS;ME1;SDHA;SUCLA2;PDHB;ALDH9A1;MDH2;GABARAPL1;ACAT2;APEX1;ELOVL5;MAOA;H2AFZ;HSD17B10;GLUL;G0S2;NTHL1;METAP1;ADSL;IDH3B;DHCR24;ACO2;CCDC58;HCCS;SDHC;SDHD;MIF,PRDX6;PSME1;ODC1;ERP29;UROS;PCBD1;ECI2;DLST;SMS;ME1;SDHA;SUCLA2;PDHB;ALDH9A1;MDH2;GABARAPL1;ACAT2;APEX1;ELOVL5;MAOA;H2AFZ;HSD17B10;GLUL;G0S2;NTHL1;METAP1;ADSL;IDH3B;DHCR24;ACO2;CCDC58;HCCS;SDHC;SDHD;MIF
HALLMARK_MYC_TARGETS_V1,-0.5123733262310683,-3.575359159538076,0.0,0.0,200,128,LSM7;DEK;HSPE1;TFDP1;MYC;SNRPG;NCBP1;EIF3J;DDX18;HNRNPA3;ABCE1;TRA2B;XPO1;U2AF1;KPNB1;IFRD1;HNRNPR;MCM4;SNRPD2;ORC2;PSMA4;NDUFAB1;MAD2L1;IARS;PCBP1;POLD2;G3BP1;COX5A;AP3S1;TOMM70;SF3A1;ILF2;PSMA6;EIF4G2;HNRNPU;EIF4E;PRPF31;STARD7;TCP1;VBP1;EPRS;DDX21;PSMB3;ETF1;SERBP1;PSMD14;DUT;YWHAQ;RRP9;XPOT;TXNL4A;CANX;PSMB2;PABPC4;CDC45;PRDX3;ODC1;GLO1;HNRNPA1;BUB3;SRM;GSPT1;CCT3;SRSF7;TUFM;PWP1;UBE2E1;HPRT1;PPM1G;KARS;NCBP2;HSP90AB1;SF3B3;ERH;PSMC4;CLNS1A;EEF1B2;RSL1D1;CCT4;CDK2;USP1;AIMP2;CCT7;GOT2;EIF3B;PRPS2;SNRPA;RNPS1;SNRPD3;APEX1;PSMA2;COPS5;PSMD1;CCT2;RAN;HDGF;PSMD7;PPIA;MCM2;H2AFZ;EIF4A1;KPNA2;MRPL23;EIF2S1;SLC25A3;CSTF2;CTPS1;NHP2;PTGES3;TYMS;RUVBL2;CNBP;NPM1;CDC20;HDAC2;CDK4;HDDC2;VDAC1;PA2G4;C1QBP;IMPDH2;UBE2L3;CCT5;RACK1;RANBP1;PHB2;NOP16;PABPC1,STARD7;TCP1;VBP1;EPRS;DDX21;PSMB3;ETF1;SERBP1;PSMD14;DUT;YWHAQ;RRP9;XPOT;TXNL4A;CANX;PSMB2;PABPC4;CDC45;PRDX3;ODC1;GLO1;HNRNPA1;BUB3;SRM;GSPT1;CCT3;SRSF7;TUFM;PWP1;UBE2E1;HPRT1;PPM1G;KARS;NCBP2;HSP90AB1;SF3B3;ERH;PSMC4;CLNS1A;EEF1B2;RSL1D1;CCT4;CDK2;USP1;AIMP2;CCT7;GOT2;EIF3B;PRPS2;SNRPA;RNPS1;SNRPD3;APEX1;PSMA2;COPS5;PSMD1;CCT2;RAN;HDGF;PSMD7;PPIA;MCM2;H2AFZ;EIF4A1;KPNA2;MRPL23;EIF2S1;SLC25A3;CSTF2;CTPS1;NHP2;PTGES3;TYMS;RUVBL2;CNBP;NPM1;CDC20;HDAC2;CDK4;HDDC2;VDAC1;PA2G4;C1QBP;IMPDH2;UBE2L3;CCT5;RACK1;RANBP1;PHB2;NOP16;PABPC1
HALLMARK_MYC_TARGETS_V2,-0.5811300974897269,-2.685508428605159,0.0,0.0,58,38,HSPE1;MYC;PLK4;DDX18;MCM4;PPAN;WDR74;SLC19A1;BYSL;RCL1;UTP20;RRP9;SORD;SRM;PRMT3;RABEPK;MRTO4;AIMP2;PLK1;NDUFAF4;TBRG4;GRWD1;DUSP2;EXOSC5;PES1;RRP12;PUS1;NPM1;CDK4;FARSA;IMP4;PA2G4;NIP7;IPO4;MYBBP1A;TFB2M;TCOF1;NOP16,RABEPK;MRTO4;AIMP2;PLK1;NDUFAF4;TBRG4;GRWD1;DUSP2;EXOSC5;PES1;RRP12;PUS1;NPM1;CDK4;FARSA;IMP4;PA2G4;NIP7;IPO4;MYBBP1A;TFB2M;TCOF1;NOP16
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.4423872640547011,2.473854690572372,0.0,0.0,200,67,HES1;ZFP36;ID2;IER3;REL;PLK2;EGR3;IRS2;KLF10;BTG2;NR4A3;CCNL1;BIRC2;VEGFA;JUNB;TIPARP;RHOB;MAFF;NR4A1;KLF6;KLF2;GADD45A;NFIL3;MYC;SAT1;EGR1;NFAT5;FOS;PDE4B;ETS2;B4GALT5;TANK;ZBTB10;SMAD3;DNAJB4;PLAUR;PMEPA1;ATF3;SNN;CFLAR;DENND5A;IFNGR2;NAMPT;PPP1R15A;IL6ST;FOSB;IER5;TUBB2A;FJX1;NFKBIA;IER2;FUT4;MAP2K3;CD83;TNIP2;CEBPB;BTG3;TSC22D1;YRDC;MARCKS;DUSP2;TNIP1;G0S2;JUN;CEBPD;DUSP1;SQSTM1,HES1;ZFP36;ID2;IER3;REL;PLK2;EGR3;IRS2;KLF10;BTG2;NR4A3;CCNL1;BIRC2;VEGFA;JUNB;TIPARP;RHOB;MAFF;NR4A1;KLF6;KLF2;GADD45A;NFIL3;MYC;SAT1;EGR1
HALLMARK_MTORC1_SIGNALING,-0.30644362880787007,-2.036891243211697,0.0,0.00829646017699115,200,115,CXCR4;TES;BTG2;PDK1;ATP5MC1;P4HA1;UFM1;FKBP2;TM7SF2;TUBA4A;HSPE1;STC1;NFIL3;DDIT4;CORO1A;NMT1;TCEA1;RIT1;SKAP2;PFKL;SLC37A4;GPI;NUP205;ATP2A2;HSPA5;ATP6V1D;ACTR2;NAMPT;PPP1R15A;HSP90B1;DDIT3;IFRD1;STIP1;INSIG1;ASNS;SEC11A;MCM4;SQLE;PDAP1;PSMA4;FADS1;MAP2K3;HSPA9;SSR1;IDH1;PNO1;QDPR;PSMG1;G6PD;TRIB3;SCD;PSME3;FAM129A;EPRS;GSK3B;ETF1;WARS;ADIPOR2;PSMA3;PSMD14;RRP9;PSMD12;SORD;CANX;SLC7A5;RPA1;UBE2D3;EBP;ARPC5L;BCAT1;SDF2L1;HPRT1;MTHFD2;ME1;PPA1;PSMC4;CCNG1;CTSC;CCT6A;HSPA4;LTA4H;PLK1;CACYBP;PSMD13;IMMT;PHGDH;COPS5;GOT1;ELOVL5;CD9;YKT6;AK4;PPIA;EEF1E1;SHMT2;MCM2;PSPH;NFYC;PRDX1;PSAT1;PITPNB;NUFIP1;XBP1;DHCR24;SERP1;DDX39A;SLC1A5;PGM1;RPN1;TPI1;SQSTM1;PNP;GAPDH;PSMB5;M6PR,WARS;ADIPOR2;PSMA3;PSMD14;RRP9;PSMD12;SORD;CANX;SLC7A5;RPA1;UBE2D3;EBP;ARPC5L;BCAT1;SDF2L1;HPRT1;MTHFD2;ME1;PPA1;PSMC4;CCNG1;CTSC;CCT6A;HSPA4;LTA4H;PLK1;CACYBP;PSMD13;IMMT;PHGDH;COPS5;GOT1;ELOVL5;CD9;YKT6;AK4;PPIA;EEF1E1;SHMT2;MCM2;PSPH;NFYC;PRDX1;PSAT1;PITPNB;NUFIP1;XBP1;DHCR24;SERP1;DDX39A;SLC1A5;PGM1;RPN1;TPI1;SQSTM1;PNP;GAPDH;PSMB5;M6PR
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.2980327957374355,-2.0462822008732076,0.0,0.010370575221238939,200,127,NDUFC1;ATP5MF;ATP5F1E;ATP5MG;NDUFA3;COX8A;NDUFB2;ATP5ME;COX7A2;ATP5MC1;NDUFA1;NDUFB1;NDUFA2;UQCRQ;COX6B1;CPT1A;UQCR11;NDUFA7;TIMM8B;NDUFB3;NDUFS1;UQCR10;ACAA1;ATP6V1F;OPA1;NDUFC2;NDUFA4;COX6A1;ALDH6A1;ETFDH;COX7B;NDUFA5;NDUFB7;COX7C;COX11;NDUFA6;ETFA;GPI;NDUFS8;POR;ATP6V1D;NDUFB4;ECI1;NQO2;ACADM;LRPPRC;TIMM10;COX17;ACAA2;NDUFAB1;GPX4;HSPA9;IDH1;COX5A;MTX2;ALAS1;TOMM70;OGDH;SLC25A6;ACAT1;HADHA;SURF1;MDH1;FXN;MFN2;TIMM9;HADHB;SUCLG1;MRPS30;NDUFB5;COX15;PRDX3;ATP5PB;NDUFA8;DLAT;CASP7;DLST;MRPS15;SDHA;SUCLA2;MRPL34;NDUFS7;PHYH;PDHB;VDAC2;BAX;MDH2;GOT2;ATP6V0B;HTRA2;COX7A2L;MRPL15;IMMT;PMPCA;UQCRH;COX4I1;UQCRC1;CS;HSD17B10;ATP6V0E1;COX10;SLC25A3;MRPL35;TIMM17A;SDHB;RHOT2;IDH3B;COX6C;ACO2;ATP5MC2;CYCS;HCCS;LDHB;VDAC1;NDUFS2;SDHC;SLC25A5;SDHD;TOMM22;ATP5F1B;NDUFV2;NDUFA9;ATP6V1C1;OXA1L;MRPS22;PHB2;ATP5MC3,DLST;MRPS15;SDHA;SUCLA2;MRPL34;NDUFS7;PHYH;PDHB;VDAC2;BAX;MDH2;GOT2;ATP6V0B;HTRA2;COX7A2L;MRPL15;IMMT;PMPCA;UQCRH;COX4I1;UQCRC1;CS;HSD17B10;ATP6V0E1;COX10;SLC25A3;MRPL35;TIMM17A;SDHB;RHOT2;IDH3B;COX6C;ACO2;ATP5MC2;CYCS;HCCS;LDHB;VDAC1;NDUFS2;SDHC;SLC25A5;SDHD;TOMM22;ATP5F1B;NDUFV2;NDUFA9;ATP6V1C1;OXA1L;MRPS22;PHB2;ATP5MC3
HALLMARK_APOPTOSIS,0.3255386867476556,1.7976846898763361,0.0,0.02545426065162907,161,74,IER3;DNAJC3;LMNA;EGR3;TXNIP;BTG2;SOD1;H1F0;BNIP3L;PTK2;TGFBR3;TGFB2;TIMP1;TIMP2;RHOB;HSPB1;HMGB2;BRCA1;GADD45A;SAT1;CYLD;BCL10;FEZ1;CLU;MGMT;TOP2A;SPTAN1;ADD1;CASP2;PAK1;CREBBP;ATF3;CFLAR;LEF1;XIAP;ROCK1;CDKN1B;CTNNB1;CASP3;DDIT3;MADD;TSPO;PPP3R1;GPX4;APP;ENO2;CDC25B;SATB1;DFFA;BCL2L11;DNM1L;PSEN1;ETF1;BCAP31;F2R;ANKH;EBP;BTG3;CASP7;PSEN2;SLC20A1;VDAC2;DNAJA1;BAX;CDK2;DAP;BID;KRT18;DAP3;JUN;RHOT2;CCND2;PPT1;SQSTM1,IER3;DNAJC3;LMNA;EGR3;TXNIP;BTG2;SOD1;H1F0;BNIP3L;PTK2;TGFBR3;TGFB2;TIMP1;TIMP2;RHOB;HSPB1;HMGB2;BRCA1;GADD45A
HALLMARK_HYPOXIA,0.3414029945446674,1.8027938075914431,0.0,0.03132832080200501,200,77,CXCR4;AKAP12;ZFP36;TES;IER3;ANXA2;IRS2;PDK1;BNIP3L;P4HA1;ZNF292;KDM3A;VEGFA;EXT1;TIPARP;MAFF;RORA;NR3C1;KLF6;STC1;NFIL3;SAP30;DDIT4;IDS;PIM1;GPC3;CDKN1C;FOS;TMEM45A;PDK3;KLF7;RBPJ;ANKZF1;GAA;HEXA;VHL;PFKL;LDHC;PLIN2;MT2A;PLAUR;ATF3;P4HA2;SLC37A4;DPYSL4;PRKCA;ERRFI1;WSB1;MYH9;GPI;NEDD4L;HSPA5;PPP1R15A;CDKN1B;CCNG2;MAP3K1;KLHL24;DDIT3;KDELR3;SDC2;ENO2;DTNA;SCARB1;XPNPEP1;FAM162A;CA12;CITED2;AK4;SIAH2;JUN;HDLBP;PGM1;DUSP1;RRAGD;TPI1;MIF;GAPDH,CXCR4;AKAP12;ZFP36;TES;IER3;ANXA2;IRS2;PDK1;BNIP3L;P4HA1;ZNF292;KDM3A;VEGFA;EXT1;TIPARP;MAFF;RORA;NR3C1;KLF6;STC1;NFIL3;SAP30;DDIT4
HALLMARK_NOTCH_SIGNALING,0.5879555149090535,1.72771692313695,0.0,0.045426065162907266,32,11,HES1;MAML2;SAP30;RBX1;FZD1;PRKCA;PSENEN;PPARD;KAT2A;PSEN2;APH1A,HES1;MAML2;SAP30;RBX1;FZD1
