,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group
1,A1BG,ENSG00000121410,0.578388199000628,8.16857313331737e-36,-0.121505796329162,0.0080140417722342,cis,Away from UnRx,Pt4,X5,1
2,AAAS,ENSG00000094914,-0.982022746125025,2.00090055557833e-115,-1.25181094025268,3.97795201843804e-179,cis,Towards UnRx,Pt4,X5,1
3,AC103736.1,ENSG00000254427,-0.781041193514344,9.55178087421326e-40,-0.48088109826712,3.15631583731744e-13,trans,Towards UnRx,Pt4,X5,1
4,ACAA1,ENSG00000060971,0.649369512850167,1.11597675902874e-40,1.09968149279405,1.84613692463948e-87,trans,Towards UnRx,Pt4,X5,1
5,ACAD8,ENSG00000151498,0.612187603139433,2.10336708064094e-31,0.714499809284023,1.02338148699432e-36,cis,Towards UnRx,Pt4,X5,1
6,ACADVL,ENSG00000072778,0.866274233093183,8.60127666915616e-92,0.399517634866356,5.02687509253997e-21,cis,Towards UnRx,Pt4,X5,1
7,ACBD5,ENSG00000107897,-0.623598320200319,1.71904413674307e-27,-0.486294279582311,5.74419302236112e-15,cis,Towards UnRx,Pt4,X5,1
8,ACER3,ENSG00000078124,0.579253251715469,1.54138540984012e-30,0.662365368985379,1.41788595131596e-32,cis,Towards UnRx,Pt4,X5,1
9,ACOT9,ENSG00000123130,1.05468936889155,1.22127747359325e-122,0.38996537188304,1.61291657266973e-19,cis,Towards UnRx,Pt4,X5,1
10,ACSL1,ENSG00000151726,0.831543526512318,5.32329610135167e-46,0.904137142932682,3.05747233685654e-46,cis,Towards UnRx,Pt4,X5,1
11,ACSL3,ENSG00000123983,-0.675873922368544,4.6559568462558e-51,0.349714106612988,2.78097195094614e-12,trans,Away from UnRx,Pt4,X5,1
12,ACTR1A,ENSG00000138107,0.56167293212958,5.34707645923656e-33,0.326492065639392,2.0252024721303e-11,trans,Towards UnRx,Pt4,X5,1
13,ACTR2,ENSG00000138071,0.526792219004223,4.0371280489214e-64,0.460804543101212,5.42212892970221e-47,trans,Towards UnRx,Pt4,X5,1
14,ACTR6,ENSG00000075089,0.696849221375792,4.28774185196073e-45,-0.0427320581009985,0.409576982687632,cis,Away from UnRx,Pt4,X5,1
15,ACYP1,ENSG00000119640,-0.680112377522981,2.79529093095452e-56,-0.0923785804977252,0.0579161544913527,trans,Towards UnRx,Pt4,X5,1
16,ADAR,ENSG00000160710,0.545493586991878,8.00911652529767e-53,0.422091288081144,1.31861110132778e-31,cis,Towards UnRx,Pt4,X5,1
17,ADARB1,ENSG00000197381,0.582071476001048,9.76615258702965e-23,0.643104837893209,1.71193378966795e-23,cis,Towards UnRx,Pt4,X5,1
18,ADD3,ENSG00000148700,0.602330098627641,1.42184773783194e-33,0.668652501240026,9.03375604494574e-34,trans,Towards UnRx,Pt4,X5,1
19,ADO,ENSG00000181915,0.515175164909569,6.29148095821504e-21,-0.0708012272514536,0.207032139289924,trans,Away from UnRx,Pt4,X5,1
20,ADSL,ENSG00000239900,0.583441241174386,3.34539533011771e-30,-0.742138188087055,1.36973999730494e-54,trans,Away from UnRx,Pt4,X5,1
21,ADSS,ENSG00000035687,0.595841612348441,6.57353588293402e-41,-0.218217947578718,3.12395975932545e-07,cis,Away from UnRx,Pt4,X5,1
22,AFAP1,ENSG00000196526,0.670420785992904,8.05159541498132e-30,0.864511211827347,3.38104144366469e-41,trans,Towards UnRx,Pt4,X5,1
23,AFF3,ENSG00000144218,1.01743330657641,1.49686822660127e-86,0.961581131461118,6.51657698567872e-64,trans,Towards UnRx,Pt4,X5,1
24,AHCTF1,ENSG00000153207,0.645564456011653,1.1695343303441e-47,-0.119368443857677,0.00591503911615743,cis,Away from UnRx,Pt4,X5,1
25,AHI1,ENSG00000135541,-0.608558545887583,1.25926342234006e-69,0.130140656743945,0.00075812370531159,cis,Away from UnRx,Pt4,X5,1
26,AIF1L,ENSG00000126878,0.612866887064957,4.46437115783826e-27,0.0847414343284438,0.158991280511627,trans,Towards UnRx,Pt4,X5,1
27,AIG1,ENSG00000146416,-0.675580086064284,1.51508019854083e-56,-0.633967471958707,5.48133173828912e-44,cis,Towards UnRx,Pt4,X5,1
28,AK9,ENSG00000155085,-0.696690810588361,1.75220551905171e-42,-0.139696660101439,0.0184906893309153,cis,Towards UnRx,Pt4,X5,1
29,AKAP12,ENSG00000131016,-0.776453189728227,1.21881639642895e-74,1.10689837737524,6.56819163071838e-101,cis,Away from UnRx,Pt4,X5,1
30,AKAP17A,ENSG00000197976,1.09599296778635,5.81272455668399e-155,0.324824837993734,1.10403282137634e-17,cis,Towards UnRx,Pt4,X5,1
31,AKR1A1,ENSG00000117448,0.508098095814735,1.57743576122097e-55,0.528734850679123,2.61559704935231e-56,trans,Towards UnRx,Pt4,X5,1
32,AL645568.1,ENSG00000203739,-0.593518282097367,5.20741296265795e-23,0.0421592267279933,0.523859513782534,cis,Away from UnRx,Pt4,X5,1
33,ALAS1,ENSG00000023330,0.525575592594409,1.04058301003952e-24,0.170944434889231,0.00154798268703973,trans,Towards UnRx,Pt4,X5,1
34,ALDH2,ENSG00000111275,1.57304529795288,7.40528360127431e-217,1.38151632767609,1.40421097888232e-140,cis,Towards UnRx,Pt4,X5,1
35,ALG8,ENSG00000159063,0.565380025722438,9.3968444541447e-34,-0.237651228476133,1.60968028879059e-07,cis,Away from UnRx,Pt4,X5,1
36,ALKBH2,ENSG00000189046,0.880938731430661,6.35637975642032e-77,-0.39723145892084,1.63692209207968e-19,cis,Away from UnRx,Pt4,X5,1
37,ALKBH5,ENSG00000091542,0.608884155130216,1.4491027082817e-47,0.4560581634166,2.70593621915579e-26,cis,Towards UnRx,Pt4,X5,1
38,ALPL,ENSG00000162551,0.614655046417588,4.65014503635434e-25,0.16075023260701,0.0107966407890805,trans,Towards UnRx,Pt4,X5,1
39,AMD1,ENSG00000123505,-1.0362754152597,2.33476254938942e-143,-1.50350054993002,1.10148887779159e-279,cis,Towards UnRx,Pt4,X5,1
40,AMOTL1,ENSG00000166025,0.51832430084122,4.385531056762e-24,0.974089563691767,4.43588470854018e-60,cis,Towards UnRx,Pt4,X5,1
41,ANAPC10,ENSG00000164162,0.590970840648079,1.75555099862945e-34,0.657041910990948,2.12843246654943e-35,cis,Towards UnRx,Pt4,X5,1
42,ANAPC15,ENSG00000110200,0.674518334751924,6.84361907327142e-61,1.19965620382895,7.17649384579432e-141,cis,Towards UnRx,Pt4,X5,1
43,ANAPC7,ENSG00000196510,0.931019976229371,1.23580148005952e-84,0.281668916459145,2.61747678083421e-09,cis,Towards UnRx,Pt4,X5,1
44,ANGEL2,ENSG00000174606,0.542964972414747,5.26487344524412e-22,-0.212385934616681,0.00013492008562372,cis,Away from UnRx,Pt4,X5,1
45,ANK3,ENSG00000151150,0.537135486129838,7.31872902181529e-26,1.00774513026231,6.86040386898989e-66,trans,Towards UnRx,Pt4,X5,1
46,ANKFY1,ENSG00000185722,0.593518712385515,4.02081028535304e-30,0.496007735114677,2.07007179261076e-19,cis,Towards UnRx,Pt4,X5,1
47,ANKLE2,ENSG00000176915,0.607099756483435,2.20526147543602e-52,0.623788238228094,5.96544844135874e-50,cis,Towards UnRx,Pt4,X5,1
48,ANKRD12,ENSG00000101745,0.536755943328962,1.59806573861486e-29,-0.0894349719070098,0.0707353876657172,trans,Away from UnRx,Pt4,X5,1
49,ANKRD13A,ENSG00000076513,0.514233486200082,4.77093869146253e-17,0.893726405669589,3.56245915964069e-40,cis,Towards UnRx,Pt4,X5,1
50,ANKRD13D,ENSG00000172932,0.607044816956541,4.72579551341049e-34,1.20087855219896,1.06498385856335e-94,cis,Towards UnRx,Pt4,X5,1
51,ANKRD18B,ENSG00000230453,-0.671341810763114,1.54226299251361e-37,-0.159289477846805,0.0051647106128026,trans,Towards UnRx,Pt4,X5,1
52,ANKRD26,ENSG00000107890,-0.989393421198225,1.93586499192263e-94,-0.422006566498129,4.70934370796765e-15,cis,Towards UnRx,Pt4,X5,1
53,ANKRD27,ENSG00000105186,0.522493857092891,5.22562443502359e-19,0.839442830493048,1.1811200667036e-38,cis,Towards UnRx,Pt4,X5,1
54,ANKRD37,ENSG00000186352,0.703930413817808,4.54729251589017e-35,0.966477084461808,2.38088265422322e-47,cis,Towards UnRx,Pt4,X5,1
55,ANKRD50,ENSG00000151458,0.533608976290357,3.12468902077925e-19,0.915390490778465,1.52790610129486e-43,cis,Towards UnRx,Pt4,X5,1
56,ANKRD6,ENSG00000135299,-0.539143905309183,5.84960753860772e-21,0.228996900029499,0.000658291079628283,cis,Away from UnRx,Pt4,X5,1
57,ANOS1,ENSG00000011201,-0.824086545329617,1.26758299760407e-45,-0.780033527548988,7.44615888203997e-38,cis,Towards UnRx,Pt4,X5,1
58,ANP32E,ENSG00000143401,0.782593157733205,7.30203471659748e-100,0.55939516020534,5.51390573035553e-49,cis,Towards UnRx,Pt4,X5,1
59,ANXA5,ENSG00000164111,0.603933453621073,9.41106940663759e-66,0.86078249391897,1.30581140197428e-109,cis,Towards UnRx,Pt4,X5,1
60,AP1AR,ENSG00000138660,0.687382862278249,2.69186617539384e-40,0.456127413359318,2.30470832057266e-16,cis,Towards UnRx,Pt4,X5,1
61,AP2A1,ENSG00000196961,0.677601926724899,5.78466052015111e-39,0.589953971304433,1.65658108123851e-25,cis,Towards UnRx,Pt4,X5,1
62,APAF1,ENSG00000120868,0.532614146120001,7.19155691330965e-19,0.587780334531804,6.58650044514516e-20,cis,Towards UnRx,Pt4,X5,1
63,APLP1,ENSG00000105290,0.719073805976694,6.9947287743057e-61,1.30642199346156,1.43837183551915e-141,cis,Towards UnRx,Pt4,X5,1
64,APLP2,ENSG00000084234,0.616448566546136,2.21092793066346e-60,1.3837969688943,8.27194368059081e-197,cis,Towards UnRx,Pt4,X5,1
65,APOO,ENSG00000184831,1.37882148215111,2.59022797724538e-287,0.249254146630264,9.28064712774585e-15,cis,Towards UnRx,Pt4,X5,1
66,APPL2,ENSG00000136044,0.94039456240305,7.36378429028219e-74,0.363334421909512,1.69516563567219e-11,cis,Towards UnRx,Pt4,X5,1
67,AQP5,ENSG00000161798,0.779047035179263,7.74813261292231e-40,0.532684404375569,4.22674603142614e-18,cis,Towards UnRx,Pt4,X5,1
68,AR,ENSG00000169083,0.863838846346516,1.91565830628457e-61,0.712972615881086,2.80061461205285e-34,trans,Towards UnRx,Pt4,X5,1
69,ARCN1,ENSG00000095139,0.55363501584758,1.42759342549051e-36,0.957955103727605,2.42571902814628e-81,cis,Towards UnRx,Pt4,X5,1
70,ARFIP1,ENSG00000164144,0.602471700600485,9.68669598129423e-35,0.810499877536748,1.28963161237818e-48,cis,Towards UnRx,Pt4,X5,1
71,ARHGAP21,ENSG00000107863,-0.547333721709245,2.32539825110462e-25,0.15753410971225,0.0123933035382726,trans,Away from UnRx,Pt4,X5,1
72,ARHGAP32,ENSG00000134909,0.667475935209271,7.31854589983662e-37,0.980187423968246,5.75863802231641e-63,cis,Towards UnRx,Pt4,X5,1
73,ARHGAP35,ENSG00000160007,0.826418088008428,3.01969298808712e-73,0.775284247056503,2.15808761018086e-54,cis,Towards UnRx,Pt4,X5,1
74,ARHGEF12,ENSG00000196914,0.726514306129809,2.04264224131805e-49,1.04477031001386,7.8940374536575e-79,cis,Towards UnRx,Pt4,X5,1
75,ARHGEF26,ENSG00000114790,-0.582178175278949,6.27283577758732e-30,-0.658554777002174,8.68386545034473e-34,trans,Towards UnRx,Pt4,X5,1
76,ARHGEF35,ENSG00000213214,0.552361663611213,3.68985735801931e-20,0.881785236557437,1.1255644653978e-40,trans,Towards UnRx,Pt4,X5,1
77,ARID4B,ENSG00000054267,0.579438565507222,2.3378889754239e-72,0.647586748238647,9.20162016664186e-77,cis,Towards UnRx,Pt4,X5,1
78,ARID5B,ENSG00000150347,1.57366061982799,1.88514809957764e-161,1.32775299301744,6.70354006186393e-90,trans,Towards UnRx,Pt4,X5,1
79,ARIH1,ENSG00000166233,-0.559766529191384,4.00022491245773e-42,0.877570118230488,2.20089815575683e-66,cis,Away from UnRx,Pt4,X5,1
80,ARL1,ENSG00000120805,0.910651533913918,1.39740974314771e-82,0.468018905875095,9.53087598722737e-22,cis,Towards UnRx,Pt4,X5,1
81,ARL2,ENSG00000213465,0.680021382368338,6.05124383108728e-95,0.285312717459111,1.08222711944776e-18,cis,Towards UnRx,Pt4,X5,1
82,ARL3,ENSG00000138175,0.665216390388116,7.84903787040079e-92,0.358419900144885,7.43700966440584e-29,trans,Towards UnRx,Pt4,X5,1
83,ARL4C,ENSG00000188042,1.67651971235857,1.05395101669761e-182,1.56893738795949,1.8893604318656e-126,trans,Towards UnRx,Pt4,X5,1
84,ARL6IP4,ENSG00000182196,0.531768418411092,9.87881420029916e-121,0.365981608867194,1.21773772763404e-55,cis,Towards UnRx,Pt4,X5,1
85,ARL8A,ENSG00000143862,0.754537820036124,5.72400007699426e-63,0.295274766879976,8.8487495779913e-11,cis,Towards UnRx,Pt4,X5,1
86,ARMC2,ENSG00000118690,-0.521014712389304,2.57622521057355e-18,-0.316002298547208,1.94059806109614e-06,cis,Towards UnRx,Pt4,X5,1
87,ARMCX3,ENSG00000102401,-0.556489506536372,3.36970479051162e-41,0.544034129849213,1.19941346513079e-27,trans,Away from UnRx,Pt4,X5,1
88,ARMCX6,ENSG00000198960,-0.511832104451353,4.886154557338e-25,-0.111433469939689,0.0488958365585884,trans,Towards UnRx,Pt4,X5,1
89,ARPC3,ENSG00000111229,1.21387317418508,1.20518518221274e-265,0.127917693266876,1.00599290817241e-05,cis,Towards UnRx,Pt4,X5,1
90,ARRDC4,ENSG00000140450,0.792740955287391,1.33788004773176e-42,1.32062909883063,7.13197954106432e-92,cis,Towards UnRx,Pt4,X5,1
91,ARSD,ENSG00000006756,0.877876438409765,3.94130775391366e-55,1.6223697311986,2.55057336280708e-139,cis,Towards UnRx,Pt4,X5,1
92,ASAH1,ENSG00000104763,0.723480006769732,6.59456211136286e-75,0.707467989445474,1.27104012350657e-66,trans,Towards UnRx,Pt4,X5,1
93,ASAP2,ENSG00000151693,0.810174964945403,5.22290441126627e-60,0.235831621347652,3.98913051963558e-06,trans,Towards UnRx,Pt4,X5,1
94,ASB8,ENSG00000177981,-0.532249406996783,1.81375485858627e-33,-0.12598458302286,0.0102552951559703,cis,Towards UnRx,Pt4,X5,1
95,ASCC1,ENSG00000138303,-0.524007854347871,9.37143844799412e-35,-0.253266744202605,3.1148811242198e-08,cis,Towards UnRx,Pt4,X5,1
96,ASH1L,ENSG00000116539,0.509686340454657,1.90736179476458e-54,0.712003630968361,9.30998417116277e-88,cis,Towards UnRx,Pt4,X5,1
97,ASMTL,ENSG00000169093,0.958058029019189,4.03174812184344e-65,0.0761386799868825,0.177290726500466,cis,Towards UnRx,Pt4,X5,1
98,ASNSD1,ENSG00000138381,0.633759806927368,7.2406156358844e-49,0.623993661373245,4.67079256720539e-41,trans,Towards UnRx,Pt4,X5,1
99,ASPM,ENSG00000066279,0.687920551350975,1.99974692003304e-28,1.05602492523135,1.75589544567637e-48,cis,Towards UnRx,Pt4,X5,1
100,ATF1,ENSG00000123268,-0.520298666255799,3.49438829364831e-27,-0.568067734923128,1.97215508804881e-28,cis,Towards UnRx,Pt4,X5,1
101,ATF6,ENSG00000118217,-0.653874049253788,4.27548217511537e-62,-0.149714521861439,0.000767651006842908,cis,Towards UnRx,Pt4,X5,1
102,ATF7,ENSG00000170653,-0.549763334895636,2.74865361161853e-25,0.113519382163284,0.0950327564981661,cis,Away from UnRx,Pt4,X5,1
103,ATOX1,ENSG00000177556,0.558039502283026,6.13896887487869e-56,-0.514727871566398,4.00028099506373e-59,trans,Away from UnRx,Pt4,X5,1
104,ATP11B,ENSG00000058063,0.566868478860691,4.14426112254894e-29,1.03160738462608,5.79308238591253e-70,trans,Towards UnRx,Pt4,X5,1
105,ATP2A2,ENSG00000174437,1.1532845443798,2.61932738276142e-124,0.772626269913403,2.37278729410729e-54,cis,Towards UnRx,Pt4,X5,1
106,ATP6V0A2,ENSG00000185344,0.619785534964926,1.24862768537544e-26,0.116598124896443,0.0479732886547899,cis,Towards UnRx,Pt4,X5,1
107,ATXN2,ENSG00000204842,0.936711172733591,6.7707694211046e-92,0.0245423538811506,0.599850205850686,cis,Towards UnRx,Pt4,X5,1
108,B3GALT6,ENSG00000176022,0.694035120767716,8.64830626208007e-45,0.456823805241722,2.65052205176486e-18,trans,Towards UnRx,Pt4,X5,1
109,B3GAT2,ENSG00000112309,0.536912272876973,3.09562016135426e-28,0.578370683885346,5.46840055449762e-28,cis,Towards UnRx,Pt4,X5,1
110,B3GNT5,ENSG00000176597,0.873725096854955,9.50753889806692e-68,0.771424566777988,2.34685801881696e-44,trans,Towards UnRx,Pt4,X5,1
111,BABAM1,ENSG00000105393,-0.531953973307885,1.53116987824085e-28,-0.540185099559511,1.88761759006111e-26,trans,Towards UnRx,Pt4,X5,1
112,BACE1,ENSG00000186318,0.592301279204946,2.15506076184344e-23,0.483961576399077,1.53367540744551e-14,cis,Towards UnRx,Pt4,X5,1
113,BAD,ENSG00000002330,1.01362014528138,2.67867341555857e-149,1.6621420338305,3.53046978576063e-276,cis,Towards UnRx,Pt4,X5,1
114,BAHCC1,ENSG00000266074,0.739536237213791,6.05837930708236e-40,0.713362315761216,6.7245630355905e-34,trans,Towards UnRx,Pt4,X5,1
115,BAIAP2L1,ENSG00000006453,0.905065805956161,4.96748795488419e-70,0.740082807302518,1.23075596769344e-40,trans,Towards UnRx,Pt4,X5,1
116,BANP,ENSG00000172530,-0.515160220491574,6.51362323933046e-25,0.0956443104881968,0.0924652145382723,cis,Away from UnRx,Pt4,X5,1
117,BARX1,ENSG00000131668,0.944513598052008,8.21079800275398e-157,3.72151046988305,0,trans,Towards UnRx,Pt4,X5,1
118,BAX,ENSG00000087088,0.525138485322523,6.38712782928689e-47,0.249197038494335,6.34573366274228e-12,cis,Towards UnRx,Pt4,X5,1
119,BAZ2B,ENSG00000123636,-0.514482120405116,1.4437905275856e-33,1.10818260834324,3.54133903897691e-90,trans,Away from UnRx,Pt4,X5,1
120,BCL7A,ENSG00000110987,0.653277432363796,7.82146415280968e-59,0.0536460166738185,0.176527941020441,cis,Towards UnRx,Pt4,X5,1
121,BCL9,ENSG00000116128,0.542492817470145,6.62488648322199e-23,-0.0221180169379214,0.695707164696474,cis,Away from UnRx,Pt4,X5,1
122,BCLAF3,ENSG00000173681,1.12540050064319,3.75786615877669e-108,0.411124165165229,5.9486821277926e-15,cis,Towards UnRx,Pt4,X5,1
123,BICD1,ENSG00000151746,-0.791143000076735,3.31714873972071e-57,0.0842809168991544,0.19053013209769,trans,Away from UnRx,Pt4,X5,1
124,BMI1,ENSG00000168283,0.575682725174894,1.72327934445807e-37,0.305009884146932,4.26290112974723e-11,trans,Towards UnRx,Pt4,X5,1
125,BNC2,ENSG00000173068,2.26548599991694,0,0.26940435838531,1.04679780159143e-08,trans,Towards UnRx,Pt4,X5,1
126,BNIP3,ENSG00000176171,0.934382319080316,2.60013931536721e-76,0.850920487944113,1.56628547273149e-54,trans,Towards UnRx,Pt4,X5,1
127,BOC,ENSG00000144857,2.51710110658714,0,1.14893736775986,1.40863273709346e-83,trans,Towards UnRx,Pt4,X5,1
128,BOLA1,ENSG00000178096,1.10888675802509,6.56720266665254e-103,0.230425295830499,1.07433716162621e-05,cis,Towards UnRx,Pt4,X5,1
129,BRAP,ENSG00000089234,0.66408452373163,4.30726680448307e-29,0.230732164376687,0.000137013782067385,cis,Towards UnRx,Pt4,X5,1
130,BRD1,ENSG00000100425,0.543289133130413,9.43357196434098e-28,0.886053530703106,3.96293074984583e-55,trans,Towards UnRx,Pt4,X5,1
131,BUD13,ENSG00000137656,0.556099091013864,2.85940871362128e-24,0.708780967920733,8.95691506247996e-34,cis,Towards UnRx,Pt4,X5,1
132,BVES-AS1,ENSG00000203808,-0.697461996708222,5.92652098964589e-37,-0.480006168663822,3.18754213992553e-15,trans,Towards UnRx,Pt4,X5,1
133,C11orf1,ENSG00000137720,-1.25069539001724,1.04521803628715e-223,-0.0222949382348273,0.649079524840597,cis,Towards UnRx,Pt4,X5,1
134,C11orf24,ENSG00000171067,0.81279867719191,9.90511950160568e-56,0.298994251240297,2.64956942662266e-08,cis,Towards UnRx,Pt4,X5,1
135,C12orf10,ENSG00000139637,-0.827741815467968,4.27187198099643e-122,-1.04183428628032,7.36998306955706e-185,cis,Towards UnRx,Pt4,X5,1
136,C12orf45,ENSG00000151131,0.941448445318905,1.1102625431087e-88,-0.228910941178055,2.41046364670333e-07,cis,Away from UnRx,Pt4,X5,1
137,C12orf57,ENSG00000111678,-0.638154750079806,3.35150721997546e-123,-1.06661927186738,2.53341322219963e-274,trans,Towards UnRx,Pt4,X5,1
138,C12orf73,ENSG00000204954,0.518404749820315,2.49061399525218e-22,-0.129935900741912,0.0172598598654593,cis,Away from UnRx,Pt4,X5,1
139,C12orf75,ENSG00000235162,0.812539088800934,4.85244703768206e-61,0.195677052614275,0.000137013782067385,cis,Towards UnRx,Pt4,X5,1
140,C15orf40,ENSG00000169609,-0.51516275886269,1.01323851603205e-42,0.62508587155551,4.29171170113874e-42,cis,Away from UnRx,Pt4,X5,1
141,C17orf97,ENSG00000187624,0.627435756706316,8.77659035561545e-28,-0.201682287734515,0.000409031387168934,cis,Away from UnRx,Pt4,X5,1
142,C19orf12,ENSG00000131943,0.717717470235706,1.20383001756755e-54,0.718578994050101,9.06696940555835e-47,cis,Towards UnRx,Pt4,X5,1
143,C19orf47,ENSG00000160392,0.565654495223677,6.05258741398894e-21,0.313110134567162,9.54332724185231e-07,trans,Towards UnRx,Pt4,X5,1
144,C1QBP,ENSG00000108561,0.670925049423409,4.54302488660071e-179,-0.645330598173029,1.62299497761438e-196,cis,Away from UnRx,Pt4,X5,1
145,C1QL1,ENSG00000131094,0.960484446053178,3.02481248459288e-78,1.78443922450796,2.80344422505952e-180,trans,Towards UnRx,Pt4,X5,1
146,C1QTNF4,ENSG00000172247,1.12013000142272,3.25466390806403e-101,1.44296099165437,4.73823006358441e-127,trans,Towards UnRx,Pt4,X5,1
147,C21orf2,ENSG00000160226,0.532367519664153,3.79012529289173e-27,0.958611278680589,8.87427047531181e-65,cis,Towards UnRx,Pt4,X5,1
148,C2orf74,ENSG00000237651,-0.528809353575842,5.48199432690346e-27,0.277949449446055,1.68558549703988e-06,trans,Away from UnRx,Pt4,X5,1
149,C4orf3,ENSG00000164096,0.86389853601777,3.1188857956684e-150,0.743286561626926,2.1856152557074e-105,cis,Towards UnRx,Pt4,X5,1
150,C4orf46,ENSG00000205208,0.628534226495583,1.52551579636992e-27,0.430522190972718,1.35593542213529e-12,cis,Towards UnRx,Pt4,X5,1
151,C4orf48,ENSG00000243449,0.79897359724247,1.01218795878459e-96,-0.0201791081349482,0.586961363849103,trans,Away from UnRx,Pt4,X5,1
152,C5orf22,ENSG00000082213,-0.565690218934837,1.29362550937871e-30,-0.482914394256692,2.71878790981002e-20,cis,Towards UnRx,Pt4,X5,1
153,C6orf48,ENSG00000204387,-0.673213502650897,5.16359217792543e-80,0.730836474403452,3.47459271178438e-60,trans,Away from UnRx,Pt4,X5,1
154,C7orf50,ENSG00000146540,0.764660276858315,8.41140900578902e-113,0.81761330013602,5.2460386961437e-116,trans,Towards UnRx,Pt4,X5,1
155,C8orf88,ENSG00000253250,-0.879611237295416,8.95627044425279e-55,-0.078589561806517,0.286419781483981,cis,Towards UnRx,Pt4,X5,1
156,CA5B,ENSG00000169239,1.0110597897635,6.39652632205975e-75,1.07797967684066,6.53562677854258e-71,cis,Towards UnRx,Pt4,X5,1
157,CABIN1,ENSG00000099991,-0.711139922868318,3.94963052151499e-36,-0.211844649702794,0.000966855816194658,cis,Towards UnRx,Pt4,X5,1
158,CACNB4,ENSG00000182389,0.508656719641589,1.46563209411631e-21,0.819893774860157,4.12339733551566e-42,trans,Towards UnRx,Pt4,X5,1
159,CADM1,ENSG00000182985,1.52584842127373,1.53950826323926e-181,1.00555527655436,4.17270499243352e-74,cis,Towards UnRx,Pt4,X5,1
160,CADM4,ENSG00000105767,1.05584977431405,1.03267895977788e-83,0.925676795370946,4.76921093541451e-56,cis,Towards UnRx,Pt4,X5,1
161,CADPS2,ENSG00000081803,-0.645742591212216,1.22835663898607e-27,0.110093630445082,0.124091101723996,trans,Away from UnRx,Pt4,X5,1
162,CALM3,ENSG00000160014,1.00938727867819,4.22612953811224e-289,0.644145872775001,2.58022906876584e-125,cis,Towards UnRx,Pt4,X5,1
163,CALM3,ENSG00000160014,1.00938727867819,4.22612953811224e-289,0.644145872775001,2.58022906876584e-125,cis,Towards UnRx,Pt4,X5,1
164,CAMK1D,ENSG00000183049,-0.620301686883491,2.49179135587857e-35,-0.53226747360145,9.06675606447262e-24,cis,Towards UnRx,Pt4,X5,1
165,CAMK2D,ENSG00000145349,0.706683481748595,4.68559263786957e-33,0.788179604455224,4.78637871683325e-35,cis,Towards UnRx,Pt4,X5,1
166,CAMKK2,ENSG00000110931,0.569614205846701,2.3985433578405e-33,0.989330356473802,4.11384599704446e-75,cis,Towards UnRx,Pt4,X5,1
167,CAMTA1,ENSG00000171735,0.597300118397595,1.19648142468607e-64,0.233666593434757,1.2856433027026e-11,trans,Towards UnRx,Pt4,X5,1
168,CARMIL1,ENSG00000079691,1.40651004594554,1.59969620100547e-136,1.42592467893106,4.94105572738175e-107,trans,Towards UnRx,Pt4,X5,1
169,CASK,ENSG00000147044,0.602568560603445,2.31873049631759e-62,0.693955386629564,3.45322431792372e-72,cis,Towards UnRx,Pt4,X5,1
170,CASP3,ENSG00000164305,0.785861844443283,1.20716000962549e-61,0.86091725636074,9.92238854340236e-61,cis,Towards UnRx,Pt4,X5,1
171,CASP6,ENSG00000138794,1.16989242559085,4.34656488822121e-128,0.80398758560537,9.01450268425928e-56,cis,Towards UnRx,Pt4,X5,1
172,CBL,ENSG00000110395,0.752385314822176,7.17477344193262e-47,0.952580093259708,3.36916932177126e-59,cis,Towards UnRx,Pt4,X5,1
173,CBLB,ENSG00000114423,0.546217354926489,3.9197852956437e-21,0.522086647568827,9.62326900939975e-18,trans,Towards UnRx,Pt4,X5,1
174,CBR1,ENSG00000159228,0.960601349833775,7.42664501619038e-116,0.354025127198749,9.25777984075155e-19,cis,Towards UnRx,Pt4,X5,1
175,CBR4,ENSG00000145439,0.697420453757131,1.45996333229576e-46,1.09071416865208,5.53043749862858e-85,cis,Towards UnRx,Pt4,X5,1
176,CBX2,ENSG00000173894,0.577386693944862,7.31854589983662e-37,0.614940034830843,2.56462497611738e-35,trans,Towards UnRx,Pt4,X5,1
177,CBX4,ENSG00000141582,0.504616756912387,8.42245709949286e-22,0.488086907158933,4.96837253121701e-17,trans,Towards UnRx,Pt4,X5,1
178,CBX5,ENSG00000094916,-0.835575438164404,5.6905826433928e-232,-0.0905577460198511,0.00124293454572032,cis,Towards UnRx,Pt4,X5,1
179,CBX8,ENSG00000141570,0.62420741528244,4.68905790052557e-27,0.515899713702306,1.12210919908978e-17,trans,Towards UnRx,Pt4,X5,1
180,CBY1,ENSG00000100211,0.623061334157642,1.53581941026464e-35,0.646181987620581,1.26604261918746e-32,trans,Towards UnRx,Pt4,X5,1
181,CC2D2A,ENSG00000048342,0.88179737538021,8.80988400682527e-61,0.499971810968823,7.57486726456575e-19,trans,Towards UnRx,Pt4,X5,1
182,CCDC102B,ENSG00000150636,-0.656099855934366,4.98683866818108e-28,0.0893831763551467,0.209951794554425,cis,Away from UnRx,Pt4,X5,1
183,CCDC117,ENSG00000159873,-0.743297295647331,4.15995835497357e-41,-0.446993863477872,3.06765674926515e-13,cis,Towards UnRx,Pt4,X5,1
