,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group
3001,DIMT1,ENSG00000086189,1.27061944207588,6.46771828175443e-13,0.0778910640855595,0.676741589024435,cis,Towards UnRx,Pt5,X8,1
3002,DLC1,ENSG00000164741,0.621437264044458,0.00466460102065451,0.0724625208047037,0.728216918093407,trans,Towards UnRx,Pt5,X8,1
3003,DLD,ENSG00000091140,-0.54645593843183,8.79927400341956e-06,-0.824832343620053,6.51609561140176e-17,cis,Towards UnRx,Pt5,X8,1
3004,DLG5,ENSG00000151208,0.533832817519231,0.00871020900878344,0.402669579775235,0.0187043200909839,trans,Towards UnRx,Pt5,X8,1
3005,DLL3,ENSG00000090932,0.947940907576358,8.48242413307634e-06,0.441752810164303,0.0132286660209322,trans,Towards UnRx,Pt5,X8,1
3006,DMAP1,ENSG00000178028,-0.760438467057895,1.70554661153789e-05,-0.457514843069196,0.00487261390467561,cis,Towards UnRx,Pt5,X8,1
3007,DMWD,ENSG00000185800,-0.520874545487032,0.00306507367331809,-0.30178201968877,0.0827962996025941,trans,Towards UnRx,Pt5,X8,1
3008,DNA2,ENSG00000138346,0.67899590736743,0.00198291279791999,0.763074413917326,1.02822626128007e-05,cis,Towards UnRx,Pt5,X8,1
3009,DNAAF5,ENSG00000164818,-0.978904651001075,6.38131458223586e-10,-0.999830092077723,6.67032932292686e-14,cis,Towards UnRx,Pt5,X8,1
3010,DNAH14,ENSG00000185842,0.577424296060033,0.000323579674239916,0.701954754403306,6.11099277338143e-08,trans,Towards UnRx,Pt5,X8,1
3011,DNAJA2,ENSG00000069345,1.05649420451349,1.63640171059424e-10,0.370173631383858,0.00755374591951261,cis,Towards UnRx,Pt5,X8,1
3012,DNAJA3,ENSG00000103423,-0.564456537885129,0.00047933845123057,-0.469084177280639,0.00157776056298108,cis,Towards UnRx,Pt5,X8,1
3013,DNAJA4,ENSG00000140403,1.81009761445254,3.52198551876834e-21,1.62900187121997,4.55540069634054e-33,trans,Towards UnRx,Pt5,X8,1
3014,DNAJB1,ENSG00000132002,1.0608874486722,2.9668266551131e-13,1.45725996223543,1.26985621761334e-47,trans,Towards UnRx,Pt5,X8,1
3015,DNAJB14,ENSG00000164031,0.513349763758483,0.00326424063716269,0.390707901237951,0.00848827198078898,trans,Towards UnRx,Pt5,X8,1
3016,DNAJB4,ENSG00000162616,0.638965930614362,0.00321840742915916,1.14232261430887,4.54037608580222e-15,cis,Towards UnRx,Pt5,X8,1
3017,DNAJB9,ENSG00000128590,-0.961706601609345,1.83662128737856e-06,-0.485905224396132,0.00387567020483282,cis,Towards UnRx,Pt5,X8,1
3018,DNAJC1,ENSG00000136770,-0.695799308033848,8.61569678149658e-06,-0.579357835083366,2.7672575513259e-05,cis,Towards UnRx,Pt5,X8,1
3019,DNAJC24,ENSG00000170946,0.564598026955686,0.00660703476548549,0.687455037989999,3.16325451099692e-05,trans,Towards UnRx,Pt5,X8,1
3020,DNAJC3,ENSG00000102580,-1.33580978520927,1.63534788781812e-24,-0.665581349646666,4.16791772737656e-09,cis,Towards UnRx,Pt5,X8,1
3021,DNAJC30,ENSG00000176410,-0.697024620828373,0.000347752767083761,-0.655977942677457,5.01429360089532e-05,cis,Towards UnRx,Pt5,X8,1
3022,DNASE1L1,ENSG00000013563,0.88904261540004,2.28698676529409e-05,0.570331822828036,0.00119551765918209,cis,Towards UnRx,Pt5,X8,1
3023,DNM2,ENSG00000079805,-0.545019620831827,0.000200973857179168,-0.213290671510512,0.131260847584128,trans,Towards UnRx,Pt5,X8,1
3024,DNMT1,ENSG00000130816,0.550110421968852,2.51308908885898e-05,0.588520749922997,1.66361522875092e-08,trans,Towards UnRx,Pt5,X8,1
3025,DNPH1,ENSG00000112667,-0.535481977848521,9.48146566313622e-06,-0.384438221786484,0.000172180002690903,cis,Towards UnRx,Pt5,X8,1
3026,DNTTIP1,ENSG00000101457,-0.791250429186397,9.51239160289093e-06,-0.322354507793788,0.0884592215212393,trans,Towards UnRx,Pt5,X8,1
3027,DOCK9,ENSG00000088387,0.647155816568333,0.00149802351200999,0.735382962401444,3.3010351317504e-06,cis,Towards UnRx,Pt5,X8,1
3028,DPH2,ENSG00000132768,-0.531832665900495,0.0025883222336764,-0.574211234396341,7.56563516722706e-05,cis,Towards UnRx,Pt5,X8,1
3029,DPM3,ENSG00000179085,-1.13944218528364,3.63957900738574e-18,-0.631654347650567,2.22462674304608e-07,cis,Towards UnRx,Pt5,X8,1
3030,DR1,ENSG00000117505,-0.512650820809267,0.00373884788030941,-0.385101107303402,0.0241412951108374,cis,Towards UnRx,Pt5,X8,1
3031,DRAM2,ENSG00000156171,-1.08499607939382,2.61466673179512e-16,-0.927326290710868,4.24562958252321e-17,cis,Towards UnRx,Pt5,X8,1
3032,DRG1,ENSG00000185721,-0.693639253035667,2.78430690469244e-05,-0.456601668151144,0.00257697405587767,trans,Towards UnRx,Pt5,X8,1
3033,DSC3,ENSG00000134762,1.49141061678582,6.37963132033075e-16,0.536838162858297,5.06994724263706e-05,trans,Towards UnRx,Pt5,X8,1
3034,DST,ENSG00000151914,2.4902979594096,1.47687145640023e-30,1.3271496556175,2.45124535925677e-20,trans,Towards UnRx,Pt5,X8,1
3035,DTX2,ENSG00000091073,-1.0570365260511,3.02857566524682e-07,-0.51603680168784,0.00895656729781914,cis,Towards UnRx,Pt5,X8,1
3036,DTX3L,ENSG00000163840,-0.645174922256955,0.00135432382780157,-0.639155140968071,0.000150502188577941,cis,Towards UnRx,Pt5,X8,1
3037,DUSP2,ENSG00000158050,1.62345846419517,6.87794766273744e-13,0.926010077419327,2.12527220940185e-08,trans,Towards UnRx,Pt5,X8,1
3038,DXO,ENSG00000204348,-0.87913452586223,2.64171576142379e-05,-0.486748483175376,0.0130827578068654,cis,Towards UnRx,Pt5,X8,1
3039,DYNC1LI2,ENSG00000135720,0.688443279048056,1.26102502250182e-08,0.919595862853859,1.2979845933387e-18,cis,Towards UnRx,Pt5,X8,1
3040,DYRK4,ENSG00000010219,-0.502220762471369,0.00289267484566827,-0.557025120254586,9.35632962897402e-05,cis,Towards UnRx,Pt5,X8,1
3041,DZIP3,ENSG00000198919,-0.70720847472215,0.00462471163583838,-0.574266329005912,0.00494371018835663,cis,Towards UnRx,Pt5,X8,1
3042,E2F8,ENSG00000129173,0.923417464229053,1.26203543963573e-05,0.823700255467764,4.68093557907141e-07,trans,Towards UnRx,Pt5,X8,1
3043,ECH1,ENSG00000104823,-0.927248621924216,3.49336239953249e-17,-0.888063785264972,1.77795096538831e-22,trans,Towards UnRx,Pt5,X8,1
3044,ECHDC3,ENSG00000134463,-0.854840246296229,1.34726314436418e-07,-0.81200718333173,1.02288345847318e-08,cis,Towards UnRx,Pt5,X8,1
3045,ECI1,ENSG00000167969,-0.619594591591192,1.08128266854911e-06,-0.516064077682858,5.92642545857068e-07,cis,Towards UnRx,Pt5,X8,1
3046,ECI2,ENSG00000198721,1.11014525375977,1.19338902760949e-09,0.741825701478671,3.63312575052026e-07,trans,Towards UnRx,Pt5,X8,1
3047,ECSIT,ENSG00000130159,-0.646156536864167,8.87157194414604e-06,-0.498731052949887,0.000223932253612825,trans,Towards UnRx,Pt5,X8,1
3048,EDN1,ENSG00000078401,0.889502957662352,0.000467498516821757,0.544431000271193,0.00274866348152849,trans,Towards UnRx,Pt5,X8,1
3049,EED,ENSG00000074266,0.568780278492509,0.00566457941876982,0.357762943906009,0.0243751942524395,cis,Towards UnRx,Pt5,X8,1
3050,EEF1A2,ENSG00000101210,2.5290446017252,2.09058430492971e-32,1.4847851858024,1.27260557307646e-25,trans,Towards UnRx,Pt5,X8,1
3051,EEF1D,ENSG00000104529,0.714370951341185,1.82966173961233e-20,0.303025632935903,7.81941905223798e-08,cis,Towards UnRx,Pt5,X8,1
3052,EEFSEC,ENSG00000132394,-0.580654154005436,0.00601977711940352,-0.486050632305331,0.0110325669932394,cis,Towards UnRx,Pt5,X8,1
3053,EFCAB14,ENSG00000159658,-0.565838474517815,0.000515290868858328,-0.441696174269206,0.00213074658123942,cis,Towards UnRx,Pt5,X8,1
3054,EFL1,ENSG00000140598,0.538869091041027,0.007676608341176,0.332406995384722,0.0607984289140856,trans,Towards UnRx,Pt5,X8,1
3055,EFNA1,ENSG00000169242,0.940894981010761,3.32944146480148e-10,0.162076776285216,0.171703073441214,cis,Towards UnRx,Pt5,X8,1
3056,EFNA3,ENSG00000143590,0.691895259620118,0.000117143604458674,-0.0364038277795492,0.870280191533332,cis,Away from UnRx,Pt5,X8,1
3057,EGFL7,ENSG00000172889,0.811156350103274,7.11075958762371e-07,0.506020305293589,6.71957385879961e-05,trans,Towards UnRx,Pt5,X8,1
3058,EHF,ENSG00000135373,0.903684078440971,1.21391796094232e-11,1.18735925089638,3.73400450537646e-29,trans,Towards UnRx,Pt5,X8,1
3059,EID1,ENSG00000255302,0.880745172844743,2.08324895218284e-12,0.474880508779558,2.72979328340597e-06,trans,Towards UnRx,Pt5,X8,1
3060,EIF1AX,ENSG00000173674,0.787806317319195,2.70540904251555e-14,0.633050027193217,1.17006521509197e-14,cis,Towards UnRx,Pt5,X8,1
3061,EIF1AX,ENSG00000173674,0.787806317319195,2.70540904251555e-14,0.633050027193217,1.17006521509197e-14,cis,Towards UnRx,Pt5,X8,1
3062,EIF1B,ENSG00000114784,0.5892647333141,1.21327553022346e-06,0.138887803708723,0.208664218500509,cis,Towards UnRx,Pt5,X8,1
3063,EIF2AK1,ENSG00000086232,-0.835124687183741,9.34787830663963e-14,-0.715430993855423,1.23625433129395e-14,cis,Towards UnRx,Pt5,X8,1
3064,EIF2B3,ENSG00000070785,-0.511568880838769,0.00411984153600486,-0.163682266587953,0.348586459568701,cis,Towards UnRx,Pt5,X8,1
3065,EIF2S3,ENSG00000130741,0.810177640393125,3.50032786660224e-10,0.775538575530622,1.21585413315222e-12,cis,Towards UnRx,Pt5,X8,1
3066,EIF3B,ENSG00000106263,-1.1683377075403,6.22634914120333e-26,-1.09629501711039,5.68469489582025e-37,cis,Towards UnRx,Pt5,X8,1
3067,EIF4EBP1,ENSG00000187840,-1.07031494686199,6.11106368525697e-19,-0.503799023548222,3.35675527705649e-06,cis,Towards UnRx,Pt5,X8,1
3068,EIF4H,ENSG00000106682,-0.60060803873397,2.43590690254994e-08,-0.558751905228611,6.1957073939909e-09,cis,Towards UnRx,Pt5,X8,1
3069,EIF5,ENSG00000100664,0.620993996011939,3.02805361902935e-08,0.451984063051618,9.11861054924167e-08,trans,Towards UnRx,Pt5,X8,1
3070,ELF5,ENSG00000135374,1.19960192644281,2.35727120204948e-12,1.01074755009765,1.85920588160969e-15,trans,Towards UnRx,Pt5,X8,1
3071,ELOB,ENSG00000103363,-1.08620771218084,2.287721067353e-33,-0.665700805724741,3.10392974400602e-21,cis,Towards UnRx,Pt5,X8,1
3072,ELOC,ENSG00000154582,-0.815613062008726,3.18192857266577e-12,-0.135079109076867,0.247866860487968,cis,Towards UnRx,Pt5,X8,1
3073,ELOVL1,ENSG00000066322,-0.986840459630951,6.67270361831894e-15,-1.01328639459076,2.21443096771899e-20,cis,Towards UnRx,Pt5,X8,1
3074,EML4,ENSG00000143924,0.790266718126898,3.13618005519538e-08,0.359893787267418,0.00322094320809649,trans,Towards UnRx,Pt5,X8,1
3075,EMSY,ENSG00000158636,0.976080001422976,1.04293803973912e-05,0.186504628486275,0.437470236953664,cis,Towards UnRx,Pt5,X8,1
3076,ENC1,ENSG00000171617,-0.951864535261233,9.85295081969866e-06,-0.219309842568828,0.283113294282503,trans,Towards UnRx,Pt5,X8,1
3077,ENDOD1,ENSG00000149218,1.42223335085363,1.63930238278969e-12,0.285888474098297,0.0861080753170564,cis,Towards UnRx,Pt5,X8,1
3078,ENKD1,ENSG00000124074,0.723183293124286,0.00145581704825007,0.705127840136779,8.40266338603583e-05,cis,Towards UnRx,Pt5,X8,1
3079,ENO1,ENSG00000074800,-0.745483951367268,4.02484592215604e-17,-0.671902714808272,4.48432959703168e-21,cis,Towards UnRx,Pt5,X8,1
3080,EPB41,ENSG00000159023,0.534922772085742,0.00261910518450959,0.638646269105898,2.30123090556358e-06,trans,Towards UnRx,Pt5,X8,1
3081,EPHB6,ENSG00000106123,-1.17283985065708,1.24733592813148e-08,-0.617064046902438,0.00122408252085214,trans,Towards UnRx,Pt5,X8,1
3082,EPM2AIP1,ENSG00000178567,0.97391021466901,2.10025802907789e-08,0.883438407223659,5.10969464081563e-12,cis,Towards UnRx,Pt5,X8,1
3083,EPN1,ENSG00000063245,-0.657403736958466,7.11629353213661e-06,-0.394180952655161,0.00342024439977326,trans,Towards UnRx,Pt5,X8,1
3084,EPPK1,ENSG00000261150,0.932782046675049,1.99878108965215e-08,0.740099850509335,1.60516395350945e-08,cis,Towards UnRx,Pt5,X8,1
3085,ERCC6L2,ENSG00000182150,0.812398761606476,0.000186190526178699,0.477452743994669,0.00967365693182071,trans,Towards UnRx,Pt5,X8,1
3086,ERGIC2,ENSG00000087502,-0.577644948026942,4.43528592548845e-07,-0.255597333628253,0.00938362329255439,cis,Towards UnRx,Pt5,X8,1
3087,ERI3,ENSG00000117419,-0.69494564230555,1.43647392416903e-07,-0.809614715945616,5.69527470645963e-12,cis,Towards UnRx,Pt5,X8,1
3088,ERICH1,ENSG00000104714,0.605568881026278,0.000146566768917781,0.832288533938712,1.01508387639549e-10,cis,Towards UnRx,Pt5,X8,1
3089,ERLIN1,ENSG00000107566,0.611308651836513,0.00393842482341479,0.350411152161697,0.0585549306745151,trans,Towards UnRx,Pt5,X8,1
3090,ERMAP,ENSG00000164010,-0.822482386266894,0.00101514016979079,-0.517537588618745,0.0109936749199994,cis,Towards UnRx,Pt5,X8,1
3091,ERO1A,ENSG00000197930,-0.606240942666176,0.000622762240432642,-0.243251894150467,0.140518446865978,trans,Towards UnRx,Pt5,X8,1
3092,ERV3-1,ENSG00000213462,-0.651500734198076,0.000590222570718451,0.1074828571971,0.561061961157701,cis,Away from UnRx,Pt5,X8,1
3093,ESCO1,ENSG00000141446,0.535094547533532,0.00225012907275235,0.637873250246675,4.74451137308343e-07,cis,Towards UnRx,Pt5,X8,1
3094,ESRP2,ENSG00000103067,0.78414119435022,8.98402723885511e-05,0.472242675667245,0.0042480509729743,cis,Towards UnRx,Pt5,X8,1
3095,ETS2,ENSG00000157557,0.50224970932774,0.00712490055324935,1.05480691743444,2.47989954751599e-14,trans,Towards UnRx,Pt5,X8,1
3096,ETV7,ENSG00000010030,-0.915256980922542,2.06040541544072e-05,-0.551304841881111,0.0025241078965308,cis,Towards UnRx,Pt5,X8,1
3097,EVA1C,ENSG00000166979,-0.925522986301756,3.55218799899864e-06,-1.11867843490417,9.78683185800139e-12,trans,Towards UnRx,Pt5,X8,1
3098,EXO1,ENSG00000174371,0.99726277193323,7.44556005530736e-06,0.741260721092342,3.29939084384819e-05,cis,Towards UnRx,Pt5,X8,1
3099,EXOC6B,ENSG00000144036,0.842339780816304,0.000114529923907893,0.404501494535139,0.0383841812874951,trans,Towards UnRx,Pt5,X8,1
3100,EXOG,ENSG00000157036,0.70462727503357,0.00216888332964869,0.55667748743965,0.00386111751160918,cis,Towards UnRx,Pt5,X8,1
3101,EXPH5,ENSG00000110723,0.559884464703489,0.00664675167760877,0.523415962704349,0.000734708025202701,trans,Towards UnRx,Pt5,X8,1
3102,EXT2,ENSG00000151348,0.652386542285896,0.00309604498868282,0.0571630957254423,0.800536705353356,trans,Towards UnRx,Pt5,X8,1
3103,EZH2,ENSG00000106462,0.600198314761682,8.82947126401819e-05,0.637303479107814,3.0594890016442e-07,trans,Towards UnRx,Pt5,X8,1
3104,FAAH,ENSG00000117480,-0.777918961643943,0.000748263667201266,-0.875186690725152,1.33676729873676e-06,cis,Towards UnRx,Pt5,X8,1
3105,FAAP20,ENSG00000162585,-0.752504909329214,3.56101865852706e-10,-0.516297409268809,2.40939849814476e-06,cis,Towards UnRx,Pt5,X8,1
3106,FABP5,ENSG00000164687,1.70467799226413,6.30452937544448e-25,1.17815152685139,5.96010172057681e-24,trans,Towards UnRx,Pt5,X8,1
3107,FAM102B,ENSG00000162636,1.11001452767371,2.26268375840496e-08,0.0874052973893965,0.650032142871228,cis,Towards UnRx,Pt5,X8,1
3108,FAM107B,ENSG00000065809,-1.23084647861795,3.27322096509767e-12,0.0251571194757227,0.91853082309935,cis,Away from UnRx,Pt5,X8,1
3109,FAM110C,ENSG00000184731,0.956749416666641,6.36132405604284e-06,0.376356019557353,0.0418127389663943,cis,Towards UnRx,Pt5,X8,1
3110,FAM120AOS,ENSG00000188938,0.563854920539417,0.000988685511037128,0.132592547791026,0.405224733094844,trans,Towards UnRx,Pt5,X8,1
3111,FAM120B,ENSG00000112584,0.677547582997152,0.00138960671848634,0.354454857918442,0.0523761764662414,cis,Towards UnRx,Pt5,X8,1
3112,FAM13B,ENSG00000031003,0.568442087216262,0.00912345372151785,0.658902174452573,0.000188028241823052,trans,Towards UnRx,Pt5,X8,1
3113,FAM171A1,ENSG00000148468,-1.00526312699207,3.2429888739887e-07,-1.13586291640896,7.48733291812786e-12,cis,Towards UnRx,Pt5,X8,1
3114,FAM174B,ENSG00000185442,0.648372577819412,0.00196082918981898,0.301141889242005,0.0861080753170564,trans,Towards UnRx,Pt5,X8,1
3115,FAM184A,ENSG00000111879,0.591134734125376,0.00847995239645186,0.578351349519827,0.000740842326080425,trans,Towards UnRx,Pt5,X8,1
3116,FAM192A,ENSG00000172775,0.745236661385246,6.33075358009353e-05,-0.0849303655809481,0.73484735470977,cis,Away from UnRx,Pt5,X8,1
3117,FAM20C,ENSG00000177706,-1.49154064903175,8.01219102147677e-16,-1.4891904182137,2.81963193475107e-20,cis,Towards UnRx,Pt5,X8,1
3118,FAM220A,ENSG00000178397,-0.665932928907749,0.0013874840862486,-0.553849963372621,0.00201330298391364,cis,Towards UnRx,Pt5,X8,1
3119,FAM221A,ENSG00000188732,-0.962821368311746,9.31384323739044e-08,-0.764991077189257,1.41287471939454e-06,cis,Towards UnRx,Pt5,X8,1
3120,FAM234A,ENSG00000167930,-0.74317851286536,2.10570372441093e-05,-0.442346999202256,0.00753747562720313,cis,Towards UnRx,Pt5,X8,1
3121,FAM3A,ENSG00000071889,-0.739511347550803,0.000222704389303561,-0.61486710349205,0.000411151866658778,cis,Towards UnRx,Pt5,X8,1
3122,FAM45A,ENSG00000119979,-0.793117764039328,2.18160665200872e-06,-0.700280067513663,3.07314617297852e-06,trans,Towards UnRx,Pt5,X8,1
3123,FAM76B,ENSG00000077458,1.10180865202165,3.62191956017055e-08,0.758928478531627,1.65527152117557e-07,cis,Towards UnRx,Pt5,X8,1
3124,FAM83B,ENSG00000168143,1.01606269229381,1.14234560275916e-06,0.689151160041798,4.85760946500687e-05,trans,Towards UnRx,Pt5,X8,1
3125,FAM84A,ENSG00000162981,1.3445269499283,1.74986968160693e-11,0.555734669724761,0.000434835700946349,cis,Towards UnRx,Pt5,X8,1
3126,FAM96B,ENSG00000166595,0.798449087347733,8.15972679739874e-15,0.849358751244227,5.71524608834538e-23,cis,Towards UnRx,Pt5,X8,1
3127,FARSB,ENSG00000116120,-0.681543421144184,6.75463381500711e-05,-0.539941205955209,0.000176641055323992,trans,Towards UnRx,Pt5,X8,1
3128,FBRS,ENSG00000156860,-0.664065797038951,0.000200973857179168,-0.349977009086955,0.030107244039143,trans,Towards UnRx,Pt5,X8,1
3129,FBXL16,ENSG00000127585,-0.715751142966807,0.000731511268400698,-0.856804343247337,7.83037377051783e-07,cis,Towards UnRx,Pt5,X8,1
3130,FBXL18,ENSG00000155034,-0.800314154727047,0.00158294442205772,-0.732605709457218,0.000223895756774758,cis,Towards UnRx,Pt5,X8,1
3131,FBXL5,ENSG00000118564,-0.647739391062492,0.00188630346480439,-0.543060216608926,0.00236526399021719,trans,Towards UnRx,Pt5,X8,1
3132,FBXO22,ENSG00000167196,0.633278055534205,5.58556490646873e-06,0.594260261191222,1.05082782372585e-07,trans,Towards UnRx,Pt5,X8,1
3133,FBXO46,ENSG00000177051,-0.71912448898464,0.00219204598310838,-0.586153878937282,0.003016788901552,trans,Towards UnRx,Pt5,X8,1
3134,FBXO5,ENSG00000112029,0.612320846570646,0.00412816832077925,0.7294652453119,7.36497223207019e-06,trans,Towards UnRx,Pt5,X8,1
3135,FCGRT,ENSG00000104870,0.503131009158922,0.000911098133791977,0.624517328021083,1.07156348229255e-06,trans,Towards UnRx,Pt5,X8,1
3136,FDX2,ENSG00000267673,-0.726351977789286,1.70554661153789e-05,0.00596735963625489,0.987018927649873,trans,Away from UnRx,Pt5,X8,1
3137,FERMT1,ENSG00000101311,0.568895442954583,0.000323568628511762,-0.0286520831715615,0.880310214994765,trans,Away from UnRx,Pt5,X8,1
3138,FGD5-AS1,ENSG00000225733,0.6271900699656,3.83819443847303e-07,0.540794189317929,5.76567209872541e-07,cis,Towards UnRx,Pt5,X8,1
3139,FHL3,ENSG00000183386,-0.738504888275882,0.000297043146060773,-0.39694783376713,0.0322946985515009,cis,Towards UnRx,Pt5,X8,1
3140,FIS1,ENSG00000214253,-0.651559680682431,3.70347341722676e-11,-0.898601125318219,2.92725197829986e-33,cis,Towards UnRx,Pt5,X8,1
3141,FKBP8,ENSG00000105701,-0.834838853050405,2.17851654981071e-12,-0.506529171599232,2.11524108855035e-06,trans,Towards UnRx,Pt5,X8,1
3142,FKBPL,ENSG00000204315,-0.648003445531013,0.000407732479930684,-0.516584198182618,0.00158041335737817,cis,Towards UnRx,Pt5,X8,1
3143,FLNA,ENSG00000196924,1.28807277153436,4.32169654617225e-15,1.50461225128272,8.06055915182128e-31,cis,Towards UnRx,Pt5,X8,1
3144,FLOT1,ENSG00000137312,-0.526555046737919,0.000188462956815879,-0.559329646003712,2.18954081344476e-06,cis,Towards UnRx,Pt5,X8,1
3145,FNDC10,ENSG00000228594,-1.22935140346831,4.74008904685128e-14,-0.755179506004118,1.0041343383173e-07,cis,Towards UnRx,Pt5,X8,1
3146,FNDC4,ENSG00000115226,0.69401063577498,0.00189984873701459,0.226451311680659,0.210427805629272,trans,Towards UnRx,Pt5,X8,1
3147,FNTA,ENSG00000168522,-1.11560233423594,7.18572083366871e-24,-1.11052875448356,1.12669517272016e-35,cis,Towards UnRx,Pt5,X8,1
3148,FOXA1,ENSG00000129514,0.530410068261624,0.00761367580254751,0.309436320904278,0.0584308406641207,trans,Towards UnRx,Pt5,X8,1
3149,FOXK1,ENSG00000164916,-0.775337828051277,1.36391432413742e-06,-1.00882957917494,2.12039235041042e-13,cis,Towards UnRx,Pt5,X8,1
3150,FOXP1,ENSG00000114861,0.521407779925399,0.00277759802079343,0.256430946805006,0.0970171644828117,trans,Towards UnRx,Pt5,X8,1
3151,FPGS,ENSG00000136877,-0.747508349332721,0.000329725071772612,-0.481366678052244,0.0106202102026109,trans,Towards UnRx,Pt5,X8,1
3152,FRMD8,ENSG00000126391,-0.622986671683646,0.00112260066482829,-0.526180417772194,0.00090516268616808,trans,Towards UnRx,Pt5,X8,1
3153,FSCN1,ENSG00000075618,-1.40227087139707,8.32730873171929e-13,-1.51777246955425,1.01195085345267e-21,cis,Towards UnRx,Pt5,X8,1
3154,FSTL1,ENSG00000163430,-0.658772167478189,0.00191337860934307,-0.586857426415162,0.000833908949632214,cis,Towards UnRx,Pt5,X8,1
3155,FTX,ENSG00000230590,0.871975661282729,2.28628992544293e-05,1.24105516829755,6.86286593039093e-17,cis,Towards UnRx,Pt5,X8,1
3156,FUOM,ENSG00000148803,1.01884852957343,5.42834709139998e-11,0.253368447560292,0.0582627092097516,trans,Towards UnRx,Pt5,X8,1
3157,FUZ,ENSG00000010361,-0.826268323669979,0.000260318720274366,-0.464186138053707,0.0277437361102169,trans,Towards UnRx,Pt5,X8,1
3158,FXYD3,ENSG00000089356,0.714326289492513,2.59896369829493e-12,-0.244020700006848,0.00138291946082967,trans,Away from UnRx,Pt5,X8,1
3159,FXYD5,ENSG00000089327,-1.44575834285198,8.46343433901381e-33,-1.16139703367571,2.79865689387211e-32,trans,Towards UnRx,Pt5,X8,1
3160,FYTTD1,ENSG00000122068,0.741142929275594,2.02435448924706e-06,0.380235812890099,0.00266270011388868,trans,Towards UnRx,Pt5,X8,1
3161,FZD7,ENSG00000155760,0.716221284364452,0.000119414690761416,0.200007882822707,0.203716744742069,trans,Towards UnRx,Pt5,X8,1
3162,G6PC3,ENSG00000141349,-0.768037599570801,3.10533584067601e-05,-0.728578485409688,4.96422500435948e-06,trans,Towards UnRx,Pt5,X8,1
3163,GAA,ENSG00000171298,-1.07904325255417,2.26177166101851e-07,-1.08813236881567,3.98113509264927e-10,trans,Towards UnRx,Pt5,X8,1
3164,GABARAP,ENSG00000170296,-0.525085108603609,0.00279776372032857,0.471901680908369,0.00614661219650737,trans,Away from UnRx,Pt5,X8,1
3165,GABARAPL1,ENSG00000139112,0.604560717834369,0.00857741140351763,0.275823126382127,0.204619123737152,trans,Towards UnRx,Pt5,X8,1
3166,GABBR1,ENSG00000204681,0.79794587700813,0.000106993990010168,0.963171580311105,1.93661565613917e-09,trans,Towards UnRx,Pt5,X8,1
3167,GABRE,ENSG00000102287,1.33490531598233,6.73404574610287e-12,1.05050285210944,1.08813277536746e-13,cis,Towards UnRx,Pt5,X8,1
3168,GABRP,ENSG00000094755,0.56220752757731,3.10401140619906e-06,0.702451595465906,5.37560704419858e-15,trans,Towards UnRx,Pt5,X8,1
3169,GALNT6,ENSG00000139629,-0.640369756472864,0.00270498090787932,-0.414053737502213,0.0286374499776958,trans,Towards UnRx,Pt5,X8,1
3170,GALNT7,ENSG00000109586,0.922776987595908,9.0824308935775e-08,0.0881229197065894,0.610611031328546,trans,Towards UnRx,Pt5,X8,1
3171,GAN,ENSG00000261609,1.28157836078754,4.31557760836083e-10,0.606275756030508,0.000105791600242088,trans,Towards UnRx,Pt5,X8,1
3172,GAPDH,ENSG00000111640,-0.799015680436681,2.04939661822181e-17,-0.651687775525561,2.65489351124596e-21,cis,Towards UnRx,Pt5,X8,1
3173,GARS,ENSG00000106105,-1.00611636696585,2.66701375488967e-13,-0.631753191213317,3.26291794759519e-08,cis,Towards UnRx,Pt5,X8,1
3174,GAS2L1,ENSG00000185340,-0.79526287077408,0.000150837786490715,-0.723524805630148,8.7197760342577e-05,trans,Towards UnRx,Pt5,X8,1
3175,GATA3,ENSG00000107485,-0.709296808066369,9.81007491746895e-09,-0.139573489024346,0.228373208862701,cis,Towards UnRx,Pt5,X8,1
3176,GBF1,ENSG00000107862,-0.719986112050972,0.000352145363742654,-0.464233028463332,0.0136503595215548,trans,Towards UnRx,Pt5,X8,1
3177,GCAT,ENSG00000100116,-0.885742077332166,1.53304592286277e-06,-0.293492064427836,0.0988738507823843,trans,Towards UnRx,Pt5,X8,1
3178,GDI2,ENSG00000057608,-0.572925729635623,1.40286451067976e-09,-0.482040279296255,1.32058373672834e-11,cis,Towards UnRx,Pt5,X8,1
3179,GEMIN7,ENSG00000142252,-0.808950969385984,4.52163482278632e-07,-0.634963002654333,1.0026411868291e-05,trans,Towards UnRx,Pt5,X8,1
3180,GFER,ENSG00000127554,-0.606909794576769,0.0012111167953806,-0.471064397107496,0.00390612234025185,cis,Towards UnRx,Pt5,X8,1
3181,GGACT,ENSG00000134864,-0.528476069403904,0.00322558518160998,-0.756163391039593,4.42871088404704e-07,cis,Towards UnRx,Pt5,X8,1
3182,GIGYF2,ENSG00000204120,0.50064062982141,0.00392053675937253,0.403060641286746,0.00386111751160918,trans,Towards UnRx,Pt5,X8,1
3183,GINS4,ENSG00000147536,-0.763620067857638,0.000554289487234439,-0.13075820397525,0.5240546604843,cis,Towards UnRx,Pt5,X8,1
