Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_APOPTOSIS,-0.43088867632179517,-2.3596726997375668,0.0,0.0,161,49,TXNIP;CDC25B;PPP3R1;BTG2;BCAP31;RHOB;ERBB2;TNFSF10;CASP6;APP;GSN;PSEN2;TAP1;HSPB1;PTK2;DAP3;VDAC2;PEA15;GPX4;DNAJA1;PAK1;LMNA;CTNNB1;LGALS3;ADD1;KRT18;CASP4;PMAIP1;TNFRSF12A;SC5D;CFLAR;SPTAN1;IRF1;CYLD;BNIP3L;EMP1;TIMP2;JUN;H1F0;ANXA1;IER3;HMOX1;CAV1;SAT1;DDIT3;GADD45A;BCL10;TIMP1;BIRC3,KRT18;CASP4;PMAIP1;TNFRSF12A;SC5D;CFLAR;SPTAN1;IRF1;CYLD;BNIP3L;EMP1;TIMP2;JUN;H1F0;ANXA1;IER3;HMOX1;CAV1;SAT1;DDIT3;GADD45A;BCL10;TIMP1;BIRC3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.5686581121922657,-3.013620292329813,0.0,0.0,200,53,FGF2;SERPINH1;FBLN2;IGFBP2;APLP1;RHOB;PCOLCE2;TPM2;LOXL1;MMP14;IGFBP4;NOTCH2;SDC1;PFN2;ID2;PLOD1;QSOX1;COPA;TPM4;SFRP1;CTHRC1;ITGB1;CADM1;GPX7;PLAUR;ITGA2;TNFRSF12A;MYL9;FLNA;CRLF1;GLIPR1;COL6A2;JUN;VEGFA;DAB2;PLOD2;CXCL1;SAT1;IL32;TPM1;GADD45A;CALD1;VIM;LOXL2;TIMP1;BASP1;TGFBI;AREG;FN1;MGP;INHBA;IGFBP3;COL1A1,MYL9;FLNA;CRLF1;GLIPR1;COL6A2;JUN;VEGFA;DAB2;PLOD2;CXCL1;SAT1;IL32;TPM1;GADD45A;CALD1;VIM;LOXL2;TIMP1;BASP1;TGFBI;AREG;FN1;MGP;INHBA;IGFBP3;COL1A1
HALLMARK_HYPOXIA,-0.6489451492778879,-4.229294009826281,0.0,0.0,200,76,ZFP36;SLC25A1;GLRX;S100A4;CASP6;DUSP1;SAP30;MAP3K1;PKP1;FOXO3;XPNPEP1;SELENBP1;GAA;GRHPR;TPD52;TPI1;ANXA2;HDLBP;P4HA2;PPP1R15A;ANKZF1;MYH9;PGK1;RRAGD;NFIL3;GBE1;PLAUR;PNRC1;CAVIN1;MIF;PGM1;KDM3A;BTG1;NEDD4L;FOSL2;PFKP;BHLHE40;MT1E;KLF7;BNIP3L;LXN;TES;RORA;HK2;STC2;CITED2;P4HA1;CSRP2;LDHA;JUN;TIPARP;CXCR4;VEGFA;IER3;EGFR;PFKFB3;ALDOA;HMOX1;CAV1;PLIN2;GPI;HSPA5;GCNT2;EDN2;NDRG1;DDIT3;PIM1;ANGPTL4;SLC2A1;ADM;MT2A;TGFBI;F3;ETS1;ERO1A;IGFBP3,PNRC1;CAVIN1;MIF;PGM1;KDM3A;BTG1;NEDD4L;FOSL2;PFKP;BHLHE40;MT1E;KLF7;BNIP3L;LXN;TES;RORA;HK2;STC2;CITED2;P4HA1;CSRP2;LDHA;JUN;TIPARP;CXCR4;VEGFA;IER3;EGFR;PFKFB3;ALDOA;HMOX1;CAV1;PLIN2;GPI;HSPA5;GCNT2;EDN2;NDRG1;DDIT3;PIM1;ANGPTL4;SLC2A1;ADM;MT2A;TGFBI;F3;ETS1;ERO1A;IGFBP3
HALLMARK_INFLAMMATORY_RESPONSE,-0.42994385946945474,-2.295583374217567,0.0,0.0,200,40,BST2;TNFSF9;CCL5;BTG2;LY6E;RGS16;TNFSF10;LCK;MMP14;ATP2C1;AHR;NMI;IFNAR1;EIF2AK2;ADRM1;CD82;KIF1B;NAMPT;CX3CL1;ITGB8;SLC7A1;GNAI3;PLAUR;LDLR;MXD1;ICOSLG;ICAM1;IRF1;OSMR;CCL20;HPN;NFKBIA;IFNGR2;EDN1;PDE4B;TIMP1;ADM;CSF1;F3;INHBA,ITGB8;SLC7A1;GNAI3;PLAUR;LDLR;MXD1;ICOSLG;ICAM1;IRF1;OSMR;CCL20;HPN;NFKBIA;IFNGR2;EDN1;PDE4B;TIMP1;ADM;CSF1;F3;INHBA
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.5004768391646053,-3.201922536900574,0.0,0.0,200,87,SOCS3;KYNU;NR4A3;CEBPB;ZFP36;TNFSF9;CCL5;BTG2;NR4A1;DUSP4;KLF2;RHOB;NR4A2;ZBTB10;FJX1;DUSP1;ID2;DUSP2;CCNL1;TAP1;PANX1;B4GALT5;KLF4;TANK;NFE2L2;EGR1;LITAF;FOSB;TNIP1;TSC22D1;NAMPT;PPP1R15A;NFIL3;EHD1;DUSP5;PLAUR;NFKB2;MARCKS;PHLDA2;PNRC1;NINJ1;RELB;TRIB1;LDLR;BIRC2;REL;MXD1;CFLAR;BTG1;FOSL2;BHLHE40;ICOSLG;SERPINB8;IER5;ICAM1;NFAT5;CLCF1;IRF1;KLF9;CCL20;MAP3K8;SGK1;NFKBIA;IFNGR2;JUN;TIPARP;VEGFA;TUBB2A;IER3;DNAJB4;PFKFB3;NFKBIE;PLK2;EDN1;CXCL1;SAT1;PHLDA1;FOSL1;ZC3H12A;GADD45A;PDE4B;CSF1;BIRC3;F3;CXCL3;AREG;INHBA,NFIL3;EHD1;DUSP5;PLAUR;NFKB2;MARCKS;PHLDA2;PNRC1;NINJ1;RELB;TRIB1;LDLR;BIRC2;REL;MXD1;CFLAR;BTG1;FOSL2;BHLHE40;ICOSLG;SERPINB8;IER5;ICAM1;NFAT5;CLCF1;IRF1;KLF9;CCL20;MAP3K8;SGK1;NFKBIA;IFNGR2;JUN;TIPARP;VEGFA;TUBB2A;IER3;DNAJB4;PFKFB3;NFKBIE;PLK2;EDN1;CXCL1;SAT1;PHLDA1;FOSL1;ZC3H12A;GADD45A;PDE4B;CSF1;BIRC3;F3;CXCL3;AREG;INHBA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.40418875278795785,-2.2529769592050717,0.0,0.0,113,46,CEBPB;CKS1B;EIF4E;SEC11A;PREB;WFS1;NFYB;SLC30A5;MTHFD2;EIF4A2;ALDH18A1;HSPA9;BANF1;ATP6V0D1;YWHAZ;DKC1;XPOT;SDAD1;SSR1;SPCS3;PAIP1;LSM4;CALR;LSM1;KIF5B;YIF1A;PDIA6;SERP1;XBP1;WIPI1;HSP90B1;BAG3;TSPYL2;DCTN1;NABP1;TARS;ATF4;STC2;VEGFA;TUBB2A;ASNS;HERPUD1;HSPA5;EIF4EBP1;CEBPG;ERO1A,DCTN1;NABP1;TARS;ATF4;STC2;VEGFA;TUBB2A;ASNS;HERPUD1;HSPA5;EIF4EBP1;CEBPG;ERO1A
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.4891676233350169,-2.1501405218556333,0.0,0.0019212295869356388,87,21,SOCS3;TNFRSF1A;SOCS1;TNFRSF21;MYD88;BAK1;IFNAR1;CD9;IL17RA;CBL;TNFRSF12A;IRF1;OSMR;MAP3K8;IFNGR2;JUN;HMOX1;CXCL1;PIM1;CSF1;CXCL3,IRF1;OSMR;MAP3K8;IFNGR2;JUN;HMOX1;CXCL1;PIM1;CSF1;CXCL3
HALLMARK_GLYCOLYSIS,-0.35233111024757907,-2.221199585918581,0.0,0.002195690956497873,200,75,CDK1;EXT2;FKBP4;GALE;GLRX;POLR3K;BPNT1;CASP6;PGAM1;GOT2;SDHC;TSTA3;CENPA;B4GALT7;PRPS1;CHST12;MDH1;ME2;SDC1;B3GNT3;TXN;SLC25A10;AURKA;SAP30;ALG1;B3GAT3;IDH1;HOMER1;KIF20A;CLDN3;SLC25A13;ME1;DLD;PLOD1;ALDH9A1;TALDO1;QSOX1;ALDH7A1;MDH2;CHPF;TPI1;ELF3;PKM;HDLBP;P4HA2;RBCK1;ANKZF1;NASP;PGK1;ANG;RRAGD;AGL;MIF;MED24;DEPDC1;PFKP;B4GALT2;AKR1A1;HK2;STC2;CITED2;P4HA1;LDHA;CXCR4;VEGFA;IER3;EGFR;ALDOA;PLOD2;HSPA5;EGLN3;ANGPTL4;TGFBI;ERO1A;IGFBP3,AKR1A1;HK2;STC2;CITED2;P4HA1;LDHA;CXCR4;VEGFA;IER3;EGFR;ALDOA;PLOD2;HSPA5;EGLN3;ANGPTL4;TGFBI;ERO1A;IGFBP3
HALLMARK_KRAS_SIGNALING_UP,-0.38073922134633126,-2.091065652830772,0.0,0.003073967339097022,200,47,CA2;GLRX;GADD45G;TFPI;RGS16;KCNN4;SDCCAG8;GUCY1A1;PCSK1N;SLPI;PRELID3B;TSPAN13;JUP;TMEM176B;ANO1;CBR4;TRIB2;ID2;ENG;GPRC5B;ATG10;ZNF639;ETV4;MAP3K1;KLF4;STRN;PPP1R15A;EVI5;MPZL2;CBL;PLAUR;GYPC;RBM4;ITGA2;TRIB1;PEG3;EMP1;CCL20;VWA5A;CXCR4;ALDH1A3;ANGPTL4;BIRC3;ETS1;ERO1A;INHBA;IGFBP3,EMP1;CCL20;VWA5A;CXCR4;ALDH1A3;ANGPTL4;BIRC3;ETS1;ERO1A;INHBA;IGFBP3
HALLMARK_UV_RESPONSE_DN,-0.4001991686512766,-2.1095179986001864,0.0,0.0034155192656633577,144,39,MTA1;PIAS3;ID1;LTBP1;TFPI;PLCB4;ERBB2;NR1D2;DUSP1;CDC42BPA;MAPK14;ATP2C1;NOTCH2;ARHGEF9;SPOP;NFIB;NEK7;MAGI2;ANXA4;ANXA2;INSIG1;SLC7A1;MAP1B;SYNJ2;LDLR;CDK13;BHLHE40;MT1E;RND3;CELF2;RUNX1;CITED2;FHL2;DAB2;CAV1;IGFBP5;PIK3R3;F3;COL1A1,SYNJ2;LDLR;CDK13;BHLHE40;MT1E;RND3;CELF2;RUNX1;CITED2;FHL2;DAB2;CAV1;IGFBP5;PIK3R3;F3;COL1A1
