Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_E2F_TARGETS,0.3952039744933203,2.2858055836087963,0.0,0.0,200,65,RRM2;PSIP1;UNG;RAN;H2AFZ;CCNB2;E2F8;PCNA;CDCA3;MYC;UBE2T;TMPO;TOP2A;DUT;SLBP;MAD2L1;CKS2;RAD51AP1;CENPM;CDK1;MKI67;SMC4;ORC6;CENPE;MCM3;RANBP1;CHEK1;MRE11;SPC25;NAP1L1;CDK4;CIT;CDKN2A;PRIM2;CKS1B;LMNB1;DSCC1;HELLS;NME1;PAICS;RPA1;RPA2;CTCF;CSE1L;NBN;STMN1;DNMT1;UBE2S;POLE4;PRKDC;XRCC6;GSPT1;TRA2B;LUC7L3;TBRG4;NUP153;CBX5;KIF22;GINS4;H2AFX;KPNA2;STAG1;NAA38;CCP110;WDR90,RRM2;PSIP1;UNG;RAN;H2AFZ;CCNB2;E2F8;PCNA;CDCA3;MYC;UBE2T;TMPO;TOP2A;DUT;SLBP;MAD2L1;CKS2;RAD51AP1;CENPM;CDK1;MKI67;SMC4;ORC6;CENPE;MCM3;RANBP1;CHEK1;MRE11;SPC25;NAP1L1;CDK4;CIT;CDKN2A;PRIM2;CKS1B;LMNB1;DSCC1;HELLS;NME1;PAICS;RPA1
HALLMARK_G2M_CHECKPOINT,0.3625688854670313,2.241831348934371,0.0,0.0,200,64,ODC1;H2AFZ;CCNB2;PBK;CCNA2;CDC45;MYC;CCND1;E2F2;TMPO;TOP2A;TTK;SMAD3;GINS2;MAD2L1;CKS2;CDK1;SQLE;MKI67;CENPF;SMC4;ORC6;CENPE;MCM3;CHEK1;NDC80;MAP3K20;SLC7A1;KMT5A;SLC38A1;HMGN2;CDK4;PRIM2;CKS1B;E2F4;LMNB1;ATF5;BUB3;HSPA8;SMC2;RPA2;CTCF;KIF5B;STMN1;UBE2S;SRSF10;RAD23B;AMD1;GSPT1;TRA2B;MARCKS;PURA;YTHDC1;MEIS2;KIF22;H2AFX;DR1;KPNA2;MTF2;PRPF4B;STAG1;TLE3;EFNA5;SLC12A2,ODC1;H2AFZ;CCNB2;PBK;CCNA2;CDC45;MYC;CCND1;E2F2;TMPO;TOP2A;TTK;SMAD3;GINS2;MAD2L1;CKS2;CDK1;SQLE;MKI67;CENPF;SMC4;ORC6;CENPE;MCM3;CHEK1;NDC80;MAP3K20;SLC7A1;KMT5A;SLC38A1;HMGN2;CDK4;PRIM2;CKS1B;E2F4;LMNB1;ATF5;BUB3;HSPA8;SMC2;RPA2
HALLMARK_MTORC1_SIGNALING,0.35757934324588375,2.2131908178210766,0.0,0.0,200,62,ELOVL6;CTSC;ME1;RRM2;FADS1;TUBA4A;UNG;CYB5B;PSAT1;TMEM97;EPRS;TXNRD1;HMGCS1;HPRT1;QDPR;HSPD1;PHGDH;ATP2A2;GBE1;SQLE;LTA4H;ASNS;DHFR;NFIL3;GMPS;HSP90B1;CD9;PPA1;BHLHE40;COPS5;RPA1;IDI1;SEC11A;PSMB5;PSMA3;ADD3;LDHA;SHMT2;HSPA4;TOMM40;PSMD14;DHCR7;PGK1;RPN1;SSR1;ENO1;SQSTM1;YKT6;IFRD1;ACTR2;ERO1A;SLC2A1;PLOD2;TES;NMT1;PSMD12;PDK1;ALDOA;DDIT4;SLC9A3R1;GGA2;NUPR1,ELOVL6;CTSC;ME1;RRM2;FADS1;TUBA4A;UNG;CYB5B;PSAT1;TMEM97;EPRS;TXNRD1;HMGCS1;HPRT1;QDPR;HSPD1;PHGDH;ATP2A2;GBE1;SQLE;LTA4H;ASNS;DHFR;NFIL3;GMPS;HSP90B1;CD9;PPA1;BHLHE40;COPS5;RPA1;IDI1;SEC11A;PSMB5
HALLMARK_MYC_TARGETS_V1,0.3846332391387851,2.404659648151001,0.0,0.0,200,81,ODC1;TYMS;SLC25A3;RAN;H2AFZ;EPRS;SF3B3;PCNA;CCNA2;HPRT1;CYC1;CDC45;MYC;COX5A;SSB;CLNS1A;UBE2E1;DUT;RRM1;MAD2L1;HSPD1;NPM1;SRM;PABPC1;PWP1;RANBP1;PRDX3;NAP1L1;CDK4;UBA2;NME1;IMPDH2;IARS;COPS5;RACK1;BUB3;PSMA7;PSMA1;EEF1B2;TXNL4A;EXOSC7;C1QBP;CNBP;TCP1;FBL;MRPL9;LDHA;ACP1;HNRNPA1;CCT5;YWHAQ;CCT2;PTGES3;PSMD7;APEX1;PABPC4;EIF3D;PSMD14;RAD23B;PGK1;XRCC6;HNRNPR;NHP2;PRPF31;GSPT1;PSMA2;TRA2B;DHX15;CBX3;IFRD1;SNRPG;SRPK1;GLO1;VDAC3;RNPS1;EIF4H;U2AF1;EIF3B;EIF3J;KPNA2;MRPS18B,ODC1;TYMS;SLC25A3;RAN;H2AFZ;EPRS;SF3B3;PCNA;CCNA2;HPRT1;CYC1;CDC45;MYC;COX5A;SSB;CLNS1A;UBE2E1;DUT;RRM1;MAD2L1;HSPD1;NPM1;SRM;PABPC1;PWP1;RANBP1;PRDX3;NAP1L1;CDK4;UBA2;NME1;IMPDH2;IARS;COPS5;RACK1;BUB3;PSMA7;PSMA1;EEF1B2;TXNL4A;EXOSC7;C1QBP;CNBP;TCP1;FBL;MRPL9;LDHA;ACP1;HNRNPA1;CCT5;YWHAQ;CCT2;PTGES3;PSMD7;APEX1;PABPC4;EIF3D;PSMD14;RAD23B;PGK1;XRCC6;HNRNPR;NHP2;PRPF31;GSPT1;PSMA2;TRA2B;DHX15;CBX3
HALLMARK_ANDROGEN_RESPONSE,0.4228154328371504,2.0044187765574204,0.0,0.01357210179076343,100,28,GUCY1A1;ITGAV;FADS1;TSC22D1;HMGCS1;CENPN;PLPP1;CCND1;ALDH1A3;TPD52;ADAMTS1;CDC14B;B4GALT1;KRT8;CAMKK2;IDI1;LMAN1;KRT19;VAPA;TMEM50A;XRCC6;SMS;UBE2I;SRF;B2M;GNAI3;LIFR;NDRG1,GUCY1A1;ITGAV;FADS1;TSC22D1;HMGCS1;CENPN;PLPP1;CCND1;ALDH1A3;TPD52;ADAMTS1
HALLMARK_FATTY_ACID_METABOLISM,0.34356387787879133,1.8562002712574004,0.0,0.03150666487141511,158,44,XIST;S100A10;ACAA2;ME1;ODC1;ERP29;PTPRG;H2AFZ;HMGCS1;CBR3;CPT1A;PTS;ACAT2;HSDL2;PCBD1;ACADS;KMT5A;GCDH;IDI1;ECHS1;GRHPR;PRDX6;NBN;LDHA;MIF;APEX1;ECH1;SDHD;FH;SMS;ACADM;UBE2L6;FASN;ACSS1;PSME1;EPHX1;RETSAT;GSTZ1;ALDOA;CCDC58;ACOX1;REEP6;MCEE;MGLL,XIST;S100A10;ACAA2;ME1;ODC1;ERP29;PTPRG;H2AFZ;HMGCS1;CBR3
HALLMARK_KRAS_SIGNALING_DN,0.40690710312884093,1.7843417641977275,0.0,0.03238797018250364,200,23,SPRR3;KRT5;NR4A2;H2AFY2;SLC6A14;KRT15;SHOX2;CALML5;LYPD3;EFHD1;DTNB;YBX2;SNN;RGS11;SERPINB2;FGGY;GAMT;CDKAL1;SOX10;TCF7L1;CLDN16;KLK8;KLK7,SPRR3;KRT5;NR4A2;H2AFY2;SLC6A14;KRT15
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.3587243572265142,1.784575221803564,0.0,0.03562676720075401,74,25,JAG1;PLAUR;MAL2;S100A11;TMEM97;HMGCS1;ATF3;FABP5;ACAT2;SQLE;FDPS;ATXN2;NFIL3;CD9;ATF5;IDI1;ECH1;FDFT1;CXCL16;DHCR7;FASN;TNFRSF12A;PCYT2;ERRFI1;CLU,JAG1;PLAUR;MAL2;S100A11;TMEM97;HMGCS1;ATF3;FABP5;ACAT2;SQLE;FDPS;ATXN2;NFIL3;CD9;ATF5;IDI1
HALLMARK_MYC_TARGETS_V2,0.429443908711005,1.8674030638272383,0.0,0.03675777568331763,58,20,UNG;TMEM97;NIP7;MYC;HSPD1;NPM1;NOC4L;SRM;RABEPK;CDK4;UTP20;IMP4;EXOSC5;PUS1;MRTO4;CBX3;MPHOSPH10;TBRG4;WDR43;SUPV3L1,UNG;TMEM97;NIP7;MYC;HSPD1;NPM1;NOC4L;SRM;RABEPK;CDK4;UTP20;IMP4;EXOSC5;PUS1;MRTO4;CBX3;MPHOSPH10;TBRG4;WDR43;SUPV3L1
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.28092441301020554,1.7852586824335157,0.0,0.03958529688972667,200,67,NR4A2;PLK2;JAG1;B4GALT5;IL18;PLAUR;TGIF1;KLF10;ATP2B1;ID2;TSC22D1;EFNA1;BTG1;RCAN1;ATF3;FOSL1;MYC;KLF4;CCND1;PDE4B;SPHK1;SMAD3;LIF;MAFF;TIPARP;B4GALT1;NFIL3;MAP3K8;CD44;BHLHE40;NR4A1;MCL1;NFAT5;EIF1;SPSB1;BTG3;KLF6;SQSTM1;MARCKS;IER2;IFNGR2;FOSB;JUNB;FOS;PHLDA2;TUBB2A;NFKBIE;ETS2;SNN;SDC4;JUN;SERPINB2;IRF1;MXD1;ZFP36;SOCS3;INHBA;IFIH1;DNAJB4;CXCL1;BIRC3;RHOB;KLF2;EGR1;VEGFA;CXCL10;TNFAIP2,NR4A2;PLK2;JAG1;B4GALT5;IL18;PLAUR;TGIF1;KLF10;ATP2B1;ID2;TSC22D1;EFNA1;BTG1;RCAN1;ATF3;FOSL1;MYC;KLF4;CCND1;PDE4B;SPHK1;SMAD3;LIF;MAFF
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.31368324637717393,1.7887495452208024,0.0,0.04241281809613572,200,58,PODXL;SH3BP5;SFN;PMAIP1;RBBP8;KLF10;TFF1;ARL3;SLC39A6;KRT15;BAG1;BCL2;MYC;KLF4;SYNGR1;CCND1;GAB2;MYOF;SNX24;CLDN7;TIPARP;ANXA9;B4GALT1;ASB13;ABLIM1;FARP1;KRT8;DYNLT3;CD44;BHLHE40;MED13L;ADD3;KRT19;KRT18;NXT1;FDFT1;DHCR7;FKBP4;PPIF;OPN3;MED24;FOS;FASN;WWC1;SLC2A1;ISG20L2;NADSYN1;CALB2;PEX11A;PDLIM3;CANT1;TOB1;SLC37A1;MLPH;SLC9A3R1;SCNN1A;TTC39A;KLK10,PODXL;SH3BP5;SFN;PMAIP1;RBBP8;KLF10;TFF1;ARL3;SLC39A6;KRT15;BAG1;BCL2;MYC;KLF4;SYNGR1;CCND1;GAB2;MYOF;SNX24;CLDN7;TIPARP;ANXA9;B4GALT1;ASB13;ABLIM1;FARP1;KRT8;DYNLT3
