Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_COMPLEMENT,0.43466172617576926,2.208342448492047,0.0,0.0,200,65,HSPA1A;FN1;TIMP1;PSMB9;COL4A2;CTSL;CSRP1;FYN;LGALS3;PCLO;IRF1;PIM1;MAFF;GNB4;PRCP;S100A13;HSPA5;DOCK4;ADAM9;TIMP2;BRPF3;EHD1;PLA2G7;CLU;CTSB;SERPING1;SRC;FDX1;DYRK2;CASP3;RBSN;LRP1;GNB2;MSRB1;PIK3CA;LYN;GNAI2;ANG;LAMP2;GPD2;ME1;ANXA5;USP15;CD59;CD55;CTSV;SCG3;CDK5R1;CTSD;PPP2CB;LGMN;ZEB1;DGKH;USP8;CALM3;KIF2A;RAF1;CPQ;CD46;PREP;LAP3;RNF4;LTA4H;PFN1;ATOX1,HSPA1A;FN1;TIMP1;PSMB9;COL4A2;CTSL;CSRP1;FYN;LGALS3;PCLO;IRF1;PIM1;MAFF;GNB4;PRCP;S100A13;HSPA5;DOCK4;ADAM9;TIMP2;BRPF3;EHD1;PLA2G7;CLU;CTSB;SERPING1;SRC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.46521291146164395,2.3508732849323777,0.0,0.0,200,70,FN1;TIMP1;EFEMP2;COL6A2;MEST;SFRP1;CADM1;GPX7;EMP3;COL4A2;TPM1;DST;FBLN1;COL4A1;SERPINE2;ITGAV;GADD45B;WIPF1;FUCA1;CALD1;COL1A1;IGFBP4;FBN1;IGFBP2;THY1;CALU;PMP22;BMP1;PVR;SPOCK1;TGFBR3;PPIB;CXCL12;GADD45A;PLOD1;VCAN;PDLIM4;CAP2;TIMP3;PLOD3;SGCB;LOXL1;LRP1;PLOD2;FGF2;SAT1;APLP1;FLNA;LAMC1;ITGB5;FERMT2;COPA;LOX;CD59;NOTCH2;ITGA2;PCOLCE2;P3H1;GAS1;GPC1;ENO2;VEGFA;PMEPA1;DAB2;JUN;COL1A2;PFN2;CTHRC1;RHOB;PRRX1,FN1;TIMP1;EFEMP2;COL6A2;MEST;SFRP1;CADM1;GPX7;EMP3;COL4A2;TPM1;DST;FBLN1;COL4A1;SERPINE2;ITGAV;GADD45B;WIPF1;FUCA1;CALD1;COL1A1;IGFBP4;FBN1;IGFBP2;THY1;CALU;PMP22
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.5619410325264594,2.1822825740117815,0.0,0.0,97,27,HLA-C;PSMB8;PSMB9;ISG15;HELZ2;IRF1;TXNIP;UBE2L6;B2M;TRIM25;LY6E;MX1;TAP1;TRIM26;IFITM3;TRIM14;PARP12;GMPR;CMTR1;CNP;NCOA7;OGFR;ELF1;PARP14;PSME2;LAP3;LGALS3BP,HLA-C;PSMB8;PSMB9;ISG15;HELZ2;IRF1;TXNIP;UBE2L6;B2M;TRIM25;LY6E;MX1;TAP1;TRIM26;IFITM3
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.4896250535432007,2.341987638267665,0.0,0.0,200,51,HLA-A;PSMB8;STAT3;HLA-B;PSMB9;UPP1;ISG15;HLA-G;HELZ2;IRF1;PIM1;TXNIP;TAPBP;UBE2L6;B2M;TRIM25;LY6E;MX1;TAP1;AUTS2;TRIM26;NFKBIA;IFITM3;SOCS1;SERPING1;CASP3;TRIM14;SAMHD1;SRI;PARP12;SPPL2A;BPGM;CMTR1;NAMPT;PML;PDE4B;EIF4E3;ARID5B;BTG1;OGFR;NCOA3;STAT1;HLA-DMA;PARP14;PSME2;LAP3;LGALS3BP;MT2A;PSMA2;MTHFD2;PTPN2,HLA-A;PSMB8;STAT3;HLA-B;PSMB9;UPP1;ISG15;HLA-G;HELZ2;IRF1;PIM1;TXNIP;TAPBP;UBE2L6;B2M;TRIM25;LY6E;MX1;TAP1;AUTS2;TRIM26;NFKBIA;IFITM3;SOCS1;SERPING1
HALLMARK_MYC_TARGETS_V1,-0.5338321313602619,-4.343694168451968,0.0,0.0,200,93,CUL1;ABCE1;MRPL23;PSMD3;CYC1;RFC4;VDAC3;U2AF1;PSMD8;MAD2L1;HNRNPR;PSMA7;DEK;ODC1;SSB;SRM;NDUFAB1;TFDP1;EIF3B;PRDX4;SNRPA1;USP1;FAM120A;RAD23B;CCT3;EIF4H;TARDBP;PHB;HNRNPA3;MCM4;LDHA;SYNCRIP;UBA2;H2AFZ;EEF1B2;YWHAQ;GNL3;PCNA;DHX15;SRSF7;SLC25A3;CCT5;PRPS2;CDC20;HNRNPA1;EIF4E;EIF3J;NCBP2;RSL1D1;G3BP1;YWHAE;RAN;SNRPA;VDAC1;PSMD7;PPM1G;C1QBP;SNRPD1;RRP9;PSMC4;PSMA2;MCM2;HDAC2;CNBP;SERBP1;PWP1;PSMD14;PCBP1;CCT7;CCT4;AIMP2;EIF4A1;CSTF2;CDK4;DDX18;SNRPD2;PSMD1;NPM1;APEX1;RUVBL2;PA2G4;NHP2;IMPDH2;PPIA;CBX3;EIF2S2;RACK1;SNRPB2;PHB2;DDX21;SNRPG;NOP16;PABPC1,CCT3;EIF4H;TARDBP;PHB;HNRNPA3;MCM4;LDHA;SYNCRIP;UBA2;H2AFZ;EEF1B2;YWHAQ;GNL3;PCNA;DHX15;SRSF7;SLC25A3;CCT5;PRPS2;CDC20;HNRNPA1;EIF4E;EIF3J;NCBP2;RSL1D1;G3BP1;YWHAE;RAN;SNRPA;VDAC1;PSMD7;PPM1G;C1QBP;SNRPD1;RRP9;PSMC4;PSMA2;MCM2;HDAC2;CNBP;SERBP1;PWP1;PSMD14;PCBP1;CCT7;CCT4;AIMP2;EIF4A1;CSTF2;CDK4;DDX18;SNRPD2;PSMD1;NPM1;APEX1;RUVBL2;PA2G4;NHP2;IMPDH2;PPIA;CBX3;EIF2S2;RACK1;SNRPB2;PHB2;DDX21;SNRPG;NOP16;PABPC1
HALLMARK_MYC_TARGETS_V2,-0.6947489555703098,-3.9467886610795917,0.0,0.0,58,31,PLK4;SRM;SLC19A1;PPAN;NOC4L;PHB;MCM4;GNL3;IMP4;PUS1;EXOSC5;RABEPK;PPRC1;SLC29A2;RRP9;NDUFAF4;MPHOSPH10;MYBBP1A;AIMP2;WDR43;CDK4;DDX18;NIP7;NPM1;PA2G4;TFB2M;FARSA;CBX3;TCOF1;IPO4;NOP16,IMP4;PUS1;EXOSC5;RABEPK;PPRC1;SLC29A2;RRP9;NDUFAF4;MPHOSPH10;MYBBP1A;AIMP2;WDR43;CDK4;DDX18;NIP7;NPM1;PA2G4;TFB2M;FARSA;CBX3;TCOF1;IPO4;NOP16
HALLMARK_MYOGENESIS,0.4760484697201892,2.167236517244267,0.0,0.0,200,45,COL6A2;NCAM1;COL4A2;SVIL;MAPK12;EIF4A2;GSN;CNN3;GADD45B;AEBP1;COL1A1;BAG1;FKBP1B;PRNP;BIN1;KIFC3;GAA;CKB;CLU;CRAT;MYO1C;AGL;PDE4DIP;MYOM2;HDAC5;MYH9;KCNH2;FGF2;GABARAPL2;SORBS3;FDPS;ITGB5;APP;SPTAN1;SPEG;ATP6AP1;SCD;SIRT2;RB1;TNNT1;PFKM;MYL6B;TPM3;EFS;TEAD4,COL6A2;NCAM1;COL4A2;SVIL;MAPK12;EIF4A2;GSN;CNN3;GADD45B;AEBP1;COL1A1;BAG1;FKBP1B;PRNP;BIN1;KIFC3;GAA;CKB;CLU;CRAT;MYO1C;AGL;PDE4DIP;MYOM2
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.38383267270547056,-2.448591647868839,0.0,0.0,200,126,OPA1;GPX4;MAOB;COX11;ECI1;NDUFS1;ACAA1;NDUFV1;PDHA1;FDX1;CYC1;SUCLA2;NQO2;ATP6V1F;CPT1A;VDAC3;ECHS1;ETFB;DECR1;MGST3;SDHA;ATP5MC1;ATP6V1D;IDH3G;IDH2;POR;NNT;ACAA2;NDUFS8;UQCRC2;OAT;NDUFC2;CYB5R3;NDUFS3;GLUD1;ACADM;ATP6AP1;NDUFA5;ALDH6A1;ATP5F1D;NDUFAB1;ATP5F1A;SLC25A12;MTX2;PMPCA;ACADVL;MPC1;COX4I1;ATP6V1H;SLC25A4;ETFA;ATP6V0B;ACAT1;MRPS12;ISCA1;CYB5A;IDH1;SLC25A11;MRPS11;FH;NDUFS7;LDHA;BAX;NDUFB8;TIMM8B;POLR2F;VDAC2;MRPL34;SLC25A3;ATP5MF;IMMT;HSD17B10;NDUFA9;DLST;COX7A2L;ALAS1;COX5B;SDHC;SUCLG1;CYCS;COX6B1;COX6A1;VDAC1;RHOT2;ATP6V1E1;CS;SDHB;TIMM10;HTRA2;ACO2;ATP5F1B;SDHD;MDH2;MDH1;UQCR10;IDH3B;SLC25A5;UQCR11;TIMM17A;NDUFB6;ATP5PF;LDHB;ATP5PD;COX7B;UQCRH;ATP5MC3;ATP5MC2;NDUFV2;TOMM22;MRPL35;NDUFA1;NDUFB3;ATP5F1E;UQCRB;ATP6V1C1;MRPS22;UQCRQ;OXA1L;NDUFB4;NDUFA3;PHB2;COX17;COX7C;NDUFB1;ATP5ME;COX6C,ALAS1;COX5B;SDHC;SUCLG1;CYCS;COX6B1;COX6A1;VDAC1;RHOT2;ATP6V1E1;CS;SDHB;TIMM10;HTRA2;ACO2;ATP5F1B;SDHD;MDH2;MDH1;UQCR10;IDH3B;SLC25A5;UQCR11;TIMM17A;NDUFB6;ATP5PF;LDHB;ATP5PD;COX7B;UQCRH;ATP5MC3;ATP5MC2;NDUFV2;TOMM22;MRPL35;NDUFA1;NDUFB3;ATP5F1E;UQCRB;ATP6V1C1;MRPS22;UQCRQ;OXA1L;NDUFB4;NDUFA3;PHB2;COX17;COX7C;NDUFB1;ATP5ME;COX6C
HALLMARK_HYPOXIA,0.3903662304578218,2.052463755338682,0.0,0.0013114963853880109,200,81,BCAN;CDKN1C;IER3;PDK1;AKAP12;ANXA2;MIF;IRS2;NEDD4L;DPYSL4;KDM3A;PIM1;DDIT4;NFIL3;MAFF;CSRP2;HK1;P4HA2;PFKL;TIPARP;SAP30;HSPA5;PPP1R15A;PDK3;GAA;EXT1;KLHL24;TMEM45A;PNRC1;TES;KDELR3;SDC3;BNIP3L;ANKZF1;ZNF292;RORA;GALK1;SDC2;IDS;SELENBP1;FOS;CCNG2;MYH9;NR3C1;HEXA;CASP6;ADORA2B;PRKCA;P4HA1;PRDX5;ERRFI1;DDIT3;SLC6A6;ATP7A;EGFR;TPBG;LOX;BTG1;BCL2;RRAGD;PLIN2;SRPX;CA12;VHL;B3GALT6;GPC1;ERO1A;MXI1;ENO2;WSB1;VEGFA;EFNA3;LDHA;JUN;HDLBP;CITED2;MT2A;KLF6;FAM162A;TPI1;GAPDH,BCAN;CDKN1C;IER3;PDK1;AKAP12;ANXA2;MIF;IRS2;NEDD4L;DPYSL4;KDM3A;PIM1;DDIT4;NFIL3;MAFF;CSRP2;HK1;P4HA2;PFKL;TIPARP;SAP30;HSPA5;PPP1R15A;PDK3;GAA;EXT1;KLHL24;TMEM45A;PNRC1;TES;KDELR3;SDC3;BNIP3L;ANKZF1;ZNF292;RORA;GALK1;SDC2
HALLMARK_COAGULATION,0.4746794545147747,2.063065786781788,0.0,0.0015300791162860129,138,36,FN1;TIMP1;CSRP1;FYN;GSN;FBN1;MAFF;F12;FURIN;S100A13;ADAM9;BMP1;SH2B2;CLU;CTSB;SERPING1;MSRB2;PROS1;TIMP3;CRIP2;LRP1;GNB2;ANG;LAMP2;PRSS23;DUSP14;CTSV;ITGA2;ARF4;SIRT2;LGMN;CPQ;PREP;GNG12;LTA4H;USP11,FN1;TIMP1;CSRP1;FYN;GSN;FBN1;MAFF;F12;FURIN;S100A13;ADAM9;BMP1;SH2B2;CLU;CTSB;SERPING1;MSRB2
