Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
HALLMARK_E2F_TARGETS,0.4736116807078191,3.427145119474079,0.0,0.0,200,109,CENPE;SPC25;ORC6;PLK1;TOP2A;SMC1A;CDC25B;MKI67;AURKB;CDKN3;RRM2;AURKA;PTTG1;SPAG5;KIF18B;MXD3;STMN1;MAD2L1;TK1;RANBP1;NUDT21;CIT;PCNA;CENPM;CDCA3;SHMT1;DEPDC1;DNMT1;HMGB2;HMGB3;H2AFZ;RAD51C;MCM3;BIRC5;CCNB2;BUB1B;CCNE1;GINS1;RBBP7;LYAR;JPT1;CHEK1;HMMR;LMNB1;SMC4;DLGAP5;RAN;MYBL2;CKS2;CDCA8;LBR;BRCA1;CTCF;TFRC;CKS1B;LIG1;TRIP13;TACC3;BRCA2;RACGAP1;H2AFX;NME1;SNRPB;ASF1A;MELK;TIMELESS;KIF4A;RPA2;UBE2T;UBE2S;TUBB;E2F8;CDK1;MRE11;PRPS1;RNASEH2A;CDK4;TUBG1;POLE4;TCF19;UNG;MLH1;NAP1L1;MCM5;PAICS;TMPO;XRCC6;DCTPP1;SRSF1;DDX39A;CDKN2A;PSIP1;RPA1;SRSF2;KPNA2;PHF5A;HNRNPD;GSPT1;LUC7L3;RAD21;DUT;AK2;HUS1;RFC2;STAG1;NAA38;GINS4;PMS2;RPA3,CENPE;SPC25;ORC6;PLK1;TOP2A;SMC1A;CDC25B;MKI67;AURKB;CDKN3;RRM2;AURKA;PTTG1;SPAG5;KIF18B;MXD3;STMN1;MAD2L1;TK1;RANBP1;NUDT21;CIT;PCNA;CENPM;CDCA3;SHMT1;DEPDC1;DNMT1;HMGB2;HMGB3;H2AFZ;RAD51C;MCM3;BIRC5;CCNB2;BUB1B;CCNE1;GINS1;RBBP7;LYAR;JPT1;CHEK1;HMMR;LMNB1;SMC4;DLGAP5;RAN;MYBL2;CKS2;CDCA8;LBR;BRCA1;CTCF;TFRC;CKS1B;LIG1;TRIP13;TACC3;BRCA2;RACGAP1;H2AFX;NME1;SNRPB;ASF1A;MELK;TIMELESS;KIF4A;RPA2;UBE2T;UBE2S;TUBB;E2F8;CDK1;MRE11;PRPS1;RNASEH2A;CDK4;TUBG1;POLE4;TCF19;UNG;MLH1;NAP1L1;MCM5;PAICS;TMPO
HALLMARK_G2M_CHECKPOINT,0.4416135923014247,2.8850248576325597,0.0,0.0,200,97,CENPE;ORC6;PLK1;TOP2A;SMC1A;GINS2;CDC25B;UBE2C;MKI67;AURKB;CENPA;CCNA2;TTK;CDKN3;NUSAP1;AURKA;PTTG1;NDC80;TROAP;KIF15;TPX2;STMN1;MAD2L1;CUL5;INCENP;ATF5;E2F4;HMGB3;H2AFZ;E2F1;MCM3;BIRC5;CCNB2;KNL1;JPT1;CHEK1;HMMR;LMNB1;MAP3K20;SMC4;HMGN2;MYBL2;CKS2;LBR;SQLE;PBK;CTCF;BUB1;SAP30;CDC45;CKS1B;NSD2;BUB3;DTYMK;TACC3;BRCA2;RACGAP1;H2AFX;KIF11;KIF4A;RPA2;UBE2S;POLQ;CDK1;PRC1;CDK4;CHAF1A;CUL4A;FBXO5;MCM5;SNRPD1;TMPO;CBX1;CCND1;SRSF1;DDX39A;CDC27;SRSF2;KPNA2;ODC1;HNRNPD;TFDP1;GSPT1;CHMP1A;RAD21;HSPA8;YTHDC1;MTF2;HUS1;DR1;STAG1;EFNA5;KIF5B;RASAL2;MARCKS;BCL3;MEIS2,CENPE;ORC6;PLK1;TOP2A;SMC1A;GINS2;CDC25B;UBE2C;MKI67;AURKB;CENPA;CCNA2;TTK;CDKN3;NUSAP1;AURKA;PTTG1;NDC80;TROAP;KIF15;TPX2;STMN1;MAD2L1;CUL5;INCENP;ATF5;E2F4;HMGB3;H2AFZ;E2F1;MCM3;BIRC5;CCNB2;KNL1;JPT1;CHEK1;HMMR;LMNB1;MAP3K20;SMC4;HMGN2;MYBL2;CKS2;LBR;SQLE;PBK;CTCF;BUB1;SAP30;CDC45;CKS1B;NSD2;BUB3;DTYMK;TACC3;BRCA2;RACGAP1;H2AFX
HALLMARK_INFLAMMATORY_RESPONSE,-0.5470617373759638,-2.5929771288827026,0.0,0.0,200,29,IL18;GABBR1;GNA15;EIF2AK2;SELENOS;CD82;RNF144B;TAPBP;BTG2;ABI1;MET;NFKBIA;SRI;OSMR;LYN;TPBG;GNAI3;AHR;CXCL8;PDE4B;ICAM1;CX3CL1;IRF1;CD14;ITGB8;ICAM4;RASGRP1;NAMPT;RTP4,BTG2;ABI1;MET;NFKBIA;SRI;OSMR;LYN;TPBG;GNAI3;AHR;CXCL8;PDE4B;ICAM1;CX3CL1;IRF1;CD14;ITGB8;ICAM4;RASGRP1;NAMPT;RTP4
HALLMARK_MITOTIC_SPINDLE,0.34974745109747113,2.126613204528712,0.0,0.0,199,74,FLNA;DST;CENPE;PLK1;TOP2A;SMC1A;TTK;NUSAP1;AURKA;NDC80;KIF15;MYH10;TPX2;TUBA4A;VCL;INCENP;FARP1;ARHGAP10;SUN2;MYH9;BIRC5;CCNB2;SAC3D1;NET1;LMNB1;FLNB;SMC4;TUBGCP2;DLGAP5;KNTC1;TLK1;CENPJ;MYO1E;BUB1;CEP250;BRCA2;RACGAP1;PCGF5;ARF6;STK38L;KIF11;KIF4A;ITSN1;CDK1;PRC1;ARHGEF7;FBXO5;PALLD;CAPZB;MID1;EPB41;CDC27;BCR;CDC42EP4;GSN;CLIP1;CEP57;EZR;SORBS2;KIFAP3;CTTN;DLG1;ARHGAP29;ARHGAP4;KIF5B;RASAL2;CLIP2;ABI1;NCK1;MARCKS;EPB41L2;HOOK3;RAPGEF5;FSCN1,FLNA;DST;CENPE;PLK1;TOP2A;SMC1A;TTK;NUSAP1;AURKA;NDC80;KIF15;MYH10;TPX2;TUBA4A;VCL;INCENP;FARP1;ARHGAP10;SUN2;MYH9;BIRC5;CCNB2;SAC3D1;NET1;LMNB1;FLNB;SMC4;TUBGCP2;DLGAP5;KNTC1;TLK1;CENPJ;MYO1E;BUB1;CEP250;BRCA2;RACGAP1;PCGF5;ARF6;STK38L;KIF11;KIF4A;ITSN1;CDK1;PRC1;ARHGEF7
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.43312644379095455,-2.4040397597957077,0.0,0.0,200,56,BTG3;DUSP2;EGR3;TUBB2A;IL18;DUSP1;AREG;ZBTB10;ETS2;EFNA1;LITAF;CCND1;IER5;EIF1;CFLAR;PPP1R15A;CEBPB;FOS;SQSTM1;RNF19B;BTG2;NFIL3;CEBPD;TNFAIP3;NFKBIA;FOSB;STAT5A;KDM6B;REL;MAP3K8;PMEPA1;MARCKS;NFKB2;SLC2A6;CXCL1;CXCL2;CXCL3;IL6ST;HES1;JUNB;ZFP36;PNRC1;PDE4B;ICAM1;IRF1;VEGFA;TIPARP;SAT1;EGR1;BIRC3;ZC3H12A;NAMPT;BCL3;SERPINB2;SOCS3;TNFAIP2,FOSB;STAT5A;KDM6B;REL;MAP3K8;PMEPA1;MARCKS;NFKB2;SLC2A6;CXCL1;CXCL2;CXCL3;IL6ST;HES1;JUNB;ZFP36;PNRC1;PDE4B;ICAM1;IRF1;VEGFA;TIPARP;SAT1;EGR1;BIRC3;ZC3H12A;NAMPT;BCL3;SERPINB2;SOCS3;TNFAIP2
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.38374571740060137,-1.9804666699034064,0.0,0.010412792859799182,200,44,MX1;ISG15;IFITM3;TXNIP;NUP93;WARS;IRF9;HLA-A;USP18;EIF2AK2;SLC25A28;PSME2;LAP3;MYD88;RBCK1;TAPBP;SSPN;LATS2;PTPN6;TNFAIP3;PFKP;NFKBIA;PTPN2;SRI;APOL6;LGALS3BP;SAMHD1;HLA-DRB1;SERPING1;PLA2G4A;SOCS1;ARID5B;HLA-B;PDE4B;ICAM1;CD74;IRF1;BPGM;NAMPT;ARL4A;AUTS2;SOCS3;TNFAIP2;RTP4,LATS2;PTPN6;TNFAIP3;PFKP;NFKBIA;PTPN2;SRI;APOL6;LGALS3BP;SAMHD1;HLA-DRB1;SERPING1;PLA2G4A;SOCS1;ARID5B;HLA-B;PDE4B;ICAM1;CD74;IRF1;BPGM;NAMPT;ARL4A;AUTS2;SOCS3;TNFAIP2;RTP4
HALLMARK_ESTROGEN_RESPONSE_LATE,0.3552954790718759,1.9020984742155211,0.02127659574468085,0.014279532669839896,200,59,BTG3;CDH1;DUSP2;FABP5;NRIP1;EGR3;KLK10;TOP2A;GINS2;IL17RB;AMFR;IMPA2;KLK11;EMP2;SFN;FARP1;RBBP8;AREG;FLNB;CHPT1;SULT2B1;ALDH3A2;DCXR;SORD;HPRT1;OVOL2;KIF20A;NAB2;CLIC3;HR;RNASEH2A;CCND1;MYB;ELOVL5;ARL3;ST14;TST;IDH2;BLVRB;NXT1;SLC9A3R1;TOB1;DNAJC1;KRT19;ASS1;TSPAN13;JAK1;XBP1;FOS;ABCA3;BATF;PTPN6;TPBG;IL6ST;ZFP36;S100A9;SLC16A1;ANXA9;MEST,BTG3;CDH1;DUSP2;FABP5;NRIP1;EGR3;KLK10;TOP2A;GINS2;IL17RB;AMFR;IMPA2;KLK11;EMP2;SFN;FARP1;RBBP8;AREG;FLNB;CHPT1;SULT2B1;ALDH3A2;DCXR;SORD;HPRT1;OVOL2
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.4842564266116361,-1.9205756479743454,0.0,0.015619189289698772,87,17,IL17RB;IRF9;MYD88;CSF2RA;BAK1;TNFRSF1A;IFNGR1;PTPN2;OSMR;MAP3K8;SOCS1;CXCL1;CXCL3;IL6ST;IRF1;CD14;SOCS3,IFNGR1;PTPN2;OSMR;MAP3K8;SOCS1;CXCL1;CXCL3;IL6ST;IRF1;CD14;SOCS3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.34447741116436936,1.8275927902637075,0.02,0.01745276215202654,200,37,MYL9;FLNA;DST;TPM1;GAS1;PDLIM4;CADM1;CALD1;ITGAV;SDC1;TPM4;PFN2;PLOD1;AREG;MGP;SERPINH1;LAMA1;PMP22;ITGB5;PLOD2;IL32;ANPEP;PLOD3;COPA;TNFAIP3;EFEMP2;FSTL3;PMEPA1;CXCL1;CXCL8;FSTL1;VEGFA;ITGB1;SAT1;VIM;MEST;TPM2,MYL9;FLNA;DST;TPM1;GAS1;PDLIM4;CADM1;CALD1;ITGAV;SDC1;TPM4;PFN2;PLOD1;AREG;MGP;SERPINH1
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.29272367481781336,1.831216403299699,0.0,0.02094331458243185,200,61,FHL2;CALB2;NRIP1;EGR3;ESRP2;KLK10;PMAIP1;IL17RB;AMFR;SH3BP5;LRIG1;KRT8;SFN;KRT18;FARP1;SYNGR1;RBBP8;AREG;ENDOD1;FLNB;CHPT1;SULT2B1;INHBB;OVOL2;CLIC3;HR;DLC1;CCND1;MYB;ELOVL5;TTC39A;MYBBP1A;ARL3;BLVRB;NXT1;LAD1;SLC9A3R1;TOB1;IGF1R;KRT19;ELF3;SLC37A1;SLC2A1;XBP1;FOS;ABCA3;MUC1;MLPH;ISG20L2;MED13L;TPBG;PODXL;DHRS3;IL6ST;HES1;KRT15;TIPARP;SLC16A1;ANXA9;RASGRP1;SVIL,FHL2;CALB2;NRIP1;EGR3;ESRP2;KLK10;PMAIP1;IL17RB;AMFR;SH3BP5;LRIG1;KRT8;SFN;KRT18;FARP1;SYNGR1;RBBP8;AREG;ENDOD1;FLNB;CHPT1;SULT2B1;INHBB
