gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
AAAS,ENSG00000094914,-0.623218159602451,3.42668235845057e-09,-1.25181094025268,3.97795201843804e-179,cis,Towards UnRx
ABHD17C,ENSG00000136379,0.520762401597341,0.000653687587603682,0.336769572298189,5.88291597372925e-09,cis,Towards UnRx
ACBD5,ENSG00000107897,-0.851310567473612,1.98603362352631e-10,-0.486294279582311,5.74419302236112e-15,cis,Towards UnRx
ACOT8,ENSG00000101473,0.594690547721202,9.99346871119968e-06,0.744322459158652,1.1816694966973e-41,cis,Towards UnRx
ACSL1,ENSG00000151726,0.610215697139656,0.00014449753359364,0.904137142932682,3.05747233685654e-46,cis,Towards UnRx
ACSL3,ENSG00000123983,-0.521142846110589,4.36397132801386e-07,0.349714106612988,2.78097195094614e-12,trans,Away from UnRx
ACTR2,ENSG00000138071,0.713278873891025,6.01225201043578e-20,0.460804543101212,5.42212892970221e-47,trans,Towards UnRx
ADAL,ENSG00000168803,0.51099305726396,0.000475194674829194,-0.03880895515678,0.480454573464282,trans,Away from UnRx
ADNP,ENSG00000101126,0.50072696603423,8.35333353214683e-09,0.902535748493243,7.84937642963253e-118,cis,Towards UnRx
ADPGK,ENSG00000159322,0.580782767247604,1.34132712458914e-05,0.524619971505504,8.41931720714819e-23,cis,Towards UnRx
ADRA2C,ENSG00000184160,-0.860851430652353,1.5288825047666e-14,0.547144202440124,1.26761804317804e-20,cis,Away from UnRx
AFF3,ENSG00000144218,0.749036031353257,6.26444527864145e-08,0.961581131461118,6.51657698567872e-64,trans,Towards UnRx
AGPS,ENSG00000018510,-0.627641481694326,1.62879703655507e-08,0.042726087431277,0.439188485757948,cis,Away from UnRx
AIF1,ENSG00000204472,-0.767237927642039,2.17833631529068e-09,-0.222602475891422,0.00037211338316579,cis,Towards UnRx
AKAP11,ENSG00000023516,-0.707955997232404,3.00785347862558e-07,-0.142515437656734,0.019044442305046,cis,Towards UnRx
ALAS1,ENSG00000023330,0.593467732222138,2.74218150271723e-05,0.170944434889231,0.00154798268703973,trans,Towards UnRx
AMD1,ENSG00000123505,-0.62397502022048,4.26379041710571e-10,-1.50350054993002,1.10148887779159e-279,cis,Towards UnRx
AMZ2,ENSG00000196704,0.511426674813116,6.51468681665194e-05,0.302564882116911,9.16155861088002e-10,trans,Towards UnRx
ANG,ENSG00000214274,-0.516538022489076,0.000738141741074572,-0.0380223615701166,0.552623523079048,trans,Towards UnRx
ANK3,ENSG00000151150,0.702660025209691,1.12517099411304e-06,1.00774513026231,6.86040386898989e-66,trans,Towards UnRx
ANKRD26,ENSG00000107890,-0.747452272208902,4.92269763866298e-11,-0.422006566498129,4.70934370796765e-15,cis,Towards UnRx
ANKRD29,ENSG00000154065,-0.602121056756263,2.1725075456215e-05,-0.124303970389064,0.0531366181543232,trans,Towards UnRx
ANKRD6,ENSG00000135299,-0.956728770399142,3.10031255155465e-13,0.228996900029499,0.000658291079628283,trans,Away from UnRx
AP4M1,ENSG00000221838,0.613975989853556,4.91158391811117e-07,0.654398751681338,4.09440859070146e-37,cis,Towards UnRx
APLP1,ENSG00000105290,0.671541905755494,4.48356388694555e-09,1.30642199346156,1.43837183551915e-141,cis,Towards UnRx
AQP5,ENSG00000161798,-0.877832398408513,6.92273310975546e-14,0.532684404375569,4.22674603142614e-18,cis,Away from UnRx
ARHGAP11A,ENSG00000198826,0.574855878904202,0.000318603146458605,0.777671247277586,7.15990693339307e-34,trans,Towards UnRx
ARHGAP21,ENSG00000107863,-0.975368876301994,8.23495181128645e-17,0.15753410971225,0.0123933035382726,trans,Away from UnRx
ARHGAP33,ENSG00000004777,0.647555849191772,2.94090436770558e-05,1.2991291105554,6.59931705629818e-88,cis,Towards UnRx
ARHGAP42,ENSG00000165895,-0.560176618397757,0.000160366339145949,0.342030397446382,3.31433784094273e-07,cis,Away from UnRx
