gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,direction
AAMDC,ENSG00000087884,0.0474048049436038,0.295961110754503,0.828976939068149,1.49068132973902e-63,Activated
ABHD13,ENSG00000139826,0.0613899527312137,0.244988887224052,0.799224835363152,1.24230839128131e-40,Activated
ABHD17A,ENSG00000129968,0.0533497792060415,0.221290560251542,0.579623783378681,1.77526712218952e-36,Activated
ABHD2,ENSG00000140526,-0.0269901208475736,0.600016151132954,0.984296921130044,1.28773903995439e-66,Activated
AC139887.2,ENSG00000249592,-0.0801497540756501,0.131642145140748,0.904057437546269,2.57682627220275e-52,Activated
ACADM,ENSG00000117054,-0.0390696313153788,0.248659105588853,0.610352782357543,1.68337888878292e-60,Activated
ACSF3,ENSG00000176715,-0.0301459900162405,0.572251315891965,0.520847979663657,7.60799446299838e-18,Activated
ACVR2A,ENSG00000121989,-0.0482430606356496,0.377222899973136,0.506372210035241,5.74839006580655e-17,Activated
ADAM11,ENSG00000073670,-0.0420698856075621,0.481005867067151,0.760470641368788,2.36222437431958e-30,Activated
ADCK2,ENSG00000133597,-0.079100263127053,0.129271799803925,0.835450423227437,1.43160297785006e-43,Activated
ADNP,ENSG00000101126,0.00885357288066178,0.81022691048913,0.902535748493243,7.84937642963253e-118,Activated
AGO2,ENSG00000123908,0.0557564570045378,0.220785704538315,1.26702567966973,3.09693204781717e-124,Activated
AGO4,ENSG00000134698,0.0821685394008936,0.163561697185339,0.766851759385368,4.00128469027092e-31,Activated
AKAP13,ENSG00000170776,0.0127327655070411,0.792848257001656,1.16102967804831,5.11734555730875e-104,Activated
AKR7A2,ENSG00000053371,0.011539302217068,0.778996118443971,0.964140669276699,1.59012129061484e-99,Activated
AKT3,ENSG00000117020,0.0503408606613076,0.31866426366595,-0.579898248252325,1.53071223886397e-35,Repressed
ALCAM,ENSG00000170017,0.0736266757378498,0.236624589335942,0.866841729945357,3.1320210180834e-42,Activated
