gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,F,G,H,I,J,ct,col,label,color
CRNDE,1.12086749136472,6.68651258738359,69.8950076900946,9.78456782032299e-16,4.49790592148521e-14,ENSG00000245694,0.307225611337885,7.17114311125909,8.79168971555857,0.00310819532335642,0.0105085557787541,ENSG00000245694,2,1,1,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CRTC2,-0.675035642517662,6.04143026865168,13.4575215089093,0.000362623105651234,0.00171418372608479,ENSG00000160741,-0.935170611586307,6.6512654176424,38.0206948933085,3.50915879136636e-09,5.09493646673647e-08,ENSG00000160741,NA,6,NA,5,7,NA,6,NA,NA,NA,unkn,TRUE,0,0
CRYAB,0.629786631631372,8.12299679439207,18.6899591458341,1.9317744574217e-05,0.000131114547595926,ENSG00000109846,0.224796082990034,8.36565898305768,4.43905501210326,0.0354096743524497,0.0799056047651507,ENSG00000109846,2,1,1,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CS,-0.5087151055667,6.44730782812734,12.1848442560383,0.000533953881738322,0.00239230456213937,ENSG00000062485,-0.185334678749239,6.80589527243848,2.09960268924811,0.147695538691363,0.25007094570854,ENSG00000062485,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CSDE1,-0.750970018704015,8.06927884555824,73.4700265539401,2.09199620113202e-16,1.10227402176605e-14,ENSG00000009307,-0.796292871132826,8.37350041337706,123.482239830491,6.27584557932477e-27,8.00630540039726e-25,ENSG00000009307,2,3,3,3,2,3,3,3,NA,2,cis,TRUE,Towards UnRx cis,deepskyblue4
CSNK2A2,0.887850763388832,6.23100959362645,30.0284174756183,7.43751962113911e-08,9.08022381930398e-07,ENSG00000070770,0.173982051190768,6.78739626780256,1.83533250598773,0.17584852304199,0.286093975253488,ENSG00000070770,2,5,5,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CSNK2B,-1.17948297766114,7.83949334120086,171.415535973758,5.57271130174352e-33,2.95353698992407e-30,ENSG00000204435,-0.863031931279084,7.98677443014563,113.781646619811,4.65697310196181e-25,4.69030722521796e-23,ENSG00000204435,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
CSRNP1,-0.720506643092795,6.34175501897282,17.0203180631086,4.47802226302567e-05,0.000276160031415888,ENSG00000144655,-0.790524284727505,6.84215679580993,28.3921809401423,1.26074138097816e-07,1.35081450539743e-06,ENSG00000144655,5,4,4,4,5,NA,5,4,5,5,trans,TRUE,Towards UnRx trans,deepskyblue
CSRP1,0.588696377127339,7.0392644006727,17.5298775200997,3.46208622808288e-05,0.000219362847503704,ENSG00000159176,0.692468057279135,7.22742640450283,39.0453744037369,6.45795644916252e-10,1.0580432757806e-08,ENSG00000159176,3,4,4,3,3,3,3,NA,NA,3,trans,TRUE,Towards UnRx trans,deepskyblue
CSTF3,0.639079536020862,6.28337385075961,15.6779222434271,8.84880526810043e-05,0.000501432298525691,ENSG00000176102,0.490854773930622,6.73169534774499,14.559780748177,0.000145328320736384,0.00074798352490894,ENSG00000176102,3,4,4,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CTBP1,-0.737339607799856,6.3764634393393,23.7729180300829,1.55160022293206e-06,1.40079338763706e-05,ENSG00000159692,-0.509305024933461,6.7945103343285,14.8706503974349,0.000123574175120734,0.000650361775332883,ENSG00000159692,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CTDNEP1,-0.608255212298723,7.10390181490516,30.9832705684427,4.70397826652511e-08,6.02029036667489e-07,ENSG00000175826,-0.734966792149411,7.51497002937185,61.6117643868183,1.2189764667357e-14,4.10674888511519e-13,ENSG00000175826,3,2,2,3,3,NA,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CTDP1,0.557872023117177,6.15763798164893,11.4405230751509,0.000787471320281646,0.00333730790015881,ENSG00000060069,0.200093475363466,6.68057869522099,2.19447398553664,0.154145656442713,0.258343869287416,ENSG00000060069,NA,5,5,3,5,4,4,5,4,5,unkn,TRUE,0,0
CTNNB1,0.559917395835887,6.9891835749835,21.5719290255838,4.59397744329016e-06,3.65006497037428e-05,ENSG00000168036,-0.265019213315333,7.56496116175038,5.6287603906661,0.017883365658115,0.0458488860173752,ENSG00000168036,5,4,4,4,5,NA,5,4,5,5,trans,FALSE,Away from UnRx trans,coral2
CTSA,-0.531578077672471,6.25911110532498,10.2347656775468,0.00148497327243198,0.0056837762041683,ENSG00000064601,-0.164953883089105,6.67089516466355,1.26633898783229,0.318691872402747,0.450938159590282,ENSG00000064601,2,2,2,2,2,2,2,3,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CTSC,1.76313468502293,7.09308321042782,116.824477712343,3.89955890367232e-24,5.57698820985517e-22,ENSG00000109861,1.17215033139006,7.32877129633256,96.0973902415697,1.34681627394105e-21,9.83689931989923e-20,ENSG00000109861,4,3,3,3,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CTTNBP2,0.691724269148633,6.02208742386359,11.8661878417721,0.000630411348044692,0.00275996416223648,ENSG00000077063,0.0603045756905493,6.61912779832325,0.145598637171795,0.702870050689871,0.800126192147613,ENSG00000077063,5,4,4,5,NA,NA,6,4,NA,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
CTXN1,-0.733241766804502,6.69071799039595,28.1859887060485,1.8075113016097e-07,2.03316814325885e-06,ENSG00000178531,-0.839237700370307,7.15255005761086,48.035845497745,8.11568025065534e-12,1.83138746788373e-10,ENSG00000178531,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CUL5,0.793071327643,5.98852210130547,18.6674896166088,2.05274067451798e-05,0.000138230145571054,ENSG00000166266,0.367356558080762,6.55521935546081,7.05962572082806,0.0114862903734128,0.031901546093705,ENSG00000166266,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CUL7,-1.05419740458059,6.22168962117706,34.2364240718751,9.97790935069824e-09,1.43841541199666e-07,ENSG00000044090,-0.604565871572048,6.64594008786119,16.2773947635181,8.74407904378244e-05,0.000478897242649745,ENSG00000044090,3,3,3,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
CUL9,-0.740331235946569,5.95974110128013,15.677370705094,0.000523880865003255,0.00235654847412847,ENSG00000112659,-0.39051121461716,6.49301069121924,6.84378416870741,0.0254210453155332,0.0607615692178419,ENSG00000112659,3,3,3,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
CUTA,-0.905055369692613,8.21440545072691,122.284996382065,4.62273135935174e-25,8.00977106687676e-23,ENSG00000112514,-0.844188446186591,8.4598610530895,138.69296504263,8.00343680511696e-30,1.29791327714168e-27,ENSG00000112514,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
CUX1,0.550860813185915,6.47431030565058,14.2379308047003,0.000184771123521188,0.000956484209447566,ENSG00000257923,-0.0239590471419868,6.9971996313428,0.0417580209660154,0.83812922330663,0.898210171213916,ENSG00000257923,NA,4,4,5,NA,5,6,5,NA,NA,unkn,FALSE,0,0
CWC15,1.0721113104401,7.42831239945928,122.186451113699,4.80313787118517e-25,8.16533438101479e-23,ENSG00000150316,0.448035461688895,7.75697198969879,34.7141163088996,5.44337871313729e-09,7.60324781420403e-08,ENSG00000150316,4,3,3,NA,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CWC27,0.599385218591523,6.31644921870965,15.7316116463357,8.61020326751497e-05,0.000488833846504788,ENSG00000153015,0.0302988728053184,6.85560773460035,0.0599134924922061,0.806690086011199,0.876736534900287,ENSG00000153015,2,2,2,1,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CXADR,1.35186863118149,7.65295698244054,107.132545044722,1.81778221576045e-22,2.12704126805216e-20,ENSG00000154639,1.43921922911575,7.59348266041435,235.298963822682,3.25312165681487e-47,1.63820357960025e-44,ENSG00000154639,NA,4,4,4,4,NA,3,NA,NA,4,unkn,TRUE,0,0
CXCL1,0.783683183132721,8.60184366639756,10.7445058631429,0.00113478366273454,0.00455429879787893,ENSG00000163739,0.140854120948172,8.90467049841989,0.557583249205058,0.455436131046634,0.586962944754067,ENSG00000163739,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CXCL16,-0.589602227594662,8.06641379033938,40.3677365809998,5.58836204096446e-10,1.0667614828197e-08,ENSG00000161921,-0.661822770098873,8.36338345672425,67.879378611948,6.30581829482623e-16,2.54574132678892e-14,ENSG00000161921,3,2,2,3,3,NA,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CXCL3,1.01667886842063,7.41176497850647,19.5204470771597,1.27468091963049e-05,9.07895263705193e-05,ENSG00000163734,0.309933770321938,7.78703224297551,2.99573540838468,0.0838363860578004,0.160301067506202,ENSG00000163734,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CXCL8,1.41467333627711,7.93083384120138,32.1451809236459,2.6987722993559e-08,3.62383582968653e-07,ENSG00000169429,0.664344017620519,8.172215336656,12.3141765871932,0.000472446663016911,0.00207833088356129,ENSG00000169429,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
CXorf38,0.730244751646398,5.91727182963155,16.6317735013174,0.000157676958046292,0.000831773648710243,ENSG00000185753,0.380297665404164,6.49115271961856,8.14824453563268,0.013991447730703,0.0375407100076742,ENSG00000185753,2,2,2,1,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
CYB561,-0.768767939711087,6.86797673562919,36.5600090755328,3.327066765306e-09,5.30564098325789e-08,ENSG00000008283,-0.451894687241748,7.13662433947467,14.3878051602745,0.000158983803201451,0.000806979856250122,ENSG00000008283,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CYB561A3,-0.613362770996511,6.23849554820939,15.1528566244924,0.000115656070568217,0.00063656762114822,ENSG00000162144,-0.594139766513896,6.73576245244225,18.2619164171088,2.13632067655487e-05,0.000137552599147221,ENSG00000162144,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CYB5A,1.05569233154719,7.65533398503668,111.97545072808,2.6411129935541e-23,3.39948972456035e-21,ENSG00000166347,0.937001359567916,7.73164488307316,129.093169150414,5.30394289100613e-28,7.2497322258781e-26,ENSG00000166347,3,3,3,2,3,2,2,2,2,3,cis,TRUE,Towards UnRx cis,deepskyblue4
CYB5B,0.837805498762511,6.50258229884828,35.6183022442722,5.18775749236796e-09,7.86897222327193e-08,ENSG00000103018,1.12443065979188,6.78157832169216,90.632443899415,1.63255735339462e-20,1.11573633980569e-18,ENSG00000103018,3,1,1,2,NA,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
CYB5R1,-0.509310093908144,7.04147447394625,13.3016254980255,0.000299250394406024,0.0014535019156864,ENSG00000159348,-0.365348462428499,7.32417369421181,9.84931202497342,0.0017558501045353,0.00645656179869093,ENSG00000159348,3,4,4,3,3,3,3,NA,NA,3,trans,TRUE,Towards UnRx trans,deepskyblue
CYB5R3,-0.914397833718569,7.06900869773831,60.141052098932,7.02511922954242e-14,2.44387352348174e-12,ENSG00000100243,-0.74872851855273,7.37089649746814,50.4117575074513,2.57828544942229e-12,6.2771081883136e-11,ENSG00000100243,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CYHR1,0.65003608664895,6.87394038512087,31.6938152258479,3.34810617727977e-08,4.43528592548845e-07,ENSG00000187954,0.339108898261279,7.2233440060362,11.8444150744849,0.000605728956069071,0.00257697405587767,ENSG00000187954,NA,4,4,4,NA,NA,NA,NA,NA,NA,unkn,TRUE,0,0
CYLD,0.967494728044177,6.01396011798286,29.982386809079,7.60387421761473e-08,9.23327583567503e-07,ENSG00000083799,0.400531489271837,6.5821414074753,8.39781037098485,0.00450001587216911,0.01441451351353,ENSG00000083799,2,1,1,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CYP27A1,-0.914150333094334,6.48713533774844,29.8384736053892,8.14853327738237e-08,9.82841831716401e-07,ENSG00000135929,-0.718208226192639,6.89217666474348,27.7338822614578,1.75290547843015e-07,1.81512982874672e-06,ENSG00000135929,3,5,5,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CYP2E1,-1.11815641483835,6.30635415701589,22.7610938648176,2.55263405864562e-06,2.18416266556477e-05,ENSG00000130649,-0.320872242465178,6.64334201972963,4.7165996750322,0.0533922752833283,0.11127364188867,ENSG00000130649,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DAAM1,0.50250113610109,6.54232903563562,11.1659825398894,0.000909320345171467,0.00377208854051331,ENSG00000100592,0.23735545689953,6.95894155715645,4.12759493826846,0.0424908664697424,0.0923983205414761,ENSG00000100592,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DAGLB,-1.03846763668243,5.97471521625577,33.1626561376364,6.4513847317459e-07,6.47293724198558e-06,ENSG00000164535,-0.731373501274351,6.51528845661268,25.0273516419512,2.31618600390067e-05,0.000148136816078353,ENSG00000164535,NA,5,5,6,NA,5,6,6,6,6,unkn,TRUE,0,0
DAP,-0.929924933627751,7.05388436394148,64.5940110971842,9.86436363552477e-15,3.93265116619815e-13,ENSG00000112977,-0.733057302670489,7.34928387313358,48.3421130312353,6.99896386155859e-12,1.5982359481478e-10,ENSG00000112977,3,2,NA,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DAXX,-1.50328806548891,6.90465429081907,118.673759045178,1.88915001619098e-24,2.83687360764679e-22,ENSG00000204209,-0.841954025642205,7.07110896548657,48.5867406081109,6.21874491524502e-12,1.43375786383288e-10,ENSG00000204209,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DBF4,-0.607505734615684,6.59473895810979,13.6478814626446,0.000250294265250037,0.00124456475160201,ENSG00000006634,-0.271267231361189,6.91277192217694,3.68299903181884,0.0552947587447733,0.114243198373999,ENSG00000006634,2,4,4,4,NA,NA,4,4,NA,4,cis,TRUE,Towards UnRx cis,deepskyblue4
DBNDD1,-1.17410183787518,6.17681165958054,47.730887391294,1.86953891778683e-11,4.56491752012449e-10,ENSG00000003249,-0.365341246468348,6.56645999462167,6.05150342222721,0.0290491815338239,0.0678902220116334,ENSG00000003249,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DCAF15,-0.585609697385734,6.07662276072826,11.7327339206618,0.00138807523218369,0.0053814792779583,ENSG00000132017,-0.306511382193749,6.57196931568615,4.52521435653102,0.0644127722361929,0.129693056556375,ENSG00000132017,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
DCAF17,0.797753854304178,6.08567150310874,23.4236380137425,2.43073967431474e-06,2.09178266146856e-05,ENSG00000115827,0.89807957989041,6.54813553428744,49.8267824113768,7.18342621100959e-10,1.16889493175068e-08,ENSG00000115827,NA,NA,4,4,4,4,4,4,4,4,unkn,TRUE,0,0
DCDC2,-1.88902549244166,6.43264457020115,101.492898611571,1.7598552624883e-21,1.84375533895577e-19,ENSG00000146038,-1.1428157074986,6.74546685833096,44.0475354107081,5.61362549490406e-11,1.10973489122401e-09,ENSG00000146038,4,4,4,4,3,NA,4,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DCP2,0.579440970398828,6.07804337322399,10.2601259138768,0.00146519326988704,0.00563199290174157,ENSG00000172795,0.621232238453168,6.55715511214285,20.9844375882717,6.66969559882382e-05,0.000376170461626019,ENSG00000172795,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DCTN1,-0.738637747497856,6.48972665348365,26.2504424162749,4.62170826585504e-07,4.81962864298078e-06,ENSG00000204843,-0.277064760839124,6.81048773288972,4.32460034533822,0.0378557761359417,0.0844692318257208,ENSG00000204843,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
DDAH1,0.619417043395956,6.18375765016663,14.3323480295237,0.000176029676800645,0.00091890346927799,ENSG00000153904,0.260082678873387,6.7042455087449,3.97588336190428,0.0464660855123208,0.099105551979912,ENSG00000153904,3,4,4,4,3,4,4,4,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DDAH2,-1.36486637503731,7.74515659261872,162.66319700842,1.27485518367874e-31,4.59457808197819e-29,ENSG00000213722,-0.955179087993091,7.87002996817693,98.9571514465784,3.67251499849604e-22,2.83375996012985e-20,ENSG00000213722,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DDIT4,1.55946075963225,7.50686778017341,71.4990713490927,4.88947745419317e-16,2.38130766823138e-14,ENSG00000168209,1.56730437991417,7.48434609364165,150.225303769854,5.4840667234817e-32,1.07084796755659e-29,ENSG00000168209,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DDR1,-0.691748959592777,7.21690422321963,36.2426689286518,3.86378352899311e-09,6.05438079934398e-08,ENSG00000204580,-0.717732257918273,7.57429646656794,50.6320709257126,2.3186750823755e-12,5.67393431922476e-11,ENSG00000204580,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DDX1,-0.611699251031465,7.8112861490394,42.2471039810051,2.33290267989185e-10,4.73411106887964e-09,ENSG00000079785,-0.124088931971085,7.81453561242691,2.10871797983787,0.146820288032764,0.249073850336433,ENSG00000079785,5,4,4,NA,6,NA,NA,5,6,6,unkn,TRUE,0,0
DDX27,-0.62911831651217,6.9599065899377,25.5238308395845,6.58526370899254e-07,6.5925806686692e-06,ENSG00000124228,0.243698984054484,7.00263844517478,4.90777953176294,0.0269926715166251,0.0638797628174792,ENSG00000124228,2,2,2,2,2,2,2,3,2,2,trans,FALSE,Away from UnRx trans,coral2
DDX3X,1.13831841573392,7.60643683221398,111.552325679711,3.12362675517914e-23,3.90887181446722e-21,ENSG00000215301,1.20841135030918,7.60042502683376,189.903463680016,3.03218477200562e-39,9.67064796618327e-37,ENSG00000215301,2,2,2,1,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
DDX56,-0.674772144889598,6.69143236411704,26.1366763872831,4.88486285411938e-07,5.07057768613083e-06,ENSG00000136271,-0.514819260372383,7.04817573613818,18.8130612593583,1.6095506380481e-05,0.000107393169489848,ENSG00000136271,3,5,5,4,NA,4,4,4,4,4,cis,TRUE,Towards UnRx cis,deepskyblue4
DECR2,-1.01294143549983,6.12724205687933,33.7221082911075,6.33017747278478e-08,7.84524058181442e-07,ENSG00000242612,-0.859121933011718,6.64278598669788,33.4661332476405,5.46435214542091e-08,6.29914714787798e-07,ENSG00000242612,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DEF8,0.545208232726966,6.3450713698061,13.3354226616231,0.000294072397676178,0.00143221205570939,ENSG00000140995,0.784231375021535,6.69752055425682,41.5987070235355,2.28940986723527e-10,4.03408353769928e-09,ENSG00000140995,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DEFB1,-1.21847833299219,6.01816888200523,25.9299689751835,5.4022478642204e-07,5.55008589015118e-06,ENSG00000164825,-1.16776791208069,6.5993342081287,42.6091753170406,1.13088606419443e-10,2.10922375481721e-09,ENSG00000164825,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DEGS1,0.573256297386069,7.15283733564892,22.3147680959886,3.18148980552042e-06,2.64195605048285e-05,ENSG00000143753,0.236188561349988,7.48038367989507,5.57976385880016,0.0183871573232596,0.0468767176309481,ENSG00000143753,4,6,6,4,5,NA,4,NA,NA,5,trans,TRUE,Towards UnRx trans,deepskyblue
DENND1B,0.762714916748635,6.2352746019782,19.0667470013343,1.59939373473272e-05,0.000111192419366835,ENSG00000213047,0.182788561210354,6.77404964756855,1.7818507591843,0.182269287746652,0.29404022005732,ENSG00000213047,3,4,4,3,3,3,3,NA,NA,3,trans,TRUE,Towards UnRx trans,deepskyblue
DENND2D,-1.26062893922734,6.62378842772915,72.5816634958188,3.06579234037155e-16,1.56060954727388e-14,ENSG00000162777,-1.00060753746407,6.99661838660509,56.8546012011033,1.17309274837831e-13,3.47496947878753e-12,ENSG00000162777,2,3,3,3,2,3,3,3,NA,2,cis,TRUE,Towards UnRx cis,deepskyblue4
DEPP1,-0.987456199591492,8.08315255771759,38.7616803842662,1.18321056536371e-09,2.10686308180376e-08,ENSG00000165507,-0.829937206533624,8.28882729308238,37.7969621860521,1.19184438676224e-09,1.85725848412721e-08,ENSG00000165507,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DGKE,0.68464527143631,6.04273752891622,14.2710020799487,0.000181660382470054,0.000942752487882178,ENSG00000153933,0.905622929113654,6.51047998691401,45.8656252366192,5.91427969522926e-09,8.2011345107179e-08,ENSG00000153933,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DHCR24,-1.20548230992376,7.10949617521081,74.4624216197907,1.36625338969691e-16,7.3712233779456e-15,ENSG00000116133,-0.954614052666836,7.39263321936936,71.2798638138532,1.27690134870867e-16,5.63013461034311e-15,ENSG00000116133,3,4,4,4,3,4,4,4,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DHRS3,-0.679273872334045,6.16248061241026,14.0881269272894,0.000199551241913231,0.00101924982405794,ENSG00000162496,-0.128221558511109,6.583882659891,0.75109954888842,0.386365814743151,0.519470230971945,ENSG00000162496,2,2,2,2,2,2,2,3,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DHTKD1,-1.14193128753178,6.32514828719626,47.6517646043816,1.93837970627788e-11,4.70749357238913e-10,ENSG00000181192,-0.929663203878897,6.77826907748455,40.0028020795549,4.0399675624717e-10,6.85361873009384e-09,ENSG00000181192,2,3,3,3,3,3,3,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DHX29,0.776422762257048,6.60305734096986,31.4956288859477,3.68089457617716e-08,4.82749055769378e-07,ENSG00000067248,-0.0575474541780021,7.1664886468383,0.306042057038251,0.580260407069353,0.702331635020818,ENSG00000067248,2,2,2,1,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
DHX8,-0.71548178729294,6.3098068118517,20.6406625112437,7.29300006584099e-06,5.55451653366249e-05,ENSG00000067596,-0.204062649505523,6.68458610908948,2.0540366042218,0.181935259974396,0.293620758944112,ENSG00000067596,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DIAPH2,0.895322565643435,6.16768335360509,27.197689110667,2.91693887254402e-07,3.17794670394457e-06,ENSG00000147202,0.761575508876404,6.63069037662569,32.5200218045364,1.61289013602831e-08,2.06311936116562e-07,ENSG00000147202,2,3,3,1,NA,NA,1,3,1,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
DIMT1,1.27061944207588,6.15087152424753,63.3917523173475,1.67256199739043e-14,6.46771828175443e-13,ENSG00000086189,0.0778910640855595,6.79331880308433,0.353939657224597,0.552045161197295,0.676741589024435,ENSG00000086189,2,2,2,1,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DLC1,0.621437264044458,5.98978631005723,10.6872556454841,0.00116951539463469,0.00466460102065451,ENSG00000164741,0.0724625208047037,6.58003423152038,0.259391055347555,0.611616968415407,0.728216918093407,ENSG00000164741,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DLD,-0.54645593843183,7.20995455758558,24.8612717102289,9.10202371940847e-07,8.79927400341956e-06,ENSG00000091140,-0.824832343620053,7.68104246631936,81.2779322736748,1.21223350630175e-18,6.51609561140176e-17,ENSG00000091140,NA,4,4,5,NA,5,6,5,NA,NA,unkn,TRUE,0,0
DLG5,0.533832817519231,6.07217555457233,9.72358036188715,0.00244871913643157,0.00871020900878344,ENSG00000151208,0.402669579775235,6.58622472468245,8.9765647050911,0.00612464829066186,0.0187043200909839,ENSG00000151208,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DLL3,0.947940907576358,5.96263645763563,27.0503366706217,8.68954214742449e-07,8.48242413307634e-06,ENSG00000090932,0.441752810164303,6.53524651194496,10.4322668358023,0.00406344580220732,0.0132286660209322,ENSG00000090932,4,3,3,4,4,4,4,NA,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
DMAP1,-0.760438467057895,6.36890879366966,23.3264286371217,1.93233838244672e-06,1.70554661153789e-05,ENSG00000178028,-0.457514843069196,6.76524240168464,10.4451078667733,0.00127570002416518,0.00487261390467561,ENSG00000178028,3,4,4,4,3,4,4,4,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DMWD,-0.520874545487032,6.33209512798777,11.633108888871,0.000712008790039373,0.00306507367331809,ENSG00000185800,-0.30178201968877,6.75760729837577,4.85035591574704,0.0369589251256981,0.0827962996025941,ENSG00000185800,4,3,3,4,4,4,4,3,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
DNA2,0.67899590736743,5.97479816708053,12.5983320203538,0.000430694821923354,0.00198291279791999,ENSG00000138346,0.763074413917326,6.48455269888065,31.7999893832791,1.18641491686162e-06,1.02822626128007e-05,ENSG00000138346,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DNAAF5,-0.978904651001075,6.65968379794936,46.9594297308964,2.66066953073416e-11,6.38131458223586e-10,ENSG00000164818,-0.999830092077723,7.11278479203349,65.7053630139257,1.75681750562037e-15,6.67032932292686e-14,ENSG00000164818,NA,5,5,6,NA,5,6,6,6,6,unkn,TRUE,0,0
DNAH14,0.577424296060033,6.47319479854994,16.6643757254519,5.36186962974689e-05,0.000323579674239916,ENSG00000185842,0.701954754403306,6.80405348831177,35.1983588301526,4.28561470624889e-09,6.11099277338143e-08,ENSG00000185842,4,6,6,4,5,NA,4,NA,NA,5,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJA2,1.05649420451349,6.36626504003731,50.1690407653771,6.15693873353436e-12,1.63640171059424e-10,ENSG00000069345,0.370173631383858,6.88375641907797,9.51048734907919,0.0021071224769209,0.00755374591951261,ENSG00000069345,2,1,1,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJA3,-0.564456537885129,6.46684679502476,15.7775926424169,8.4110332008383e-05,0.00047933845123057,ENSG00000103423,-0.469084177280639,6.89023278093083,12.9105116056396,0.00034497022342772,0.00157776056298108,ENSG00000103423,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
DNAJA4,1.81009761445254,6.36295209965991,111.850377764387,2.77537149647672e-23,3.52198551876834e-21,ENSG00000140403,1.62900187121997,6.70695562529725,168.828396260486,1.99965331570133e-35,4.55540069634054e-33,ENSG00000140403,3,5,5,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJB1,1.0608874486722,8.95435518291873,65.2573806960374,7.3759064455642e-15,2.9668266551131e-13,ENSG00000132002,1.45725996223543,8.60552533300408,254.52478950189,1.72534812175725e-50,1.26985621761334e-47,ENSG00000132002,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
