gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,F,G,H,I,J,ct,col,label,color
NFATC3,0.77427273282016,6.16636035958469,21.136751616818,5.70015655192178e-06,4.45046885033061e-05,ENSG00000072736,0.709494049483,6.62138102648251,29.2260909864224,1.46008236577962e-07,1.54025006348175e-06,ENSG00000072736,3,1,1,2,NA,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
NFE2L3,-0.759453945789044,7.30512469741067,33.0617033879679,1.7435750583256e-08,2.4280697489202e-07,ENSG00000050344,-0.568705333555538,7.54526261389739,25.8620133693597,4.48658427606302e-07,4.20035600326526e-06,ENSG00000050344,NA,5,5,6,NA,6,6,6,6,6,unkn,TRUE,0,0
NFIB,-0.897900893917084,6.73275484968308,42.2202221242402,2.36216143545313e-10,4.78271337829948e-09,ENSG00000147862,-0.403542216202393,6.97936595083967,10.5680934580746,0.00119450976192425,0.00460663351449271,ENSG00000147862,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NFIC,-0.597971340603101,6.96115859037639,26.2223792019897,4.68526462634901e-07,4.88025829865949e-06,ENSG00000141905,-0.37297371912652,7.22931192493556,12.2332929466735,0.000493075429188971,0.00215619090789766,ENSG00000141905,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NFIL3,-0.753265130566623,6.18207953905675,16.6695633682051,5.34779893308289e-05,0.000323380324745482,ENSG00000165030,-0.265090653869549,6.60698377036452,2.81851779985803,0.104617370374127,0.191180758272432,ENSG00000165030,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NFKB2,-0.806153065722389,6.22405104161319,20.8345566491812,6.62295301110945e-06,5.08719579114204e-05,ENSG00000077150,-0.17693846531482,6.60319427469139,1.49783762565293,0.232331845597756,0.354798877433166,ENSG00000077150,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NFKBIB,-0.631231877155667,6.40505909532419,16.1487314033401,6.96469603515703e-05,0.000405898520548285,ENSG00000104825,-0.263920542784508,6.77093575704625,4.00769749669225,0.0456011053961042,0.0977336170204608,ENSG00000104825,4,3,3,4,4,4,4,NA,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NFKBIL1,-0.868922576836,6.53619227629279,35.7858303280906,4.79315073981776e-09,7.33213720980612e-08,ENSG00000204498,-0.67514282512778,6.93276715138687,26.7690684222715,2.84390677518905e-07,2.80459060524931e-06,ENSG00000204498,3,4,4,4,3,NA,4,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NGDN,-0.500335159711298,6.27836800905629,9.80531983130856,0.0020427970358425,0.00748065912290662,ENSG00000129460,-0.358310523796193,6.73306436862648,6.64875737448732,0.0116108624956645,0.0321728156265618,ENSG00000129460,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NIFK,0.617784240875865,7.59092906966516,44.7080383952773,7.48191540084763e-11,1.64019605259458e-09,ENSG00000155438,0.265021242285913,7.85878365093585,11.1349075779582,0.000882876308459259,0.00354038580022556,ENSG00000155438,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NINJ1,-0.760780547725809,6.43257467384033,22.9532257888165,2.3220339191855e-06,2.00975270046699e-05,ENSG00000131669,-0.612757764358128,6.85686748069468,19.7045092047096,1.01930150899722e-05,7.18039815876083e-05,ENSG00000131669,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NIP7,0.839580231326283,6.42294335364568,31.2121375753933,4.21566322744027e-08,5.46519793945854e-07,ENSG00000132603,0.637707655703011,6.82881654306881,29.394027681411,7.64165054396833e-08,8.55149852686421e-07,ENSG00000132603,3,1,1,2,NA,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
NIPBL,0.500767590679005,7.06772173620052,16.9230376069128,4.70384190974992e-05,0.000288703103588875,ENSG00000164190,0.395874455706586,7.32833355686766,16.0459533982095,6.70759007244559e-05,0.000377963614918489,ENSG00000164190,3,2,NA,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
NKTR,0.598953876882172,8.83682715591966,28.9639752222949,1.24150824389783e-07,1.4489623416476e-06,ENSG00000114857,0.995876555126327,8.57568891171058,161.21399871696,5.01719844564841e-34,1.06676788284364e-31,ENSG00000114857,5,4,4,4,5,NA,5,4,5,5,trans,TRUE,Towards UnRx trans,deepskyblue
NME3,-0.504617008648744,7.14188058702596,20.6038206676113,7.42784576961993e-06,5.63458197653721e-05,ENSG00000103024,-0.384609611342873,7.40850429428819,16.1901036752876,6.22460488720187e-05,0.000354295178826576,ENSG00000103024,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NME4,-0.818238297261072,7.72922307617842,66.5062265990209,4.27226595939776e-15,1.76573927954926e-13,ENSG00000103202,-0.705794202000486,7.9663317795042,66.742015560519,1.07742656165574e-15,4.20768054772332e-14,ENSG00000103202,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NMRAL1,-0.762438700703245,6.68125514085402,32.5876286630868,2.18529569693885e-08,2.97424686245001e-07,ENSG00000153406,-0.66009932226313,7.06664436725144,30.9201837568175,3.57131159005946e-08,4.29275242383026e-07,ENSG00000153406,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NMT1,-0.75289495372235,6.65658136147624,27.0437888064011,3.14308911885859e-07,3.39559148212421e-06,ENSG00000136448,0.128263639927251,6.80949240893275,1.0336376920599,0.309586717088149,0.440682017520876,ENSG00000136448,3,3,3,3,3,3,3,3,3,3,trans,FALSE,Away from UnRx trans,coral2
NOC4L,-0.612410614463424,6.14517629407132,13.5163868355269,0.000795443747607897,0.00336792676971201,ENSG00000184967,-0.310665863005556,6.61169292029726,4.61719420335124,0.053590902714224,0.111566091638315,ENSG00000184967,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NOM1,0.51043820254014,6.8183535459772,15.6572136190741,8.94261318693373e-05,0.000504843012620758,ENSG00000146909,0.603802883013726,7.06503488888299,29.0577000786576,9.03922675486577e-08,9.92965804713613e-07,ENSG00000146909,5,5,5,5,NA,NA,6,4,NA,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
NOTCH3,-0.551962989101342,6.62624848018344,13.97720137557,0.000211261881890204,0.00106816473391175,ENSG00000074181,-0.491223989778881,7.01813566107851,16.9680434382672,4.16186426219734e-05,0.000247641276496916,ENSG00000074181,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NPB,-0.952877715059451,6.252869478619,29.3576550544943,1.02697735540647e-07,1.21431311971289e-06,ENSG00000183979,-0.243830149702548,6.61460752013968,2.582044998794,0.108442568127158,0.196327703392676,ENSG00000183979,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
NPC1,0.848066263147954,6.03777282794299,21.8301822463697,4.04262225447627e-06,3.24345739205976e-05,ENSG00000141458,0.793048882003207,6.53054544628542,35.8694661061812,2.09476689606686e-07,2.12993939017723e-06,ENSG00000141458,3,2,2,2,3,3,2,3,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NPC2,0.786532873493797,6.79011933393496,31.1477038518539,4.34773691227644e-08,5.59615851137296e-07,ENSG00000119655,0.00252513005542803,7.32194195325796,0.00104266562667985,0.974247878833565,0.986726336898439,ENSG00000119655,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NPIPB5,0.550938114395099,6.21486981029222,9.34235958961724,0.00238527670493077,0.00851479521054921,ENSG00000243716,0.843140692684458,6.60737467368764,37.3055935831296,1.69188972479045e-09,2.57123864222672e-08,ENSG00000243716,3,3,3,3,NA,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
NPR1,-1.13372554516378,6.22506120999275,36.8054011102537,2.96399211876079e-09,4.78594426344708e-08,ENSG00000169418,-0.213526879329003,6.56865743961608,1.91177265076729,0.188680327257942,0.302040048720761,ENSG00000169418,NA,6,NA,5,7,NA,6,NA,NA,NA,unkn,TRUE,0,0
NPRL3,-0.566789054772989,6.15936410380194,11.9843410064903,0.000592738263115536,0.0026166446598094,ENSG00000103148,-0.407117230678569,6.65056852396439,8.22017008040591,0.00782794348966916,0.0230880899368439,ENSG00000103148,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NPW,-0.683324418130107,6.5135381877869,13.1647037291586,0.000321190470111683,0.00154672695655065,ENSG00000183971,0.467646994220214,6.66823266813018,9.65157143658073,0.00195291219154386,0.00707246928413763,ENSG00000183971,2,3,3,3,NA,3,3,NA,3,3,cis,FALSE,Away from UnRx cis,darkred
NQO1,1.00094949700475,7.0717591058098,72.304919757428,3.45395886141646e-16,1.74832412030125e-14,ENSG00000181019,0.893292207663045,7.27367080991993,80.0445279269303,2.14675525742115e-18,1.12241280344293e-16,ENSG00000181019,3,1,1,2,NA,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
NR1H2,-0.633107137546354,6.28232480233572,18.1750840059764,2.5017351933763e-05,0.000164051194267252,ENSG00000131408,-0.669623750404477,6.79031958442068,24.4706126250201,9.0464803699976e-07,8.0070975189766e-06,ENSG00000131408,3,3,3,3,3,3,3,2,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
NR2F6,-0.55841863939495,7.57812452577986,30.8854376542578,4.92972790375689e-08,6.24709541671584e-07,ENSG00000160113,-0.481069481961979,7.82389800562588,32.6934940156529,1.47991428752606e-08,1.90833152332201e-07,ENSG00000160113,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NR4A1,1.50986518302564,7.08194900338894,72.2758368391546,3.49751824827116e-16,1.76048264899012e-14,ENSG00000123358,0.947842874890255,7.34659712503549,51.5147517528114,1.51608209007982e-12,3.7874343179853e-11,ENSG00000123358,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NR4A2,1.0105015748288,6.18559956940482,21.8245149940515,4.05397462442288e-06,3.24967182971977e-05,ENSG00000153234,0.649033540542896,6.66261965946791,17.1654856634876,3.75839208774532e-05,0.00022531513468388,ENSG00000153234,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NRARP,0.640210742637093,7.24742122788371,16.5413348896485,5.70678893383663e-05,0.000341195542759576,ENSG00000198435,0.251035244683589,7.56762708624063,4.18048996155854,0.0411905384769458,0.0901237301960707,ENSG00000198435,4,5,5,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NRAS,-0.502314850311487,6.49086647393363,11.5800087285341,0.000732051233735732,0.00313785995050378,ENSG00000213281,-0.470630477237127,6.92284324552824,14.5584058415075,0.000145432659553047,0.000748118111077178,ENSG00000213281,2,3,3,3,2,3,3,3,NA,2,cis,TRUE,Towards UnRx cis,deepskyblue4
NRBF2,-0.678709438142555,7.2755014877961,39.0248270683528,1.04612691510803e-09,1.90416232426735e-08,ENSG00000148572,-0.387467716474739,7.46790044126705,14.9366773366199,0.000119394252667521,0.00063114044725019,ENSG00000148572,NA,5,5,5,5,5,5,5,5,5,unkn,TRUE,0,0
NRBP2,0.968991046631161,6.47483562337602,38.3394551100718,1.44195294130542e-09,2.49846076945419e-08,ENSG00000185189,0.607335194656568,6.89421608350752,23.0594418876846,1.84697858854189e-06,1.53955804396605e-05,ENSG00000185189,NA,4,4,4,NA,NA,NA,NA,NA,NA,unkn,TRUE,0,0
NRIP1,1.00649491640833,6.28528914978914,37.3805165849183,2.26152082360149e-09,3.74564386408996e-08,ENSG00000180530,1.38508038043114,6.6243771088687,121.46586744465,9.28965645188879e-26,1.04386017119768e-23,ENSG00000180530,NA,4,4,4,4,NA,3,NA,4,4,unkn,TRUE,0,0
NSD2,0.60379196221685,6.36620623012126,14.596175910966,0.000153756975010856,0.000812999028666556,ENSG00000109685,0.786883789288483,6.71906020544041,39.1103691685141,6.25540626533813e-10,1.028380191525e-08,ENSG00000109685,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NSUN4,-0.626110529660582,6.06358446000999,12.0494265968141,0.00159066073025495,0.00601925795027176,ENSG00000117481,-0.559593285246898,6.59811881981953,14.2174579792663,0.000545276015658812,0.00235327059892806,ENSG00000117481,3,4,4,4,3,4,4,4,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NSUN5,-1.1488359571087,6.51415351880655,57.6964859734886,2.08228509721968e-13,6.74870098055732e-12,ENSG00000130305,-0.838299217842162,6.89045140731323,38.5415640553876,8.26846245111937e-10,1.32516999551608e-08,ENSG00000130305,2,4,4,4,NA,NA,4,4,NA,4,cis,TRUE,Towards UnRx cis,deepskyblue4
NT5DC2,-0.566761657060898,6.9429263004087,22.9719485363849,2.30071681161377e-06,1.99705765632371e-05,ENSG00000168268,-0.286590413261965,7.19316648041578,7.29353947081764,0.00705395706114226,0.0211111232909006,ENSG00000168268,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
NUBP2,-0.745520445264211,6.810240600185,34.7494304671941,7.82437682914321e-09,1.15950057945033e-07,ENSG00000095906,-0.63871570688915,7.17183549344125,33.1142347846888,1.20130951624065e-08,1.57023626385117e-07,ENSG00000095906,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NUCB1,-0.560411163411443,7.03149231379277,20.607360253997,7.41478198634031e-06,5.63458197653721e-05,ENSG00000104805,-0.411469253870053,7.31414419128736,14.8165728059625,0.000127107396562972,0.000667854788750422,ENSG00000104805,3,3,3,3,3,3,3,2,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
NUDCD3,-1.16798388563601,6.50645276711451,55.6112493702212,5.2876734711032e-13,1.62600470903208e-11,ENSG00000015676,-0.564329339052513,6.80045847049985,16.9050880818242,4.29947792607159e-05,0.00025488314655016,ENSG00000015676,3,5,5,4,NA,4,4,4,4,4,cis,TRUE,Towards UnRx cis,deepskyblue4
NUDT1,-0.681199947704277,7.01053694144977,26.1315128169537,4.8971585991508e-07,5.07749125182379e-06,ENSG00000106268,-0.495943744978193,7.29477967053665,17.8456757339518,2.64660072201352e-05,0.000166268389417107,ENSG00000106268,NA,5,5,6,NA,5,6,6,6,6,unkn,TRUE,0,0
NUDT16L1,-0.545577085668485,6.53131622598177,14.0446860277553,0.000204057047535761,0.0010387310724843,ENSG00000168101,-0.500379113591604,6.95526878666456,16.4225532860883,5.5184514121398e-05,0.000319229402124266,ENSG00000168101,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
NUDT21,0.697448484937738,6.374548788665,22.9031459081619,2.38003681639131e-06,2.05403560495074e-05,ENSG00000167005,0.0229094394137784,6.92814807084753,0.0405344016255647,0.840486089888207,0.900030319871334,ENSG00000167005,2,1,1,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
NUMBL,-0.585086003831509,6.1234656905697,10.8746558518992,0.00119304468853238,0.00474374785687413,ENSG00000105245,-0.206169646297179,6.58177215043745,2.03475022676436,0.194183488743968,0.30888572241102,ENSG00000105245,4,3,3,4,4,4,4,3,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NUP210,0.788849733027013,6.4412414599586,23.6251808928393,1.66838581372299e-06,1.49722671131914e-05,ENSG00000132182,0.249064317665362,6.92675913107879,3.94931948747302,0.0472015905239454,0.10040569544978,ENSG00000132182,5,4,4,4,5,NA,5,4,5,5,trans,TRUE,Towards UnRx trans,deepskyblue
NUP98,0.567330074435966,6.45934287594467,16.3822743525365,6.18613424796465e-05,0.000366636052454558,ENSG00000110713,0.0563771613001623,6.96270155195109,0.247901161317513,0.618681881006377,0.733266018247,ENSG00000110713,4,4,4,3,4,NA,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
NUPR1,-0.832319872661434,8.85205974535454,49.3317073144539,9.00921031480007e-12,2.31922814103853e-10,ENSG00000176046,-0.576248637682651,8.92130100971077,31.3502146838907,2.88353932495173e-08,3.531352999163e-07,ENSG00000176046,NA,3,NA,2,2,2,2,2,2,NA,unkn,TRUE,0,0
NUPR2,-0.795125783245259,7.69133317681282,66.9350269837823,3.54312174610702e-15,1.48481520615927e-13,ENSG00000185290,-0.987824411319919,8.11707313374267,128.435286158046,7.08088955595016e-28,9.54224665793396e-26,ENSG00000185290,3,4,4,4,NA,4,4,4,4,4,cis,TRUE,Towards UnRx cis,deepskyblue4
NXN,-0.566429790562707,7.34863044256874,17.3986084476373,3.69912185909312e-05,0.00023225845261623,ENSG00000167693,0.00205766532170523,7.39110265474126,0.000240581637203633,0.987628287048693,0.994488260416954,ENSG00000167693,3,2,2,3,3,NA,3,3,3,3,trans,FALSE,Away from UnRx trans,coral2
NXT2,1.05030617007017,5.9774991793077,35.6639560483465,1.57651372037733e-08,2.20908065639187e-07,ENSG00000101888,0.491531412363404,6.55007884792559,13.4604270676658,0.00075111569988728,0.00309237307079238,ENSG00000101888,2,3,3,1,NA,NA,1,3,1,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
OCEL1,-0.614492332797107,6.19985187621948,13.0900283020871,0.000333835926649378,0.00159568259899782,ENSG00000099330,-0.773449254015908,6.75392814905904,27.2962580878114,2.18285880014138e-07,2.20777938686604e-06,ENSG00000099330,4,3,3,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
ODF3B,-0.741485946872762,6.65919859506579,25.0932715207091,8.12605612493401e-07,7.98427106713799e-06,ENSG00000177989,-0.697632594418676,7.07298675194109,27.799343529924,1.6963525203432e-07,1.76229108736631e-06,ENSG00000177989,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
OFD1,0.722906422119913,6.54302918536905,24.944315063318,8.73979880912168e-07,8.52224970456562e-06,ENSG00000046651,0.970169126951527,6.81561487365993,65.1312901080491,2.30375221956393e-15,8.57677090925592e-14,ENSG00000046651,2,3,3,1,1,NA,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
OGDH,-0.511804249571985,6.46960337752061,12.0264472603205,0.000579871582144203,0.00257116040428887,ENSG00000105953,-0.733548914184227,6.98955083042445,33.9726142589614,7.8537490217158e-09,1.06136540451662e-07,ENSG00000105953,3,5,5,4,NA,4,4,4,4,4,cis,TRUE,Towards UnRx cis,deepskyblue4
OGT,0.683552463102544,6.24359692417481,15.2844598149372,0.000108141081951084,0.000599581729864516,ENSG00000147162,0.453786460786061,6.71137909050829,10.4793044458214,0.00125257867051747,0.00479859063398906,ENSG00000147162,2,3,3,1,NA,NA,1,3,1,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
OLA1,0.973520971097066,7.88449916454246,118.625075926025,1.92547439149298e-24,2.84402037169701e-22,ENSG00000138430,0.973277986060672,7.88710107378392,188.060226802179,6.49624748487734e-39,1.88351805864565e-36,ENSG00000138430,NA,NA,4,4,4,4,4,4,4,4,unkn,TRUE,0,0
OLFM4,-1.36286513035495,7.67703578280526,26.4918273707239,4.10966264324573e-07,4.32570799248178e-06,ENSG00000102837,0.182303154631201,7.27144493793841,0.662697066186077,0.415830774221667,0.54885761453344,ENSG00000102837,2,2,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
OPLAH,0.576884844003057,5.96017589356444,10.8253107321145,0.00148258182409051,0.00567800571899086,ENSG00000178814,0.27557362056699,6.5260951664348,4.2483653367714,0.0545100464216074,0.11302815713449,ENSG00000178814,NA,4,4,4,NA,NA,NA,NA,NA,NA,unkn,TRUE,0,0
OPTN,-1.07103184435323,7.00931830101598,68.1879118670001,2.05295744585113e-15,8.84781697107104e-14,ENSG00000123240,-0.733745685877401,7.26321172993548,38.9106278050379,6.89909372046311e-10,1.12645953442647e-08,ENSG00000123240,2,3,3,3,3,3,3,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
ORAI1,-1.01488243995952,6.61904083534216,54.6851790994539,8.01061085237573e-13,2.39163728289624e-11,ENSG00000276045,-0.611995334713447,6.933882719248,22.3375613418063,2.66367488988173e-06,2.13501756910489e-05,ENSG00000276045,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ORAI2,-0.751274953794682,6.40370724123606,21.138895784755,5.69409503213419e-06,4.44959204158969e-05,ENSG00000160991,-0.871288272731855,6.91983880649482,37.7480783765233,1.22082004319014e-09,1.89316145433441e-08,ENSG00000160991,NA,4,4,5,NA,NA,6,5,NA,NA,unkn,TRUE,0,0
ORAOV1,0.852708887878013,5.91129804921618,19.1026215558097,1.75773937503742e-05,0.000120710607996091,ENSG00000149716,0.428499846555369,6.48698446313102,9.69224934718494,0.00872384674761338,0.0252556068420338,ENSG00000149716,3,3,3,2,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
ORC6,1.32269650204432,6.25337351237233,51.1077541768859,4.02200245471593e-12,1.10146632574439e-10,ENSG00000091651,0.783370459838945,6.72012047115719,30.4180292955367,4.58577338422339e-08,5.38364168592017e-07,ENSG00000091651,2,1,1,1,NA,NA,2,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
ORM2,-2.98815967262085,6.79482757566171,170.388520699484,8.02597186249956e-33,3.80600034111163e-30,ENSG00000228278,-2.15889137999125,6.9955463265003,118.40973598866,5.93336984673188e-26,6.92322959677202e-24,ENSG00000228278,2,3,3,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ORMDL1,0.590071273797831,6.6439344653586,18.6860549854952,1.9355608630175e-05,0.000131221996808033,ENSG00000128699,0.519949246529938,6.97239815053098,21.3379128377136,4.42810135891109e-06,3.37057070819899e-05,ENSG00000128699,2,4,4,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
OSBPL1A,0.538798522068997,6.89419357611939,19.167632894676,1.52062911440379e-05,0.00010620828155642,ENSG00000141447,0.635824237060116,7.1184786073424,36.9834505306618,1.77804335709665e-09,2.69608856429489e-08,ENSG00000141447,3,2,2,2,3,3,2,3,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
OSBPL9,-0.545427646175095,6.6504540400355,16.1260655181257,7.04534220570425e-05,0.000409274876037365,ENSG00000117859,-0.263308367038475,6.96810011972967,4.41987302696402,0.0358077724318661,0.0806897707555569,ENSG00000117859,3,4,4,4,3,4,4,4,NA,3,cis,TRUE,Towards UnRx cis,deepskyblue4
OTUD3,0.671988300430126,5.92663398726948,13.1475397837047,0.000731221808188137,0.00313579652154932,ENSG00000169914,0.748622887349536,6.45557664327648,34.6679928803425,5.40774482073092e-06,4.04861648416979e-05,ENSG00000169914,2,2,2,2,2,2,2,3,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
OXNAD1,0.813572037405524,6.08202995864676,23.3956506648632,1.87879804512528e-06,1.66897432978898e-05,ENSG00000154814,0.409089681846374,6.61959829267138,9.24988489462761,0.00353172640360881,0.0117291073341649,ENSG00000154814,5,4,4,4,5,NA,5,4,5,5,trans,TRUE,Towards UnRx trans,deepskyblue
P3H3,-0.854113263742727,6.16829532389347,21.6451515223834,4.43036749874646e-06,3.53253196138988e-05,ENSG00000110811,-0.434057438106216,6.61384280684578,8.32656490569647,0.00400293166976167,0.0130806182432649,ENSG00000110811,3,4,4,4,4,4,4,4,4,4,cis,TRUE,Towards UnRx cis,deepskyblue4
P3H4,-0.740281093015766,6.42864606457388,22.3223940306455,3.16953082534971e-06,2.63688575590036e-05,ENSG00000141696,-0.471886991173673,6.81794111900561,12.6732478504478,0.000390897530514049,0.00175839566147552,ENSG00000141696,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
PABPC1,0.58785415348897,9.04165648557989,59.7322521796909,8.42121078750128e-14,2.88498514050899e-12,ENSG00000070756,0.0365564066472894,9.32525539181154,0.366835495688731,0.54489126583256,0.670191185717983,ENSG00000070756,2,2,2,2,NA,3,2,NA,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
PADI2,-0.628559365628143,6.3969722216963,15.8141408255968,8.25604830686554e-05,0.000471699399143047,ENSG00000117115,-0.764079909658568,6.90864996627376,33.0920679052045,1.21457806300509e-08,1.5832538020208e-07,ENSG00000117115,2,2,2,2,2,2,2,3,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
PAIP2B,0.798691435756558,5.92176651661505,19.9587695362023,5.6394166879622e-05,0.000337840055575395,ENSG00000124374,0.4150131174657,6.49971806795294,9.58626503001155,0.00680388573403558,0.0204458475826798,ENSG00000124374,4,4,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
PALLD,0.853105208225981,6.75127501373956,31.590353072645,3.5178745970653e-08,4.62716060139538e-07,ENSG00000129116,0.236964606022998,7.21259658269389,3.7829788127009,0.0520963055038071,0.109071652310815,ENSG00000129116,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
PALM,-0.755736734384518,5.93840518250468,16.7397461634772,0.00033035193982413,0.00158294442205772,ENSG00000099864,-0.224985481665338,6.45535469994116,2.85006136356114,0.179822361304259,0.290877489933922,ENSG00000099864,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
PAQR4,-1.20514159593341,6.63373278949797,72.0655890206783,3.82928921632607e-16,1.90618209055789e-14,ENSG00000162073,-1.20032353503104,7.10521522492232,79.7610210180314,2.44840825998124e-18,1.27317229519025e-16,ENSG00000162073,2,3,3,3,NA,3,3,NA,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
PARD6A,1.07720933564077,5.95934930456791,38.3919003916934,6.74776393137628e-09,1.00824797714263e-07,ENSG00000102981,0.734890908654947,6.50538154342087,33.3590892632328,6.93087865976547e-07,6.3096714573393e-06,ENSG00000102981,3,1,1,2,NA,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
PARVB,-0.510137081588123,6.12064346396285,9.13910929885605,0.00265870562410665,0.00934279940452453,ENSG00000188677,-0.61246143006149,6.6735611146413,18.8752712455884,2.06318831785216e-05,0.000133562826963528,ENSG00000188677,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
PAXBP1,0.785024387898307,6.437929315525,25.0812769530509,8.17382777294279e-07,8.02246059196237e-06,ENSG00000159086,1.02090996384191,6.74838823071655,67.4561902770385,7.69599861964222e-16,3.08097551434045e-14,ENSG00000159086,3,4,4,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
PAXIP1,0.565671415624571,6.26931156201476,13.425213158593,0.000280752112942857,0.00137851582431343,ENSG00000157212,0.491248895617713,6.70794106117655,14.3575289361143,0.000161518621705408,0.000818110202476096,ENSG00000157212,5,5,5,5,NA,NA,6,4,NA,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
PBX1,0.802854322161247,6.44816493419342,25.825063906951,5.68559551455397e-07,5.79493388983385e-06,ENSG00000185630,-0.0117930555895807,7.01485311204867,0.0065306978885043,0.935609353304676,0.963364458462886,ENSG00000185630,3,4,4,3,3,3,3,NA,NA,3,trans,FALSE,Away from UnRx trans,coral2
