gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
A1BG,ENSG00000121410,1.69917045431949,4.19354288068197e-19,2.23633712078353,4.54564628760365e-52,trans,Towards UnRx
AAK1,ENSG00000115977,0.962866758351023,1.52647069406661e-06,0.762497904463032,4.43380109749043e-06,trans,Towards UnRx
AAMDC,ENSG00000087884,1.80090318114542,1.11276709560537e-23,1.89341176326513,6.33120039238924e-38,trans,Towards UnRx
AARD,ENSG00000205002,1.95831415902205,7.50961350065236e-21,1.72624012309023,9.30218927872811e-25,trans,Towards UnRx
AASDH,ENSG00000157426,0.960383495796853,1.60609147532408e-05,1.01017239071459,6.82934088009554e-09,trans,Towards UnRx
ABCD1,ENSG00000101986,1.92852987759255,1.73200445677373e-25,1.68250126921802,1.55064134113959e-30,trans,Towards UnRx
ABCD3,ENSG00000117528,-0.861137474119906,1.82979885599321e-05,-1.04239819579182,4.24115326218751e-09,trans,Towards UnRx
ABCF1,ENSG00000204574,0.653946190637614,4.74362447314288e-06,0.791620840232544,5.35355228236481e-11,trans,Towards UnRx
ABHD12,ENSG00000100997,-0.759081338648436,9.35640881475185e-06,-0.835136270478915,1.41529067663345e-08,trans,Towards UnRx
ABHD17A,ENSG00000129968,-0.819513304529559,2.47749178262757e-06,-0.899125546036817,2.82515068281314e-09,trans,Towards UnRx
ABI1,ENSG00000136754,-0.514277771788139,0.00645057429558434,-0.476130743868405,0.00372564248221827,trans,Towards UnRx
ABI2,ENSG00000138443,-0.516990220684457,0.0035371535291492,-0.396107564260445,0.0145512954773414,trans,Towards UnRx
ABL2,ENSG00000143322,-0.73046476512762,0.00130560412951127,0.256608157554759,0.193269160978296,trans,Away from UnRx
ABRAXAS1,ENSG00000163322,0.70109708311213,0.00189139513889261,0.638704768919986,0.000622865285687078,trans,Towards UnRx
AC005162.3,ENSG00000272568,0.787073027149815,0.000197780711093837,0.771358789631791,1.37726034153368e-05,trans,Towards UnRx
ACAA2,ENSG00000167315,-0.649861326070991,4.24999732264197e-06,-0.800621043951867,1.92482605611469e-10,trans,Towards UnRx
ACAD8,ENSG00000151498,-0.60665647549149,0.00530289440059593,-1.16455550279281,2.55780335270779e-11,cis,Towards UnRx
ACADM,ENSG00000117054,-0.640724140797789,0.000584329093764715,-0.830914882431156,2.26613645603489e-07,trans,Towards UnRx
ACAP2,ENSG00000114331,0.670984228893712,3.2087181331188e-05,0.965872202576099,6.2805540836381e-13,trans,Towards UnRx
ACAT2,ENSG00000120437,-1.39464156896475,4.19999351850776e-15,-1.45812473335962,4.90021844632051e-20,trans,Towards UnRx
ACBD3,ENSG00000182827,1.1635020434841,5.65704920129601e-22,0.779633045991662,2.20901993854526e-16,trans,Towards UnRx
ACBD5,ENSG00000107897,0.752936630098082,0.000268712464363934,0.637690106432476,0.00013016642817031,trans,Towards UnRx
ACOT13,ENSG00000112304,0.596056466286433,0.000106109304583411,0.561109823778255,4.92516854620187e-06,trans,Towards UnRx
ACSL1,ENSG00000151726,-1.07773463337252,3.78791890460475e-07,-0.887295897382734,6.37944025181745e-06,trans,Towards UnRx
ACTB,ENSG00000075624,-1.20352847522683,4.55601261309214e-30,-1.39716651827427,1.18531143037705e-53,trans,Towards UnRx
ACTG1,ENSG00000184009,-1.19947602776595,1.42848744791298e-20,-1.42563558102755,3.15408973374571e-34,trans,Towards UnRx
ACTL6A,ENSG00000136518,-0.585224915083946,8.68387553502441e-05,-0.385249718141907,0.00711874306219952,trans,Towards UnRx
ACTL8,ENSG00000117148,-0.727065799676727,4.51790251543868e-05,-0.480707696793541,0.00496598668612265,trans,Towards UnRx
ACTN4,ENSG00000130402,1.01701029442213,4.86923942582267e-12,0.973219635010853,5.0501871611252e-15,trans,Towards UnRx
ACTR3B,ENSG00000133627,-1.19779361377392,1.23554580664928e-08,-0.564957877729232,0.0021917838783895,trans,Towards UnRx
ACTR6,ENSG00000075089,0.588407289665836,0.000881254257118867,-0.0946716700378688,0.570377160943963,trans,Away from UnRx
ADA,ENSG00000196839,-0.561994618538762,0.00771614825070866,-0.132515967426233,0.488624277481543,trans,Towards UnRx
ADAM10,ENSG00000137845,-0.699738002004895,0.000248280219945202,-0.417599004331497,0.0195462668472083,trans,Towards UnRx
ADAR,ENSG00000160710,0.790890305681785,1.559071302862e-07,0.919852304610537,3.9885166719989e-11,trans,Towards UnRx
ADM,ENSG00000148926,-1.36309826814688,5.53360584783031e-07,-2.2511402311666,1.14791230643495e-14,trans,Towards UnRx
ADPRHL2,ENSG00000116863,-0.680047369142409,8.14797522828943e-05,-0.867178117187066,1.07733718789924e-08,trans,Towards UnRx
ADSL,ENSG00000239900,-0.769490396670541,0.000168323301378328,0.0217917076575007,0.962087699411475,trans,Away from UnRx
ADSS,ENSG00000035687,0.684850769422209,1.54965932850374e-07,0.597265268163977,2.42962034509526e-09,cis,Towards UnRx
AES,ENSG00000104964,-0.592126614665893,5.29340379807223e-07,-0.610973523123386,2.76076449405618e-09,trans,Towards UnRx
