gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
AACS,ENSG00000081760,-0.878899748673812,5.86833805116008e-09,0.128880630121607,0.401237676493429,trans,Away from UnRx
AARD,ENSG00000205002,0.514574126163183,0.00198959092855934,0.361500195065271,0.00775537635076584,trans,Towards UnRx
ABCA7,ENSG00000064687,-0.633710593561115,0.000432834568825244,-0.947142639101133,9.22987456111423e-11,trans,Towards UnRx
ABCD1,ENSG00000101986,0.676855604347096,0.00117346579502349,0.86526338019721,7.51461218917029e-08,cis,Towards UnRx
ABCF1,ENSG00000204574,0.740440572824484,2.94714082306106e-16,0.179692634440964,0.0182028327229168,cis,Towards UnRx
ABHD10,ENSG00000144827,-0.535096238685548,0.00243214757851334,-0.461736697314706,0.00117702131896985,cis,Towards UnRx
ABHD11,ENSG00000106077,-0.757278415535323,1.11862859499233e-15,-0.830566074791491,2.04626629273223e-25,cis,Towards UnRx
ABHD13,ENSG00000139826,0.745758266826486,2.37265669214857e-06,0.638277001879387,5.73896010103564e-08,cis,Towards UnRx
ABHD5,ENSG00000011198,0.77978655352659,6.35028033176081e-14,0.409826882649767,2.94023514489022e-07,trans,Towards UnRx
ABL1,ENSG00000097007,0.572389973413065,0.00221932095562527,0.229921229070158,0.203790678471609,trans,Towards UnRx
ABR,ENSG00000159842,0.578211298221794,0.00402686119703657,0.376858180408368,0.0194521509928064,trans,Towards UnRx
AC022784.1,ENSG00000248538,0.58501810802918,0.00140093405777157,0.359379124869119,0.0100178362851333,trans,Towards UnRx
ACAA2,ENSG00000167315,-1.09931386426709,8.18917500541516e-24,0.199934305263785,0.0767530890791027,trans,Away from UnRx
ACBD5,ENSG00000107897,-0.720267978773589,3.78755629850741e-07,-0.933109457888613,7.52303860958369e-16,cis,Towards UnRx
ACER3,ENSG00000078124,0.789813709718041,3.27461813929164e-05,0.846246282410047,4.97865096228599e-09,trans,Towards UnRx
ACP5,ENSG00000102575,-0.880561396962084,1.08885959970739e-07,-0.503362972917473,0.000268621583220502,trans,Towards UnRx
ACSF2,ENSG00000167107,-0.561333360537861,0.000496760710373599,-0.360470398408088,0.0100563864191021,trans,Towards UnRx
ACSS1,ENSG00000154930,0.884091281258528,9.57196233225913e-08,0.449175322121328,0.000908614948704179,trans,Towards UnRx
ACSS3,ENSG00000111058,-0.533416868949998,0.00929118294432089,-0.341303362733234,0.0405173817994302,trans,Towards UnRx
ACTG1,ENSG00000184009,1.0929785539299,3.03136218582106e-41,1.08999201659711,2.91482862969359e-61,trans,Towards UnRx
ACTN1,ENSG00000072110,0.622765720261977,2.48434877814562e-08,0.689973884958043,2.65246245963771e-17,trans,Towards UnRx
ACTN4,ENSG00000130402,0.650959585670007,2.79004428895991e-16,0.242588304298979,0.000175413077096299,trans,Towards UnRx
ACTR3B,ENSG00000133627,0.65066913711185,6.0645437110232e-11,0.553339250984846,1.70176539682513e-11,cis,Towards UnRx
ACTR3C,ENSG00000106526,0.75009619453661,0.000115617386702527,0.141056391398854,0.40401479703638,cis,Towards UnRx
ACYP1,ENSG00000119640,0.60537932098244,7.69711311400019e-05,0.464046193675102,0.000112287147964234,trans,Towards UnRx
ADAM10,ENSG00000137845,-0.62680067976845,5.57393541461477e-07,-0.146495514910673,0.236711239049479,trans,Towards UnRx
ADAM17,ENSG00000151694,-0.50333159918294,6.81581039191236e-05,-0.376672623784935,0.000389943549079182,trans,Towards UnRx
ADAM9,ENSG00000168615,0.786643069125698,1.49840278525067e-11,0.226365086329668,0.0251291081694955,cis,Towards UnRx
ADAMTSL4,ENSG00000143382,-1.09036228468322,1.98465840943938e-09,-0.886759159184028,3.78917557535829e-08,trans,Towards UnRx
ADCY3,ENSG00000138031,0.590988685080472,0.000334345311953565,0.314394197424873,0.0167626675449058,trans,Towards UnRx
ADCY7,ENSG00000121281,1.19635515711873,5.04323857043251e-10,1.34776796698163,3.81838881467931e-23,trans,Towards UnRx
ADD3,ENSG00000148700,-0.550558765105133,0.000850190056389323,-0.191468746784909,0.209352086965414,trans,Towards UnRx
ADGRG1,ENSG00000205336,0.952534813803809,5.96634548553477e-13,0.703118375680863,1.59500486621169e-12,trans,Towards UnRx
ADGRL1,ENSG00000072071,-0.63717432654156,0.000758468910044949,-0.480018557424512,0.00100988008505908,trans,Towards UnRx
ADPRHL2,ENSG00000116863,0.67958543984178,2.35354482138342e-08,0.130154861984889,0.201543393808221,cis,Towards UnRx
AFMID,ENSG00000183077,1.05921440475605,4.76921313746275e-10,-0.00956965838375836,0.9898594414706,trans,Away from UnRx
AGRN,ENSG00000188157,-0.533627267622976,2.53338141313781e-05,-0.494232004934664,1.60577002475559e-06,cis,Towards UnRx
AHNAK2,ENSG00000185567,0.537686524609403,0.00530731371997395,-0.0445819238222647,0.862793270720022,trans,Away from UnRx
AHR,ENSG00000106546,-0.731131040041275,0.000162656807079283,-0.687900996977102,5.85398931978505e-05,cis,Towards UnRx
AIMP2,ENSG00000106305,-1.120425518655,6.60111760189495e-23,-1.01593769901629,2.60587972569217e-25,cis,Towards UnRx
AK4,ENSG00000162433,-0.786662232030019,1.41790464172892e-08,-0.497473513798852,9.98430283583957e-05,cis,Towards UnRx
AKAP17A,ENSG00000197976,1.12233786587443,1.1443331888687e-11,0.715259367966677,7.42019450003963e-08,cis,Towards UnRx
AKAP7,ENSG00000118507,0.578419343001993,0.00524082748619105,0.0080247312877615,0.993320632989372,trans,Towards UnRx
AKR1B1,ENSG00000085662,0.971932487419033,3.2702860106138e-08,1.15833282465701,7.52924522670879e-19,cis,Towards UnRx
ALDH1A3,ENSG00000184254,-1.03438661817269,4.60842892450906e-13,-0.398145201600608,0.00383168907716908,trans,Towards UnRx
ALDH1B1,ENSG00000137124,0.548191410477427,0.00470381875961229,0.638805652856722,8.08088345624106e-06,trans,Towards UnRx
ALDH1L2,ENSG00000136010,-1.26314493142428,9.88676544020705e-13,-0.833661395492838,1.4186671499321e-07,trans,Towards UnRx
ALDH3B2,ENSG00000132746,1.19405419033539,6.64811258981868e-14,0.355701646345386,0.0062398521577188,trans,Towards UnRx
AMFR,ENSG00000159461,0.716440429533492,2.49339214808995e-05,0.825371960554794,2.20959292319655e-10,trans,Towards UnRx
AMOTL1,ENSG00000166025,1.35487275335649,1.61919633655423e-20,0.492053851212258,2.17059067751815e-05,trans,Towards UnRx
ANAPC11,ENSG00000141552,0.69155323654089,7.16008784900484e-19,0.523981518199079,7.39053892974785e-19,trans,Towards UnRx
ANKMY2,ENSG00000106524,-0.949214179002965,4.95183380390291e-07,-0.774382821901359,2.90826832171592e-06,cis,Towards UnRx
ANKRD10,ENSG00000088448,0.994918485007503,1.12794914543812e-17,0.483297656289727,3.57326674516924e-08,cis,Towards UnRx
ANKRD13B,ENSG00000198720,0.545332931918204,0.00510897044465191,0.425847853436254,0.00592805344027155,trans,Towards UnRx
