gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,cnchange.x,color.x,mlog10FDR.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,cnchange.y,color.y,mlog10FDR.y,A,B,C,D,E,F,G,H,I,J,K,ct,col,label,color
EIF3F,-0.611939469585403,7.65373387230676,22.9812464092929,2.35992165242437e-06,1.51324115229132e-05,ENSG00000175390,-0.0133882437134401,blue,4.82009185666688,-0.758180724172242,7.80656963593354,52.1998515379829,1.5542689163049e-12,1.81601968157306e-11,ENSG00000175390,0,black,10.740879449013,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
EIF3H,-0.743477963004371,8.85149165702975,72.443049554086,4.14732292973603e-16,1.0198464575789e-14,ENSG00000147677,0.17302183016177,blue,13.9914652082828,-0.60350186411534,8.84397204318554,64.665842976597,4.86777638866678e-15,7.18957246970237e-14,ENSG00000147677,0,black,13.1432969343139,4,4,NA,4,3,4,3,3,4,4,3,trans,TRUE,Towards UnRx trans,deepskyblue
EIF3M,-0.799286249297222,8.17541288138032,57.5328071158535,2.6309304155283e-13,4.86923942582267e-12,ENSG00000149100,0.32963943333905,blue,11.3125388701949,-0.957687065801674,8.3753106704808,103.333125406599,1.76722704194195e-22,4.63114469391186e-21,ENSG00000149100,0,black,20.3343116498448,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
EIF4EBP1,-0.504316678027738,7.79989903410288,10.9371741496501,0.00103329984441711,0.00352441241517171,ENSG00000187840,0.0692441591250299,blue,2.45291327757171,-0.251705177440807,7.7222085795077,3.16321658730245,0.075828940829873,0.129806466086524,ENSG00000187840,0,black,0.886703673361896,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ELOC,0.635312671793181,8.53605097355463,51.223339544591,4.34895028122368e-12,6.69721051259615e-11,ENSG00000154582,0.26482043960671,blue,10.1741060497241,0.574205852442659,8.48515261456135,55.3228642850123,3.62086770061854e-13,4.56817036452177e-12,ENSG00000154582,0,black,11.3402577079601,5,4,NA,5,4,5,4,4,5,5,4,trans,TRUE,Towards UnRx trans,deepskyblue
ENY2,1.05068071291559,8.53023195591858,140.093116078461,1.08252680776759e-27,6.40095622363948e-26,ENSG00000120533,1.02532690290325,blue,25.193755142949,1.45134596491596,8.21776909906538,332.85232997682,2.57986186905378e-59,2.85090277867003e-57,ENSG00000120533,1,blue,56.5450175927246,5,5,5,5,4,5,4,5,5,5,5,cis,TRUE,Towards UnRx cis,deepskyblue4
ESRP1,0.821934763383379,7.0025795545239,29.5044455117211,1.00352608768804e-07,8.46766130199515e-07,ENSG00000104413,1.03541463014939,blue,6.07223652165125,1.11538966401597,6.88062579662809,75.2138811273614,4.081776024973e-17,7.21349705222588e-16,ENSG00000104413,1,blue,15.1418541413436,2,2,2,2,1,2,1,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
ESRRA,-0.661546985043934,7.22923543681997,19.3127991861834,1.4451964898706e-05,7.87496399000567e-05,ENSG00000173153,-0.07344663680691,blue,4.10375142344028,-0.801711198213443,7.35572657403251,38.5603651124964,1.00125421110611e-09,8.49537800579578e-09,ENSG00000173153,0,black,8.07081729223003,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
EZH2,-0.817486408565817,6.85159554289277,20.7094923667261,7.22418806952307e-06,4.18851502893156e-05,ENSG00000106462,-0.91408354162549,blue,4.37793992191423,-0.0364952160239372,6.70314959833241,0.049278612386764,0.824400061774627,0.876535443084985,ENSG00000106462,0,black,0.0572305183322849,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
FAM111B,-1.04591762640919,6.75271501735971,21.2110610284147,5.63774785781953e-06,3.33104461530664e-05,ENSG00000189057,-0.000380059531599919,blue,4.47741955042149,-0.503068778342854,6.67791203870143,6.52048085172696,0.0109139818924843,0.0244392192182289,ENSG00000189057,0,black,1.61191267300523,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FAM129B,-0.969286143333186,7.26639810280665,37.215762118997,2.62848505945551e-09,2.83568875634295e-08,ENSG00000136830,-0.25021430475656,blue,7.54734143879951,-0.35399675593446,7.09293742172537,6.29651378196555,0.0123641119082704,0.0271755654020264,ENSG00000136830,0,black,1.56582141142103,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FAM204A,0.623313301975377,6.79816655869207,14.0497964342627,0.000206000575737958,0.000848766201950118,ENSG00000165669,-0.10663295135248,blue,3.07121192246063,0.412622756585025,6.81377999194099,8.78283597734998,0.00316328927177574,0.00825894938819446,ENSG00000165669,0,black,2.08307519528611,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
FAM69B,-0.577086077961439,6.6095637904474,10.3639808073972,0.00139662277626212,0.00458983454600186,ENSG00000165716,-0.0686393033908201,blue,2.33820296959422,-0.314238839575215,6.60409060118669,3.60973297258374,0.0579291000875534,0.103069972066545,ENSG00000165716,0,black,0.986867841654074,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FASTK,-0.589179744041335,7.03394560000403,15.5422549538195,9.62113462981223e-05,0.000429928523580207,ENSG00000164896,-1.03399875034593,blue,3.36660374068771,0.0287300381097379,6.88918380229033,0.0462551548523817,0.829786891467213,0.881390225556069,ENSG00000164896,0,black,0.0548317700396246,1,1,1,1,1,1,2,1,2,1,1,trans,FALSE,Away from UnRx trans,coral2
FAU,1.53975223521813,9.48673707612546,422.494846744582,1.77305573206502e-63,9.15605980038375e-61,ENSG00000149806,-0.0110115624247902,blue,60.0382913795086,2.14129837773865,9.00557219323049,953.258365202259,2.42171886317842e-125,1.85100045108938e-122,ENSG00000149806,0,black,121.732593475409,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FBXO32,-0.876864344896196,9.72449693187236,28.2005960910567,1.87508879151849e-07,1.5035649874847e-06,ENSG00000156804,-0.11446610405687,blue,5.82287779596649,-0.928857123164718,9.872311011254,29.4000127827091,8.59323957924954e-08,5.46582478646857e-07,ENSG00000156804,0,black,6.26234429424773,4,4,NA,4,3,4,3,3,4,4,3,trans,TRUE,Towards UnRx trans,deepskyblue
FEN1,-0.676273896969418,6.83866680332177,12.086079555375,0.000567323779629441,0.00208566207736576,ENSG00000168496,0.0182094027740201,blue,2.68075605536477,-0.421099595578695,6.81945662205564,5.75535212143117,0.0167474366885641,0.0357309814625516,ENSG00000168496,0,black,1.44695505438485,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FIBP,-0.613790614493495,7.37145397094422,22.3287511298476,3.25072216749142e-06,2.02249750276213e-05,ENSG00000172500,-0.13740361418859,blue,4.69411200595168,-0.567040314094638,7.41391902751336,24.5225437294076,9.59920199734472e-07,5.16083708790421e-06,ENSG00000172500,0,black,5.28727985008349,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FKBP2,1.27107112272437,7.5969598789106,118.957338960681,2.98532355167339e-24,1.31388160404898e-22,ENSG00000173486,-0.07344663680691,blue,21.8814437679763,1.61227991383677,7.36579871531418,241.343097882089,6.9477867328368e-46,4.79136089575783e-44,ENSG00000173486,0,black,43.3195411159018,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FOLR1,0.860434647753432,7.76107676400734,34.885984077754,7.82523906147728e-09,7.84143619278176e-08,ENSG00000110195,0.10079785019681,blue,7.10560438712715,-0.123744840051608,8.14530973876788,1.06263952526727,0.303035864170212,0.402235158635193,ENSG00000110195,0,black,0.395519971198477,2,2,2,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
FOXRED1,-0.65120612343773,6.72367666660953,14.3197565347979,0.000179405897000591,0.000750771517107822,ENSG00000110074,0.0149626783654102,blue,3.12449221207299,-1.19570318603332,6.94421397680198,55.6902957883589,3.05220312007754e-13,3.87203416560874e-12,ENSG00000110074,-1,blue,11.4120608192691,3,3,3,3,4,3,3,3,3,3,3,cis,TRUE,Towards UnRx cis,deepskyblue4
FRA10AC1,0.626174433071312,6.50216271726013,11.4216636357121,0.00247939073272812,0.00753834353842799,ENSG00000148690,-0.06223556677756,blue,2.1227240747076,0.449698572606881,6.52009953125604,8.29311297119918,0.0104036919053866,0.0234453715371514,ENSG00000148690,0,black,1.62994288063654,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
FRAT2,-0.679363778470848,6.83253083120155,13.5835358501944,0.000261696415988133,0.00105358650636387,ENSG00000181274,-0.00248192535226011,blue,2.9773298001659,-0.447632164339836,6.81451666858854,7.69446884976261,0.00571411342281648,0.0139239767040576,ENSG00000181274,0,black,1.85623671199704,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
FTH1,-0.69919962640713,14.0788517602315,25.8586046713286,5.80593717324049e-07,4.25878686968948e-06,ENSG00000167996,0.0182094027740201,blue,5.3707140935806,-0.691959428356502,14.1574340202128,31.3388626875779,3.32146171213553e-08,2.24333187214338e-07,ENSG00000167996,0,black,6.64910647337248,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
FZD3,-0.644844219061115,6.64211295807658,11.2836660767064,0.000861866016003095,0.00300721358556755,ENSG00000104290,-0.0294052192152598,blue,2.52183572529514,-1.21759224420318,6.83623717560013,49.6228483331443,5.20519602265446e-12,5.75205517105864e-11,ENSG00000104290,0,black,10.240176957053,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GALNT11,-0.898229241969865,6.9031238971124,27.1265378945104,3.14492794943594e-07,2.41194177191394e-06,ENSG00000178234,-1.00673191087132,blue,5.61763318096046,-0.201358488275247,6.76715360311557,1.6839692081618,0.194904436706339,0.282411294387131,ENSG00000178234,0,black,0.549117938668668,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
GANAB,0.762009937562311,6.99864306283306,27.0478467497497,3.26662659195481e-07,2.4880324072057e-06,ENSG00000089597,0.0663215363687599,blue,5.60414396715688,0.791231900161891,6.94929563825254,39.8084342971511,5.49816659255453e-10,4.78001743951755e-09,ENSG00000089597,0,black,8.32057051889574,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GKAP1,0.710564226295223,6.66238006877172,15.1762344182305,0.000115888718149925,0.000504028080173679,ENSG00000165113,0.0898130206347501,blue,3.29754526767199,0.921970938160185,6.60598737607582,35.9927096120737,3.45437420585475e-09,2.69188786882751e-08,ENSG00000165113,0,black,7.56994303470204,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GLYATL2,-0.877285596518102,7.30590433380603,16.1431878333809,7.0943263844347e-05,0.000325935066274206,ENSG00000156689,-0.000380059531599919,blue,3.4868689127164,-0.824537608132571,7.37290962965414,15.6531003405937,8.53363349694577e-05,0.000320517962465137,ENSG00000156689,0,black,3.4941476267352,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GOLGA2,0.624712886767831,7.31180276260239,20.8580543031393,6.71226532277298e-06,3.91810152149205e-05,ENSG00000167110,-0.05698053577464,blue,4.40692431523955,0.627539249303537,7.26140912326597,27.557244096067,2.13042493418839e-07,1.2813283604181e-06,ENSG00000167110,0,black,5.89233956124384,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GOLGA7,-0.699563900116829,7.18622697297785,24.5574362242391,1.09253036857361e-06,7.54927764047385e-06,ENSG00000147533,0.0800186101820599,blue,5.12209460224695,-0.520185567872295,7.17605390353491,17.6721120219841,3.03113373188869e-05,0.000123562482617258,ENSG00000147533,0,black,3.9081133744387,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
GSTK1,-1.30676989882825,7.97148444694186,101.565216229288,2.64201246253052e-21,9.43088872569652e-20,ENSG00000197448,-1.37029318821592,blue,19.0254473793221,-0.5879078594358,7.68015546251149,23.2048782609217,1.85326890503086e-06,9.44868393382048e-06,ENSG00000197448,0,black,5.02462867827199,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
H2AFX,-1.07407977665047,6.78581407531362,31.548664337088,3.78716344454608e-08,3.40712753094703e-07,ENSG00000188486,0.038764766320404,blue,6.46761161020964,-2.03608155922682,7.2313711758568,115.138226271526,1.16004775224464e-24,3.44335209824848e-23,ENSG00000188486,-1,blue,22.4630185664594,1,1,1,1,2,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
HBP1,-1.0300267726155,7.50996841686962,47.925083776603,1.92065315503924e-11,2.74997769666062e-10,ENSG00000105856,-0.96751661860108,blue,9.56067082844483,-1.08469726630543,7.64078844363044,74.9153976697608,4.66766993079965e-17,8.22908502980195e-16,ENSG00000105856,-1,blue,15.0846484501581,3,3,3,3,3,3,3,NA,3,3,3,unkn,TRUE,0,0
HINT2,1.14936949792193,6.77379512171203,50.9676978228823,4.87726554322515e-12,7.48420297814691e-11,ENSG00000137133,-0.64834147549594,blue,10.1258544425652,1.06859310320441,6.73326515972167,60.5580122728262,3.20853748843233e-14,4.45889482483353e-13,ENSG00000137133,0,black,12.3507727715466,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
HNRNPF,-0.538671248436586,7.6508402780969,21.4529642822808,5.00327768230575e-06,2.9926941256479e-05,ENSG00000169813,-0.0368053408981099,blue,4.52393766883692,-0.525251420912956,7.71035476333437,22.3282469199694,2.87523872222181e-06,1.42088844613246e-05,ENSG00000169813,0,black,4.84744001716813,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
HSDL2,-0.687847746546682,6.63898510885844,13.8843874345595,0.000224234267619404,0.000916096327521045,ENSG00000119471,0.10580864660466,blue,3.03805885787001,-0.669943830423625,6.67648901115623,17.8377567569183,2.78548050338797e-05,0.000114669780866582,ENSG00000119471,0,black,3.94055101742598,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
HSPA5,-0.694709460422307,10.2402295124144,20.2968833742019,8.86242192276729e-06,5.04025845915972e-05,ENSG00000044574,0.0971306317884999,blue,4.29754719281859,-0.502967005796203,10.1789560726564,11.5051916172298,0.000740417583691478,0.00224055099888427,ENSG00000044574,0,black,2.64964516633163,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
HSPA8,-0.537420005018717,10.0142847385444,21.2567746377331,5.51192064530296e-06,3.26167588376751e-05,ENSG00000109971,0.00276028011493001,blue,4.48655919746032,-0.949005253169046,10.4148873428849,88.2967419381524,1.2175527103898e-19,2.6463017677003e-18,ENSG00000109971,-1,blue,17.5773606330985,1,1,1,1,2,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
IER5L,-0.936207596470886,8.06035578552796,26.077528705273,5.22167318551326e-07,3.87795594391042e-06,ENSG00000188483,-0.06830642650102,blue,5.4113971290957,-0.789286051146455,8.06841217086537,24.3671845247958,1.03719582913139e-06,5.53090706092621e-06,ENSG00000188483,0,black,5.2572036391743,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
IFRD1,-1.34662413495296,9.34231265684518,108.668930344625,1.60333198788717e-22,6.33643345825206e-21,ENSG00000006652,-1.09558720106296,blue,20.198155121493,-0.796608803493743,9.06751737193724,50.3396068623167,3.7168950510695e-12,4.19844352320313e-11,ENSG00000006652,0,black,10.3769116844994,3,3,3,3,3,3,4,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
IMMP1L,1.21658377817183,6.72397462432337,53.7311196733553,1.41820082627644e-12,2.36244808609405e-11,ENSG00000148950,0.08171598547892,blue,10.6266377261713,0.970371325928607,6.7137217319128,46.4174512800686,2.3605307223231e-11,2.44918413859134e-10,ENSG00000148950,0,black,9.61097856180554,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
IMMP2L,-0.688570035882205,6.8901902353908,18.2938969449639,2.40354195427874e-05,0.000124617376023047,ENSG00000184903,-0.91825337108477,blue,3.90442139760629,0.243723220660936,6.69790336786836,2.59354743441047,0.125123718883755,0.197188101306152,ENSG00000184903,0,black,0.705119294734495,3,3,3,3,3,3,4,3,3,3,3,trans,FALSE,Away from UnRx trans,coral2
INSIG1,-2.5484718884098,8.00557182521911,173.018871412555,8.95779028900484e-33,6.93870435786315e-31,ENSG00000186480,-0.98962408690554,blue,30.1587216163985,-1.17378517136502,7.38384832973837,41.0521962326285,3.03028474981169e-10,2.73023297890696e-09,ENSG00000186480,0,black,8.56380029173708,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
KCNQ1OT1,-1.47169089019287,8.36413058398452,66.1778377668959,6.0628024398768e-15,1.29017768404631e-13,ENSG00000269821,-0.0741406944499201,blue,12.8893504742846,-1.49262572560454,8.53157837194181,73.2072903324501,1.00695068995707e-16,1.72308800900863e-15,ENSG00000269821,0,black,14.763692539818,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
KDM7A,-0.539558023847423,7.06208907690559,10.7761400738729,0.00112440258269347,0.00379504244250266,ENSG00000006459,-0.83945675682956,blue,2.42078336273513,-0.10766899560749,6.96894490044195,0.499459646696966,0.480016347814284,0.58306316278011,ENSG00000006459,0,black,0.234284395908212,3,3,3,3,3,3,4,3,NA,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
KIAA1147,-0.624538954576238,7.04565601940397,13.5095094623083,0.000271848872181774,0.00109049267939929,ENSG00000257093,-0.88396020378659,blue,2.96237724554348,0.0855990482108676,6.87181483518044,0.352855629025712,0.552728496790989,0.651037083930519,ENSG00000257093,0,black,0.186394272741037,3,3,3,3,3,3,4,3,NA,3,3,trans,FALSE,Away from UnRx trans,coral2
KIF12,0.88184088217638,6.63654677605323,25.3394250156876,7.46898979021423e-07,5.351969927382e-06,ENSG00000136883,0.06738539579432,blue,5.27148633552587,0.0714478681992927,6.76028466560549,0.21835519805744,0.640468381582994,0.726936764741891,ENSG00000136883,0,black,0.13850336619474,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
KLF10,-0.571803934293205,7.86501469673252,10.8421079090742,0.0010861337717671,0.00368031154685386,ENSG00000155090,1.14630088271776,blue,2.43411541574157,0.0314644954460404,7.60772560537875,0.04332021359924,0.83519524184985,0.88546648658948,ENSG00000155090,1,black,0.0528278714752507,5,5,5,5,4,5,4,5,5,5,5,cis,FALSE,Away from UnRx cis,darkred
KLF4,-1.05609107662025,8.25968079814681,40.5275103143456,5.64906610222977e-10,6.72160768477293e-09,ENSG00000136826,-0.0373261184405198,blue,8.17252683927958,-1.12555607685769,8.4224382626258,55.2677606978171,3.71487865961655e-13,4.6611309255818e-12,ENSG00000136826,0,black,11.3315086980845,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
KLF6,-0.55431206632639,10.1729363209633,13.187400418061,0.000320884627919968,0.00126308244119425,ENSG00000067082,0.0190809449532301,blue,2.89856830218634,-0.359468532208761,10.0943647622682,6.73580048740905,0.00968454107179138,0.0220413426080572,ENSG00000067082,0,black,1.65676195476075,3,3,3,3,3,NA,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
