gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
CARMIL1,ENSG00000079691,-0.500466957330179,2.42004208549234e-15,1.09649923730827,5.7467261245375e-39,cis,Away from UnRx
COMMD6,ENSG00000188243,0.532114007114369,2.04143127411466e-43,-0.31116354120766,3.96727170024429e-13,cis,Away from UnRx
COX6B1,ENSG00000126267,0.525806508793703,1.07689801342428e-68,-0.600376979066932,5.20102990074793e-72,cis,Away from UnRx
GAGE2A,ENSG00000189064,0.588956471183119,2.32473504797143e-162,1.91188329727515,0,trans,Towards UnRx
GAGE2A,ENSG00000189064,0.588956471183119,2.32473504797143e-162,1.91188329727515,0,trans,Towards UnRx
GAGE2A,ENSG00000189064,0.588956471183119,2.32473504797143e-162,1.91188329727515,0,trans,Towards UnRx
HSPE1,ENSG00000115541,0.58754550097013,7.4404798915108e-94,-0.36688784874013,1.70849535606526e-27,cis,Away from UnRx
KCNMA1,ENSG00000156113,-0.530749007628794,2.64828437220737e-19,3.68797634626512,7.03987891433107e-193,trans,Away from UnRx
KRCC1,ENSG00000172086,-0.51999710953528,2.14262066214146e-19,-0.173120347541343,0.01785403084553,trans,Towards UnRx
LGI2,ENSG00000153012,-0.573926144578879,1.01956498453357e-17,0.936013036508325,2.17875154296871e-27,cis,Away from UnRx
MIF,ENSG00000240972,0.569119209626598,2.4777280815936e-44,0.0420631216638534,0.419817609104268,cis,Towards UnRx
NDUFS5,ENSG00000168653,0.501115663752429,1.24440361754491e-44,-0.868350777647978,1.56475929092873e-108,trans,Away from UnRx
NEAT1,ENSG00000245532,0.583914417571738,9.96028841671743e-18,1.52191000496244,3.18424074614393e-47,cis,Towards UnRx
OLFML3,ENSG00000116774,-0.502048047649955,9.51995655595188e-16,-0.699843354196998,1.02986175465389e-20,trans,Towards UnRx
S100A11,ENSG00000163191,0.560567761266233,2.97511588162619e-20,-0.136698314636154,0.0924950882283843,trans,Away from UnRx
SMC6,ENSG00000163029,-0.541072564852307,7.93969540722823e-33,0.464633939959879,3.95812208008626e-14,trans,Away from UnRx
SOX2,ENSG00000181449,-0.519173280175297,2.25894092134601e-15,-0.0166483086588799,0.808850674097193,trans,Towards UnRx
TESC,ENSG00000088992,-0.615590163037444,1.86626524144351e-23,0.55862726314968,6.67149190253323e-12,trans,Away from UnRx
TMSB10,ENSG00000034510,0.519554812522089,3.83477294085164e-103,-1.07303111011492,3.18750149183902e-219,trans,Away from UnRx
TNNI1,ENSG00000159173,0.505971051224355,3.82483317815571e-13,1.41487899067296,1.23903764300266e-43,trans,Towards UnRx
ZFAS1,ENSG00000177410,0.654753568036567,4.77752485231747e-60,-0.552611727348679,2.63049690786633e-35,cis,Away from UnRx
