gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,direction
ABCC5,ENSG00000114770,0.226578130635224,0.437368179836097,0.804184409532489,0.00270123651015944,Activated
ABLIM1,ENSG00000099204,0.127125836668772,0.629614468602554,0.706850975719456,0.00200563319970022,Activated
AC005162.3,ENSG00000272568,-0.0763550764979169,0.866298565975551,0.852631327218275,0.00225721469206642,Activated
ACACA,ENSG00000278540,0.235263161658647,0.301015112761797,0.713823128143494,0.00117927859904965,Activated
ACAP3,ENSG00000131584,0.190216302946115,0.70526167159191,0.722918436981997,0.00458036222307538,Activated
AGPAT5,ENSG00000155189,-0.224721593461793,0.348493141345293,-0.583650436624103,0.00303841131455848,Repressed
AGRN,ENSG00000188157,0.225095030237801,0.494791088983535,0.682155311044994,0.00125063701711625,Activated
AHNAK2,ENSG00000185567,-0.0244748590963807,0.980999085234594,0.977141770653043,0.00356131857077296,Activated
AKAP13,ENSG00000170776,-0.0165239176419707,0.987937074767695,0.670973824422734,0.0025563960866554,Activated
AKR1C3,ENSG00000196139,0.1556076901522,0.694183036639482,1.0098519526825,0.00121420151923092,Activated
AMDHD2,ENSG00000162066,0.260805103913212,0.434231617688309,0.685635255628812,0.0092801073039874,Activated
AMOT,ENSG00000126016,0.20118171737254,0.440680316512094,0.9407922136998,0.00012210137359401,Activated
ANKLE2,ENSG00000176915,0.215618648560083,0.334396732196091,0.577964043090906,0.00618793778226034,Activated
ANKRD42,ENSG00000137494,0.140582252959184,0.70526167159191,0.849147123537389,0.0045070843713726,Activated
ANKRD49,ENSG00000168876,0.197171023348721,0.405730047265986,0.627326910077049,0.00789362601389558,Activated
ANXA3,ENSG00000138772,-0.0979595458518816,0.828128907193567,-0.895801723613799,0.00182670919892863,Repressed
ARHGAP26,ENSG00000145819,0.115364268556136,0.710951050717378,0.756773670462956,0.00193816847590842,Activated
ARHGEF35,ENSG00000213214,0.217519103080429,0.300763946592101,0.878295110474568,2.60673694736219e-05,Activated
ARID5B,ENSG00000150347,-0.15008431688084,0.639349130575718,1.11367701816391,1.05891823043276e-05,Activated
ARPC1B,ENSG00000130429,-0.13206299930426,0.410367949186443,0.598577714784024,8.30350279949918e-06,Activated
ARSA,ENSG00000100299,0.322635638570003,0.165260727614526,0.830563043582813,0.0005205529344818,Activated
ARSD,ENSG00000006756,0.123769213039256,0.732950315712775,0.618181600402846,0.001228596731979,Activated
ASB13,ENSG00000196372,0.236834489333069,0.385075952778882,0.655699771910255,0.00984678610949409,Activated
ASCL2,ENSG00000183734,0.294326519761097,0.214714463667723,0.739617074956859,0.00153941802512479,Activated
ATAD3C,ENSG00000215915,0.25659996978094,0.396383839589634,1.02495511782952,0.00028611421141465,Activated
ATN1,ENSG00000111676,-0.276563370237927,0.148359050147358,0.82059999721367,8.77892926697683e-05,Activated
ATP11A,ENSG00000068650,0.198213899228056,0.422156730755854,0.701409233604483,0.00209909041783403,Activated
ATP6V1B1,ENSG00000116039,-0.349579182786369,0.291875282028217,0.826768227873224,0.00448706013798388,Activated
ATP6V1E2,ENSG00000250565,-0.0545680895991167,0.998119268900839,0.78591695301504,0.00277083726951203,Activated
ATR,ENSG00000175054,0.359613736649422,0.120694711061513,0.847098292019428,0.000393705540233074,Activated
ATXN7L3B,ENSG00000253719,0.189258122530774,0.385384385933131,0.547827940785126,0.00821774553589329,Activated
AUTS2,ENSG00000158321,0.111130845358075,0.705132073196458,0.815817172009979,0.000344928816956263,Activated
BANP,ENSG00000172530,0.353540312592358,0.146766410499158,0.838281822223915,0.00152095923364923,Activated
BCKDK,ENSG00000103507,-0.263422958624027,0.179468964092258,-0.673365956462058,0.00014202419610507,Repressed
BCL3,ENSG00000069399,0.0225329315905505,0.967479998286453,1.13892928694976,7.68554030413879e-08,Activated
BCL7A,ENSG00000110987,0.140959145243663,0.847226259821692,0.892055931686042,0.00157045100948922,Activated
BICDL2,ENSG00000162069,0.299737789978518,0.16511911146053,0.675761298191915,0.00213517534941674,Activated
BIRC6,ENSG00000115760,0.252157569199821,0.16511911146053,0.731376202687272,0.000122623626218702,Activated
BNIP3,ENSG00000176171,-0.179048656907918,0.402643791213931,-0.869195976974411,3.86370762619651e-07,Repressed
BNIP3L,ENSG00000104765,-0.241839646776851,0.180618362411425,-0.847794805505208,8.04970414288174e-07,Repressed
BNIPL,ENSG00000163141,0.0641889718074932,0.876316376728211,0.711649792709285,0.00756583345842378,Activated
BRD9,ENSG00000028310,-0.255387755077064,0.263637067873408,0.874514419515858,0.000214703645837477,Activated
BRPF1,ENSG00000156983,0.140838290914992,0.610951213810348,0.769652913534397,0.0013679314016951,Activated
