,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group
189,BBS9,ENSG00000122507,-0.103611586028915,0.652865505662904,0.524940704710107,1.70880191125362e-15,cis,Activated,Pt4,X5,1
190,BCAS4,ENSG00000124243,0.00517116856334047,0.979198111795687,0.695555338801049,3.33435084450286e-35,cis,Activated,Pt4,X5,1
191,BCAT2,ENSG00000105552,0.133674295754662,0.437387953624616,-0.646596490062279,2.84273031913872e-35,cis,Repressed,Pt4,X5,1
192,BCL10,ENSG00000142867,0.126417997214781,0.476287161629788,0.747326143726383,1.75369713110051e-37,cis,Activated,Pt4,X5,1
193,BCL7B,ENSG00000106635,0.0623098772473104,0.6871618622043,0.551604630165097,2.31288782592946e-29,cis,Activated,Pt4,X5,1
194,BCL7C,ENSG00000099385,0.17639134358688,0.105304129344306,0.919595143664735,2.85308832044187e-94,trans,Activated,Pt4,X5,1
195,BCOR,ENSG00000183337,-0.0494136804135564,0.809194527299281,0.63538727496294,1.12429402258032e-27,trans,Activated,Pt4,X5,1
196,BEND5,ENSG00000162373,0.0845476116657092,0.595673769464535,0.674191862641652,9.74438554100914e-36,trans,Activated,Pt4,X5,1
197,BEND6,ENSG00000151917,0.224941708662776,0.207600013658483,0.613601550061173,8.54929609014061e-25,trans,Activated,Pt4,X5,1
198,BICRAL,ENSG00000112624,0.168163361518541,0.360657431092039,0.665393779400747,2.7952770665004e-24,cis,Activated,Pt4,X5,1
199,BIRC2,ENSG00000110330,-0.174729743628893,0.136683241236524,0.573160607458411,1.55361245707112e-33,cis,Activated,Pt4,X5,1
200,BIRC5,ENSG00000089685,0.151258330777038,0.341696093324978,0.543773960171242,8.38363438160406e-22,cis,Activated,Pt4,X5,1
201,BLCAP,ENSG00000166619,0.180696007775222,0.231620440065771,0.992620363343047,4.25132561636906e-66,cis,Activated,Pt4,X5,1
202,BLM,ENSG00000197299,0.199854634338996,0.210103132147121,0.771872722762389,3.91515367269843e-38,cis,Activated,Pt4,X5,1
203,BLOC1S6,ENSG00000104164,0.195993254898137,0.121159194180211,0.556869068778156,1.90760501077899e-31,trans,Activated,Pt4,X5,1
204,BLVRB,ENSG00000090013,0.0344673054292079,0.841610406570331,1.23635853109365,4.75809886766849e-105,cis,Activated,Pt4,X5,1
205,BMP7,ENSG00000101144,-0.116878158089613,0.43689913651868,0.756857247554593,5.73356678779951e-39,cis,Activated,Pt4,X5,1
206,BMPR1A,ENSG00000107779,0.20772220016627,0.263735832243836,0.523398417714155,3.10597235808929e-16,trans,Activated,Pt4,X5,1
207,BMPR2,ENSG00000204217,0.1761270418968,0.279659331250535,0.961593935360758,3.14744580233246e-60,trans,Activated,Pt4,X5,1
208,BNIP1,ENSG00000113734,0.0956763160183813,0.614466790306873,-0.640562900266005,6.12606901063491e-32,trans,Repressed,Pt4,X5,1
209,BNIP3,ENSG00000176171,0.117742231910768,0.451026054401075,0.850920487944113,1.56628547273149e-54,trans,Activated,Pt4,X5,1
210,BRAF,ENSG00000157764,-0.00843764124524384,0.962257199007875,0.837100347558674,1.70630733651524e-52,cis,Activated,Pt4,X5,1
211,BRCA1,ENSG00000012048,0.117697569835226,0.446540166580851,1.18333301889782,2.89513464345342e-92,cis,Activated,Pt4,X5,1
212,BRF1,ENSG00000185024,0.0109941219543634,0.993869359297727,0.52953546199792,1.44753978954213e-16,trans,Activated,Pt4,X5,1
213,BRI3,ENSG00000164713,0.0140413639340694,0.872793042126709,1.13931543428851,1.5129745113936e-306,cis,Activated,Pt4,X5,1
214,BRIP1,ENSG00000136492,0.216468734792558,0.164230805569356,1.06997253640865,1.53787902718579e-69,cis,Activated,Pt4,X5,1
215,BRMS1,ENSG00000174744,0.118296456905108,0.391227928247595,0.529947597693859,8.71615923476487e-28,cis,Activated,Pt4,X5,1
216,BRPF3,ENSG00000096070,-0.213431507547851,0.170887946694823,0.734976950455908,6.8018920015455e-34,cis,Activated,Pt4,X5,1
217,BRWD1,ENSG00000185658,-0.0970382123062103,0.373536488106518,0.889578004542295,3.07449653231523e-90,cis,Activated,Pt4,X5,1
218,BSDC1,ENSG00000160058,0.000940350654882199,0.996851791353254,0.57700999703642,6.80850298215482e-24,trans,Activated,Pt4,X5,1
219,BTF3,ENSG00000145741,0.0654175248363115,0.154230543557338,-0.550291703878547,3.52175923035025e-220,trans,Repressed,Pt4,X5,1
220,BTN2A2,ENSG00000124508,-0.0239672062691972,0.896244957862025,0.764885703551216,2.12400540863496e-38,cis,Activated,Pt4,X5,1
221,BUD13,ENSG00000137656,0.15708527653213,0.317547840318428,0.708780967920733,8.95691506247996e-34,cis,Activated,Pt4,X5,1
222,BUD31,ENSG00000106245,0.0308953270030141,0.75326328518865,0.5730954864204,2.60270771991833e-74,cis,Activated,Pt4,X5,1
223,C10orf55,ENSG00000222047,-0.0689629068249913,0.795670835091479,-0.517636396130671,8.86862866382023e-18,trans,Repressed,Pt4,X5,1
224,C11orf68,ENSG00000175573,0.158082528248293,0.316825351531232,0.519921869004468,8.77666615481681e-21,cis,Activated,Pt4,X5,1
225,C11orf95,ENSG00000188070,-0.138882451316387,0.394643204772599,0.548502764809629,9.63639708959107e-18,cis,Activated,Pt4,X5,1
226,C12orf4,ENSG00000047621,-0.047096939591393,0.860755210469114,-0.548608946074193,1.86027477804301e-20,cis,Repressed,Pt4,X5,1
