,gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction,patient,passage,group
2301,HMBOX1,ENSG00000147421,0.0305837079269886,0.567763150691882,0.777769793552903,1.24438678983103e-44,cis,Activated,Pt4,X5,2
2311,HMGCL,ENSG00000117305,0.012406958177311,0.837880439050113,0.616072736166129,1.03312943298896e-19,trans,Activated,Pt4,X5,2
2321,HOMER3,ENSG00000051128,0.0123723371517779,0.853119560814736,0.725580243700959,1.02553061124168e-26,trans,Activated,Pt4,X5,2
2331,HSF1,ENSG00000185122,0.0752524684400593,0.133516645804778,0.722481913102236,1.32597968436943e-39,cis,Activated,Pt4,X5,2
2341,HSPA1B,ENSG00000204388,-0.0274482587127283,0.603666836174171,2.53577848881403,6.23581042410544e-289,cis,Activated,Pt4,X5,2
2351,HSPB11,ENSG00000081870,0.0466305637260853,0.255529329253099,0.517897426273777,1.16133940210051e-33,trans,Activated,Pt4,X5,2
2361,HSPBAP1,ENSG00000169087,0.0737909542036568,0.261903408928728,-0.517381359512414,4.04829032024557e-16,trans,Repressed,Pt4,X5,2
2371,HYOU1,ENSG00000149428,0.0129350592966453,0.86077292693093,1.32478795722279,4.78699196755895e-107,cis,Activated,Pt4,X5,2
2381,ICA1L,ENSG00000163596,0.091169478338997,0.118062619554243,0.571504441019811,6.86517158649481e-19,trans,Activated,Pt4,X5,2
2391,IDH3G,ENSG00000067829,-0.0817444497584702,0.11344705120075,0.557450421724525,3.49966483011601e-24,trans,Activated,Pt4,X5,2
2401,IFT80,ENSG00000068885,0.0828257276237385,0.108448127070462,1.19142484941255,4.27731039475649e-89,trans,Activated,Pt4,X5,2
2411,IGF2BP3,ENSG00000136231,0.0323363090111719,0.423000936161068,0.653758961239653,1.23558398100879e-50,cis,Activated,Pt4,X5,2
2421,IMMP2L,ENSG00000184903,-0.0270509250266817,0.668578508020151,0.504083310486989,1.29824905304531e-17,cis,Activated,Pt4,X5,2
2431,ING1,ENSG00000153487,-0.0106321532824106,0.824564047625354,0.946945890560042,1.22676832010488e-68,cis,Activated,Pt4,X5,2
2441,INO80D,ENSG00000114933,0.0847103440951777,0.10748024288112,0.687163172645658,1.97518193939365e-31,trans,Activated,Pt4,X5,2
2451,INPPL1,ENSG00000165458,0.08761184858126,0.158609818495046,0.799435185461941,3.77760314500126e-38,cis,Activated,Pt4,X5,2
2461,INVS,ENSG00000119509,-0.0380155169941305,0.529569555955432,0.519965831068631,6.6335979988358e-15,trans,Activated,Pt4,X5,2
2471,ITGB8,ENSG00000105855,-0.0695104813919338,0.253216616979707,0.892187938986707,1.16707587178886e-40,cis,Activated,Pt4,X5,2
2481,IVD,ENSG00000128928,4.69179351541933e-06,0.995411151215294,1.03177886039064,8.62269340152015e-70,trans,Activated,Pt4,X5,2
2491,JPX,ENSG00000225470,0.0134503671897082,0.767553625804892,0.59410724470543,6.92613338056958e-38,trans,Activated,Pt4,X5,2
2501,KAT7,ENSG00000136504,-0.0587096920415921,0.169517822072972,0.614517267808401,1.44559124261701e-39,cis,Activated,Pt4,X5,2
2511,KCNB1,ENSG00000158445,0.112153766248331,0.107239991267891,0.636918863486378,7.67818296542263e-21,cis,Activated,Pt4,X5,2
2521,KCNJ14,ENSG00000182324,-0.0484729273672681,0.456396119677028,-0.514633843202888,1.04501952103628e-16,cis,Repressed,Pt4,X5,2
2531,KDM3A,ENSG00000115548,-0.0739663060897437,0.187087699991972,1.15523968064085,4.46325824268399e-75,trans,Activated,Pt4,X5,2
2541,KDM7A,ENSG00000006459,-0.0148844535586796,0.840486604497681,0.578433910567087,2.76291111136027e-17,cis,Activated,Pt4,X5,2
2551,KIAA1147,ENSG00000257093,-0.00610918952169765,0.945573871210539,0.577578662480881,1.4323991385301e-22,cis,Activated,Pt4,X5,2
2561,KIAA1328,ENSG00000150477,0.0885848861042733,0.11626582551095,0.833077661908445,2.45380151252428e-41,trans,Activated,Pt4,X5,2
2571,KIAA1586,ENSG00000168116,-0.0154104524015829,0.717402440865101,1.06648340231774,1.01704957603164e-111,trans,Activated,Pt4,X5,2
2581,KIF23,ENSG00000137807,0.00825339481484801,0.892411252605887,1.03837589433372,6.92125393769105e-53,cis,Activated,Pt4,X5,2
2591,KIF2C,ENSG00000142945,0.0223318521712931,0.727422108678784,0.642497389639669,3.15230078982419e-23,trans,Activated,Pt4,X5,2
2601,KIF9,ENSG00000088727,-0.0606420409629432,0.268473351606966,-0.843420960460976,1.44145186336996e-63,trans,Repressed,Pt4,X5,2
2611,KIFC1,ENSG00000237649,-0.0470988664600234,0.432515928115985,1.29359599085305,5.76421512960188e-82,cis,Activated,Pt4,X5,2
2621,KLF12,ENSG00000118922,0.018315210835857,0.813942498865322,0.787945593478387,4.29198411534407e-39,cis,Activated,Pt4,X5,2
2631,KLHDC10,ENSG00000128607,-0.0344312527280941,0.524967900988118,0.508894082794041,1.90350113811491e-20,cis,Activated,Pt4,X5,2
2641,KMT5C,ENSG00000133247,-0.0516916412912373,0.326355632872308,0.757948636885093,2.9252049162696e-36,cis,Activated,Pt4,X5,2
2651,KPNA4,ENSG00000186432,-0.0433806193066412,0.281005458510065,0.532218996313862,1.6069567526352e-35,trans,Activated,Pt4,X5,2
2661,KRIT1,ENSG00000001631,0.0312820724404128,0.453076246716115,0.796440370087115,4.77672895284449e-69,cis,Activated,Pt4,X5,2
2671,LCOR,ENSG00000196233,0.016741295279067,0.737773325434725,0.719707374230816,2.01680317613291e-41,trans,Activated,Pt4,X5,2
2681,LDHB,ENSG00000111716,0.00630037317324606,0.72435235137063,-0.585837680251648,1.79512771650223e-234,trans,Repressed,Pt4,X5,2
2691,LENG8,ENSG00000167615,0.0637804580450904,0.226966299313814,0.590672100474769,9.7409288251687e-26,cis,Activated,Pt4,X5,2
2701,LHFPL6,ENSG00000183722,-0.0324581743582083,0.561471427457632,-1.14913187340962,8.95051203260884e-85,cis,Repressed,Pt4,X5,2
2711,LIN54,ENSG00000189308,0.0833487295962537,0.183455366458714,0.514097721622785,2.89677089621939e-14,trans,Activated,Pt4,X5,2
2731,LMLN,ENSG00000185621,-0.0906030193215531,0.170683948764039,0.705544870393444,3.13050170187181e-28,trans,Activated,Pt4,X5,2
2741,LOXL1,ENSG00000129038,0.092551573349405,0.109906899749667,0.909750720048321,2.80436677991864e-53,cis,Activated,Pt4,X5,2
2751,LRIG3,ENSG00000139263,0.0377382353277472,0.61619905087993,-0.647280388119189,1.6896209785262e-29,cis,Repressed,Pt4,X5,2
2761,LRRC58,ENSG00000163428,0.0607564218898433,0.168609810655895,-0.628046798534488,6.78840894429053e-55,trans,Repressed,Pt4,X5,2
2771,LRRC75A,ENSG00000181350,0.0508882093703236,0.456879398170026,-0.993885910395313,6.23221954890566e-59,trans,Repressed,Pt4,X5,2
2781,LYPLA2,ENSG00000011009,-0.0593151875674387,0.233630957753226,-0.965348031093048,5.60762502826721e-95,trans,Repressed,Pt4,X5,2
279,M6PR,ENSG00000003056,-0.0188731629679241,0.708689101573051,-1.58780162550644,0,cis,Repressed,Pt4,X5,2
280,MAD1L1,ENSG00000002822,0.0850271780654203,0.118573756915197,0.58899976732195,5.78169373567179e-26,cis,Activated,Pt4,X5,2
281,MAGEA12,ENSG00000213401,0.00979593181582226,0.792599671361565,0.614400899808231,1.19495228099435e-55,trans,Activated,Pt4,X5,2
2821,MAGOHB,ENSG00000111196,-0.0528334999010409,0.128145825751247,-0.595769451032531,1.09092941450234e-77,cis,Repressed,Pt4,X5,2
2831,MAP2K7,ENSG00000076984,-0.0213082758886797,0.677303142560632,0.545175033781149,4.93511540469201e-26,trans,Activated,Pt4,X5,2
2841,MAP3K11,ENSG00000173327,0.0614041300308372,0.209699256751843,1.10024213368278,2.86191005478526e-85,cis,Activated,Pt4,X5,2
2851,MAP3K3,ENSG00000198909,-0.0383503728563049,0.468804733937899,0.885379233067416,1.01662494239045e-43,cis,Activated,Pt4,X5,2
2861,MAP7D3,ENSG00000129680,-0.0965542010927055,0.109006492930516,-0.515716307647892,1.46962687557875e-18,trans,Repressed,Pt4,X5,2
2871,MAPK12,ENSG00000188130,-0.0481878102827212,0.364088668176646,0.799060745889683,6.31020312654735e-41,trans,Activated,Pt4,X5,2
2881,MAPK3,ENSG00000102882,0.0498263587216605,0.32609072420937,0.637383326094312,1.44194476993071e-31,trans,Activated,Pt4,X5,2
2891,MBD2,ENSG00000134046,-0.0491849632764636,0.257630846246463,0.566415768160644,3.47761863041965e-34,cis,Activated,Pt4,X5,2
2901,MBOAT2,ENSG00000143797,0.0694833644444919,0.133893349918438,0.668232471436495,1.31219869744922e-40,cis,Activated,Pt4,X5,2
2911,MCPH1,ENSG00000147316,0.0014001232263035,0.981653079433924,0.672644294163496,1.50246906110842e-34,cis,Activated,Pt4,X5,2
2921,METAP1D,ENSG00000172878,-0.0119451497621868,0.956379477563924,0.671996181437805,1.14055631835281e-26,trans,Activated,Pt4,X5,2
2931,MGA,ENSG00000174197,-0.031731375595766,0.486129752541374,0.56608348194853,4.18214111238448e-32,trans,Activated,Pt4,X5,2
2941,MGME1,ENSG00000125871,-0.0483443882339814,0.266669539316938,0.801057245418185,5.47271150444521e-62,cis,Activated,Pt4,X5,2
2951,MIB2,ENSG00000197530,-0.00606044775607538,0.91901139435791,0.689878744463883,3.79085928296959e-30,trans,Activated,Pt4,X5,2
2961,MICU3,ENSG00000155970,-0.0109351127781318,0.837104568003494,0.873600225420134,4.13743073303517e-47,cis,Activated,Pt4,X5,2
2971,MID1IP1,ENSG00000165175,0.0751363766075706,0.241256343718985,-1.98922972946602,7.12442661303078e-321,trans,Repressed,Pt4,X5,2
2981,MITD1,ENSG00000158411,0.0740930827543456,0.148274223266189,-0.642158768632578,8.37974104249491e-39,trans,Repressed,Pt4,X5,2
2991,MLF1,ENSG00000178053,0.0420262519451959,0.212953976106487,0.51499949012861,1.80522111702074e-45,trans,Activated,Pt4,X5,2
3001,MORN1,ENSG00000116151,0.0256353979836349,0.72956152127109,0.532866192113541,4.65659020343183e-15,trans,Activated,Pt4,X5,2
3011,MPHOSPH6,ENSG00000135698,0.0670604953150155,0.174922733864601,-0.733011107209663,1.48132791264649e-57,trans,Repressed,Pt4,X5,2
3021,MRPL3,ENSG00000114686,0.0499210613274863,0.147924406604595,-0.692361708559575,5.41025410911213e-104,trans,Repressed,Pt4,X5,2
3031,MRPL40,ENSG00000185608,0.0186695881984723,0.586345741310106,0.505168938974418,2.84608612553687e-46,trans,Activated,Pt4,X5,2
3041,MSH6,ENSG00000116062,0.0398297765935337,0.285336461585841,0.575368427711696,4.53257482030405e-46,trans,Activated,Pt4,X5,2
3051,MSMO1,ENSG00000052802,0.0717220470513282,0.176501162809094,-0.693421849613832,4.26614445551916e-39,cis,Repressed,Pt4,X5,2
3061,MTPN,ENSG00000105887,0.0330605220060455,0.250505607536976,0.782350881851186,3.59282158373975e-127,cis,Activated,Pt4,X5,2
3071,MTURN,ENSG00000180354,-0.0440580410166721,0.362748990706059,0.689872010653736,3.93812262102916e-38,cis,Activated,Pt4,X5,2
3081,MYBBP1A,ENSG00000132382,-0.0288785523481639,0.584018044512299,-0.9734583154578,8.93533640491894e-82,trans,Repressed,Pt4,X5,2
3091,MYCBP2,ENSG00000005810,-0.041345773655585,0.263946409803762,0.624210362960216,7.47274936232229e-53,cis,Activated,Pt4,X5,2
3101,MYO1E,ENSG00000157483,0.077149831687842,0.22505303614193,0.80743729502286,1.12651414571314e-33,cis,Activated,Pt4,X5,2
3111,MZT2B,ENSG00000152082,0.0183891128148135,0.551794451826601,0.711167048872727,3.75467767247368e-207,trans,Activated,Pt4,X5,2
3121,NAALAD2,ENSG00000077616,-0.0326888125331878,0.61318039558946,0.913681856608339,1.4579108687878e-41,cis,Activated,Pt4,X5,2
3131,NAGLU,ENSG00000108784,-0.0870376602696319,0.117496415070075,0.616523304494957,2.41501994357896e-22,cis,Activated,Pt4,X5,2
3141,NANP,ENSG00000170191,-0.00222403292639373,0.986487883677375,0.531486935737399,6.17639419179127e-18,cis,Activated,Pt4,X5,2
3151,NARS,ENSG00000134440,-0.0108990729217101,0.785060186886863,-0.512573817569275,2.91553656670453e-50,cis,Repressed,Pt4,X5,2
3161,NAXD,ENSG00000213995,0.0749655763654817,0.13883672062496,0.974966007322135,5.94574639568366e-65,cis,Activated,Pt4,X5,2
3171,NBPF1,ENSG00000219481,0.0408062952972837,0.537931992107181,0.636998102586775,1.7307842556044e-24,trans,Activated,Pt4,X5,2
3191,NCAPD2,ENSG00000010292,-0.0729954596733325,0.17322385367825,-0.704062214997574,3.0267389216263e-42,cis,Repressed,Pt4,X5,2
3201,NCAPG,ENSG00000109805,0.056069432324199,0.333659116243269,1.07165309685304,3.89020889612331e-62,cis,Activated,Pt4,X5,2
3211,NCOA4,ENSG00000266412,-0.00362697408735363,0.946108635156511,0.813683086787468,2.46363558059525e-48,trans,Activated,Pt4,X5,2
3221,NDE1,ENSG00000072864,-0.00896066653072621,0.948604390595344,0.526238139371157,8.62897495736366e-18,cis,Activated,Pt4,X5,2
3231,NECAB3,ENSG00000125967,-0.0234312024634074,0.774185668962894,0.519650480034278,4.74752521112582e-20,cis,Activated,Pt4,X5,2
3241,NEO1,ENSG00000067141,0.00063915112749707,0.986023589156781,0.956294921192937,3.20677761539506e-65,cis,Activated,Pt4,X5,2
3251,NEXMIF,ENSG00000050030,0.0454702220040175,0.421976652578908,0.936178064613107,4.40913141432366e-48,trans,Activated,Pt4,X5,2
3261,NFAT5,ENSG00000102908,-0.0596517868470975,0.266993183260842,0.635595874488697,3.52897724974433e-27,trans,Activated,Pt4,X5,2
3271,NFATC2IP,ENSG00000176953,0.0234991967400434,0.608051750425703,0.666977775936712,3.88512391053406e-44,trans,Activated,Pt4,X5,2
3281,NFYA,ENSG00000001167,-0.0302167798805295,0.548809192136124,0.908053660713883,2.25632424951896e-60,cis,Activated,Pt4,X5,2
3291,NHLRC2,ENSG00000196865,0.0760959506847393,0.153339437495752,0.551363496970256,1.49034322899028e-22,trans,Activated,Pt4,X5,2
3301,NIFK,ENSG00000155438,0.0290459294458916,0.421732357404748,-0.705210579035454,6.34384447430135e-102,trans,Repressed,Pt4,X5,2
3311,NINL,ENSG00000101004,0.0901331384869685,0.102746441490364,0.642867020579048,7.82660676256509e-29,cis,Activated,Pt4,X5,2
3321,NIP7,ENSG00000132603,0.0717771327046753,0.118888860669194,-0.642229360364256,6.37002778056231e-54,trans,Repressed,Pt4,X5,2
3331,NIPAL3,ENSG00000001461,0.0402641152887261,0.568633864011474,0.616170084381068,1.40615759767323e-20,trans,Activated,Pt4,X5,2
3341,NMD3,ENSG00000169251,0.0811825055982556,0.113623558138884,0.645339968688914,1.85747997127911e-30,trans,Activated,Pt4,X5,2
3351,NME3,ENSG00000103024,-0.0285841019490115,0.55593219680226,0.826600092396808,2.2398941915889e-55,cis,Activated,Pt4,X5,2
3361,NOC2L,ENSG00000188976,-0.0357284510312699,0.344951134488079,-0.593883472828423,4.92762581319903e-66,trans,Repressed,Pt4,X5,2
3371,NOL3,ENSG00000140939,0.041693096252439,0.520846645547449,0.62525686168847,3.00835300141393e-20,trans,Activated,Pt4,X5,2
3381,NOP16,ENSG00000048162,0.0732291948932784,0.131241577582172,-1.80395779224271,0,trans,Repressed,Pt4,X5,2
3391,NPIPB5,ENSG00000243716,0.0980688002888032,0.112203970438383,0.754846209138705,7.74229102433273e-29,trans,Activated,Pt4,X5,2
3401,NR2F6,ENSG00000160113,0.0885138217697557,0.138420614692024,0.536612376788592,1.03967571718736e-17,trans,Activated,Pt4,X5,2
3411,NRM,ENSG00000137404,-0.0080183176026729,0.894281208621891,0.708408109870042,6.45171793501147e-35,cis,Activated,Pt4,X5,2
3421,NSD3,ENSG00000147548,0.0220613948962132,0.435855800268021,1.03971610421462,8.64996276520527e-209,cis,Activated,Pt4,X5,2
3431,NSUN6,ENSG00000241058,0.0302589188828271,0.62962440477615,-0.893292684393385,1.58855186979148e-64,trans,Repressed,Pt4,X5,2
3441,NUP205,ENSG00000155561,0.0640400543240504,0.205445313484863,0.767264796437467,3.42827108743452e-43,cis,Activated,Pt4,X5,2
3451,ORC4,ENSG00000115947,-0.00145640766205994,0.982661410799113,0.610041199283367,1.80191525255525e-38,trans,Activated,Pt4,X5,2
3461,OSBPL2,ENSG00000130703,0.0763066829924892,0.140709322251448,0.949805111888968,2.0702631602737e-59,cis,Activated,Pt4,X5,2
3471,PACSIN3,ENSG00000165912,-0.00403772759944439,0.97589634056974,0.721280427184847,6.32102552831374e-43,cis,Activated,Pt4,X5,2
3481,PALB2,ENSG00000083093,-0.0691270375718121,0.259364988831,0.738675285829363,9.61180145870438e-31,trans,Activated,Pt4,X5,2
3491,PCM1,ENSG00000078674,0.00780448994923356,0.806778957822058,0.904000759553134,1.3716097610637e-146,cis,Activated,Pt4,X5,2
3501,PGAP1,ENSG00000197121,0.0170779982873213,0.749459773564526,1.08979934180792,1.81996909322681e-74,cis,Activated,Pt4,X5,2
3511,PHC3,ENSG00000173889,-0.0399218077352346,0.468455722904945,1.03591070488392,4.34144504199679e-62,trans,Activated,Pt4,X5,2
3521,PHF12,ENSG00000109118,0.00852036074010854,0.94337343216214,0.674630219379939,1.33984951134766e-31,trans,Activated,Pt4,X5,2
3531,PIF1,ENSG00000140451,0.0299667457909578,0.658303531072927,1.18518231796923,1.66545843610852e-56,cis,Activated,Pt4,X5,2
3541,PIKFYVE,ENSG00000115020,0.0163761602014086,0.799564639582659,0.759821728996049,4.44724930730291e-34,trans,Activated,Pt4,X5,2
3551,PJA2,ENSG00000198961,0.0571729605433243,0.229207940747844,0.815265154328153,2.44021510365573e-54,trans,Activated,Pt4,X5,2
3561,PKD1,ENSG00000008710,0.0779578289340091,0.1705248516855,0.536335476335928,1.85283112440578e-17,cis,Activated,Pt4,X5,2
3571,PKN2,ENSG00000065243,0.0401159624036061,0.254732630482028,0.581737509468399,1.61894747219441e-53,cis,Activated,Pt4,X5,2
3581,PODXL,ENSG00000128567,-0.0541958554356813,0.383859322733716,0.518729272399203,2.93955718714617e-14,cis,Activated,Pt4,X5,2
3591,POLH,ENSG00000170734,-0.0223811203037718,0.843794815995943,0.540869826411836,4.93001620279045e-20,trans,Activated,Pt4,X5,2
3601,POLR1B,ENSG00000125630,0.067715888799123,0.238718614366596,-0.76318619535938,2.08447517371779e-49,trans,Repressed,Pt4,X5,2
3611,POM121,ENSG00000196313,0.0573384562662727,0.171290511303835,1.17708008138175,5.73357012373366e-126,cis,Activated,Pt4,X5,2
3621,POMZP3,ENSG00000146707,0.00819904481697025,0.929130301691207,1.18385392403492,1.7773521792893e-75,cis,Activated,Pt4,X5,2
3631,POP1,ENSG00000104356,0.0966494927833198,0.130520892964139,-1.317651704357,5.23330323509306e-130,cis,Repressed,Pt4,X5,2
3641,PPARA,ENSG00000186951,0.0434915455033332,0.557431494749225,0.664083742011192,1.22867289032855e-22,trans,Activated,Pt4,X5,2
3651,PPIH,ENSG00000171960,0.0415020544675279,0.3396299290617,-0.586616627513061,1.69097057321699e-53,trans,Repressed,Pt4,X5,2
3661,PPM1D,ENSG00000170836,0.0182836808663126,0.733891022916827,0.527374032694531,1.49993896603078e-20,cis,Activated,Pt4,X5,2
3671,PPM1E,ENSG00000175175,0.0554751691474433,0.42386149114795,0.625101236138116,3.15956443132058e-20,cis,Activated,Pt4,X5,2
3681,PPM1K,ENSG00000163644,0.0331685267403508,0.548042621130393,0.514936533941443,1.56625321178492e-18,trans,Activated,Pt4,X5,2
3691,PPM1L,ENSG00000163590,-0.0823099316235643,0.18641877496503,0.789601553888381,4.16325415237316e-31,trans,Activated,Pt4,X5,2
3701,PPP1R2,ENSG00000184203,-0.0384626303880362,0.330739803231527,0.740547195293236,8.02997418669424e-64,trans,Activated,Pt4,X5,2
3711,PPP4R3B,ENSG00000275052,0.053936985761929,0.170638097153042,0.571520538216037,1.35687958756192e-42,trans,Activated,Pt4,X5,2
3721,PRELID3B,ENSG00000101166,8.65783467699227e-05,0.999403179800831,0.635174524060855,2.10401705619736e-53,cis,Activated,Pt4,X5,2
3731,PRKAA2,ENSG00000162409,-0.0918510718402394,0.108635434384239,-0.827513660878122,5.9463123456186e-48,cis,Repressed,Pt4,X5,2
3741,PRKACA,ENSG00000072062,0.0719695628752862,0.249874638763611,0.691153220049015,2.45717055001083e-26,trans,Activated,Pt4,X5,2
3751,PRKAG2,ENSG00000106617,-0.0415450112428216,0.482708943820528,1.18629935665863,1.41676952765638e-71,cis,Activated,Pt4,X5,2
3761,PRKAR1B,ENSG00000188191,0.0729750156538558,0.127502993355501,0.628205383511119,2.01648155539504e-34,cis,Activated,Pt4,X5,2
3771,PRKG1,ENSG00000185532,0.0903356217607496,0.143294658822223,0.639148034861423,8.37782674869876e-23,trans,Activated,Pt4,X5,2
3781,PRMT5,ENSG00000100462,0.019696880407402,0.667237264455382,-0.818882090334897,4.97862207669396e-89,trans,Repressed,Pt4,X5,2
3791,PRPF8,ENSG00000174231,-0.00654820065908251,0.851855318530261,0.958632536317177,1.06183220383172e-134,trans,Activated,Pt4,X5,2
3801,PRR18,ENSG00000176381,-0.0396096302327703,0.529949922824402,0.710911189041301,1.80570334148532e-26,cis,Activated,Pt4,X5,2
3811,PRSS16,ENSG00000112812,0.0428862881557171,0.478208497068515,1.22014148099322,3.30522702183433e-78,cis,Activated,Pt4,X5,2
3821,PSMB10,ENSG00000205220,0.060075727397418,0.363387824661577,0.556427751761345,2.37091161915934e-16,trans,Activated,Pt4,X5,2
3831,PSMB5,ENSG00000100804,0.0307483135083968,0.204273114498792,-1.12668976082805,0,trans,Repressed,Pt4,X5,2
3841,PSMD5,ENSG00000095261,0.051419132855878,0.38106846510365,0.566538351237349,3.78325609719084e-22,trans,Activated,Pt4,X5,2
3851,PSMG2,ENSG00000128789,-0.0461332239096953,0.404176271325514,-0.9657436241502,1.96953981954503e-94,cis,Repressed,Pt4,X5,2
3861,PTAR1,ENSG00000188647,0.0655567236529414,0.167757296030558,0.722696561363584,6.24832524636893e-44,trans,Activated,Pt4,X5,2
3871,PTGIS,ENSG00000124212,0.0163395166504106,0.855166874996522,0.767501717067425,2.98682386535124e-33,cis,Activated,Pt4,X5,2
3881,PTGR1,ENSG00000106853,0.0147733273550953,0.777784840464946,0.769904535122882,2.59392459435031e-50,trans,Activated,Pt4,X5,2
3891,PTPN9,ENSG00000169410,0.0800507372650545,0.189336531881689,0.740136778128419,1.77009951964796e-34,cis,Activated,Pt4,X5,2
3901,PURG,ENSG00000172733,-0.0492780645136647,0.453728127197502,0.675644017386752,3.26948252925646e-23,cis,Activated,Pt4,X5,2
3911,PUS7,ENSG00000091127,-0.0726535015775892,0.133073283783556,0.825835623065848,8.62406883210842e-52,cis,Activated,Pt4,X5,2
3921,QKI,ENSG00000112531,0.0405728477958212,0.257671438634018,0.564903102446174,1.20810039856221e-50,cis,Activated,Pt4,X5,2
3931,RAB3C,ENSG00000152932,0.0457938318319964,0.443666858752937,0.520770444996327,6.25629386886275e-15,trans,Activated,Pt4,X5,2
3941,RAB8A,ENSG00000167461,-0.0321585525586267,0.52011204964293,0.953256583638674,3.28860433863823e-67,trans,Activated,Pt4,X5,2
3951,RAB8B,ENSG00000166128,0.0559804201277854,0.312885181033166,0.651514351423869,9.55672502457207e-27,cis,Activated,Pt4,X5,2
3961,RABGGTA,ENSG00000100949,0.0419845107163883,0.540962335959078,-0.678188117050247,4.30292969068765e-26,trans,Repressed,Pt4,X5,2
3971,RABL6,ENSG00000196642,0.0400918815714048,0.327505137542711,0.669808738088481,1.48604489983273e-54,trans,Activated,Pt4,X5,2
3981,RAD21,ENSG00000164754,0.0342562496631244,0.362901916059647,1.19775783338125,2.0099046015847e-155,cis,Activated,Pt4,X5,2
3991,RARS,ENSG00000113643,0.060156794203361,0.145725513008379,-1.18189907194417,4.50583585631692e-236,trans,Repressed,Pt4,X5,2
4001,RASL12,ENSG00000103710,-0.0365968146755641,0.60244416973553,0.516353226251521,2.46538538538422e-14,cis,Activated,Pt4,X5,2
4011,RAVER2,ENSG00000162437,-0.0268324037062786,0.713852680834565,-0.785301081495993,4.35086654097139e-36,cis,Repressed,Pt4,X5,2
4021,RBSN,ENSG00000131381,0.0677981621503158,0.237916894351098,0.767911948631213,4.68044172844524e-38,cis,Activated,Pt4,X5,2
4031,RCC1L,ENSG00000274523,-0.0117633216483066,0.827661913819056,0.646320238468959,3.76770985484641e-31,cis,Activated,Pt4,X5,2
4041,RCN2,ENSG00000117906,0.0264011140063003,0.278485041917674,1.55154761402237,0,cis,Activated,Pt4,X5,2
4051,REL,ENSG00000162924,0.045293195579672,0.354245647934393,0.966522248116544,6.45166659194998e-71,trans,Activated,Pt4,X5,2
4061,REPIN1,ENSG00000214022,0.0345968615996314,0.509621332654292,0.505315393872976,2.02601145593305e-19,cis,Activated,Pt4,X5,2
4071,RETREG3,ENSG00000141699,0.0712043465946694,0.242109049676227,0.772902442287774,3.03136602995987e-34,cis,Activated,Pt4,X5,2
4081,REXO1,ENSG00000079313,-0.0401681473282319,0.453968951594618,0.714422256633346,2.59388555194358e-36,trans,Activated,Pt4,X5,2
4091,RFC2,ENSG00000049541,-0.0295455547989033,0.449261846002893,0.612592809676371,3.23869983912292e-50,cis,Activated,Pt4,X5,2
4101,RINL,ENSG00000187994,0.00857954419453825,0.874052894433605,1.003063604472,7.38396193748982e-68,cis,Activated,Pt4,X5,2
4111,RMDN3,ENSG00000137824,0.0692699431751428,0.170708706643224,0.52051983886383,1.72485476460806e-22,trans,Activated,Pt4,X5,2
4121,RNF114,ENSG00000124226,0.0271722014729652,0.476304380366505,0.513234604069956,4.31253096870677e-39,cis,Activated,Pt4,X5,2
4131,RNF166,ENSG00000158717,0.0151867273654527,0.829875702388104,0.52819591835708,2.3695361650891e-18,trans,Activated,Pt4,X5,2
4141,RNF168,ENSG00000163961,-0.0532834854482373,0.257936790302677,0.662076506919286,1.58530722574605e-36,trans,Activated,Pt4,X5,2
4151,RNF170,ENSG00000120925,0.060241366748518,0.250198125495043,0.635203564938421,1.56112816450723e-28,cis,Activated,Pt4,X5,2
4161,RNF5,ENSG00000204308,-0.0392314958286365,0.134196013713901,0.793807817004715,4.76271561749128e-149,cis,Activated,Pt4,X5,2
4171,ROGDI,ENSG00000067836,0.0451215431209069,0.473977325387074,0.707094886966635,2.7632718565075e-27,cis,Activated,Pt4,X5,2
4181,ROR2,ENSG00000169071,-0.00384662625996177,0.900096877800621,0.773538309668058,1.30979829807657e-29,trans,Activated,Pt4,X5,2
4191,RPRD1B,ENSG00000101413,0.0574312160953086,0.241451201432705,0.502707751542893,1.51199988025055e-21,cis,Activated,Pt4,X5,2
4201,SAMHD1,ENSG00000101347,0.027213594532207,0.613742982277085,0.669897551668761,6.41165776668381e-33,cis,Activated,Pt4,X5,2
4211,SARAF,ENSG00000133872,-0.0241741261584117,0.513740308955871,0.877262846181173,3.24838644511064e-100,cis,Activated,Pt4,X5,2
4221,SCARB2,ENSG00000138760,-0.0202456460077344,0.689319788928734,0.787722356553069,1.33601308454746e-50,trans,Activated,Pt4,X5,2
4231,SCLT1,ENSG00000151466,0.0089046878527345,0.865794703075438,0.736470501906013,1.21258950144987e-36,cis,Activated,Pt4,X5,2
4251,SDHD,ENSG00000204370,-0.00868900069559254,0.825119136059381,-0.652659375156186,1.99637793847231e-85,cis,Repressed,Pt4,X5,2
4261,SDR39U1,ENSG00000100445,-0.0266899324346023,0.595705538064909,-0.845302597617989,1.82947386401336e-78,trans,Repressed,Pt4,X5,2
4271,SEH1L,ENSG00000085415,0.056322521205703,0.369398149592511,-0.936457459679038,6.39537434171025e-65,cis,Repressed,Pt4,X5,2
