gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,direction
AAAS,ENSG00000094914,-0.0950934927718492,0.153868379448288,-0.920701175684363,1.43109738198614e-50,Repressed
AADAT,ENSG00000109576,-0.109674275701443,0.146461067299398,0.531956694099035,2.12159303386128e-09,Activated
AAED1,ENSG00000158122,0.0355618885246773,0.734190938364147,0.759622445494497,3.33414109710193e-20,Activated
AARSD1,ENSG00000266967,0.0232837789180809,0.75705593556775,0.86535889271315,1.50634259285142e-27,Activated
ABCB8,ENSG00000197150,0.00540019624701566,0.964101878648527,0.562251842745467,5.72776890815431e-11,Activated
ABCE1,ENSG00000164163,-0.0685923312760581,0.104994392577333,0.806780207015241,2.2627145446388e-53,Activated
ABHD13,ENSG00000139826,-0.0726732706360473,0.332868515933542,0.805782181525334,1.67497386116626e-21,Activated
ABRACL,ENSG00000146386,-0.0289111779570546,0.767505495402785,-0.715410110867014,2.68967297101094e-29,Repressed
AC004540.1,ENSG00000214870,-0.0638379263646064,0.445540048501816,0.519829584566121,3.78459930118902e-09,Activated
AC006213.2,ENSG00000267058,0.0657785403428839,0.435657936058728,0.508867084049895,1.38972677697751e-08,Activated
AC139887.2,ENSG00000249592,-0.0258271349648641,0.750204402812006,0.697298379601101,2.81020616371892e-17,Activated
ACAA1,ENSG00000060971,-0.0977901066790752,0.126582794334327,0.866639309773266,4.09868801764529e-30,Activated
ACAP2,ENSG00000114331,0.0354524733290144,0.582618653979363,0.739387665356376,1.1226157188229e-25,Activated
ACBD3,ENSG00000182827,-0.00960144106457461,0.906558800660735,-0.665045527567539,1.79358015424426e-25,Repressed
ACSS2,ENSG00000131069,0.0640753788372076,0.428315607356337,0.566372810690937,5.40740149188123e-11,Activated
ADAM9,ENSG00000168615,0.0755582807263338,0.307116316845792,0.839013097045207,2.64497243020514e-22,Activated
ADD2,ENSG00000075340,-0.0816161111306032,0.329905474729873,-0.55869819095684,3.49919796917349e-13,Repressed
ADNP,ENSG00000101126,-0.045563076792889,0.429450618324538,0.659411755550245,1.0421822860247e-25,Activated
ADNP2,ENSG00000101544,0.0900623671187618,0.23842568080033,0.650496577794448,2.53954933491838e-16,Activated
AGPAT5,ENSG00000155189,-0.0546221007302997,0.359632231332869,0.732945035694221,1.49796899760568e-27,Activated
AGTRAP,ENSG00000177674,-0.0921196875315435,0.20514770996973,-0.766348019335095,3.14438314617358e-31,Repressed
AIG1,ENSG00000146416,0.0111515181769961,0.883023375262198,-0.834376292259265,7.84794420481567e-39,Repressed
AKAP13,ENSG00000170776,-0.0801077270400385,0.195805509610736,0.725749050499844,1.90305898429952e-23,Activated
AKT2,ENSG00000105221,-0.0710250951894751,0.254054567427767,0.542423613613015,7.5860929771971e-15,Activated
AL135925.1,ENSG00000272447,0.0755161992164417,0.221838013639907,0.723080856717908,2.36932416538867e-24,Activated
AL355488.1,ENSG00000273373,-0.00897295008090808,0.903151478777284,0.523312719088935,1.91280191835761e-09,Activated
ALDH2,ENSG00000111275,-0.0846821388669906,0.168126049347208,0.980063852637684,1.92041791143448e-39,Activated
ALDH6A1,ENSG00000119711,-0.0933982486859121,0.177791540020555,0.908940613354448,2.62774833684214e-27,Activated
ALG8,ENSG00000159063,-0.0613651646851089,0.347430751981923,-0.961901386225124,5.27276085675449e-54,Repressed
ALYREF,ENSG00000183684,-0.0398872119959895,0.484733039202473,0.820756242938775,1.71177867399483e-39,Activated
AMPD2,ENSG00000116337,-0.0583522810155746,0.511554562393732,-0.785867928775925,4.37917830522461e-26,Repressed
AMPH,ENSG00000078053,-0.0548888713613876,0.504419180904433,0.555626068350465,6.18697115188131e-11,Activated
ANAPC10,ENSG00000164162,0.030688990425337,0.775833079484402,1.02213034610407,1.95858297975762e-42,Activated
ANKRD13B,ENSG00000198720,-0.066448144163268,0.469411032653259,-0.827789636053335,2.91203602604283e-24,Repressed
ANKRD27,ENSG00000105186,-0.00567038293823829,0.927552879842121,0.549398810069337,2.29760484542378e-10,Activated
ANKRD42,ENSG00000137494,-0.0692966778369213,0.444458802049943,0.549183084021921,2.43441298621829e-11,Activated
ANKRD45,ENSG00000183831,-0.00834452037957221,0.910060895656558,-0.662373049842196,7.77986666553233e-19,Repressed
ANOS1,ENSG00000011201,-0.04530446297716,0.620847953978238,-1.65857765512797,2.59151182307968e-110,Repressed
ANXA2,ENSG00000182718,0.0872011112458939,0.200481101559789,1.32632700190056,3.81302649788726e-56,Activated
ANXA5,ENSG00000164111,-0.040932163556491,0.370050395909975,0.826128007322654,1.55294732247043e-54,Activated
AP1AR,ENSG00000138660,0.092262340063591,0.209996555871618,0.557540803046557,1.12393498874423e-11,Activated
AP1G1,ENSG00000166747,-0.0259273346175675,0.764497396068559,0.552076160895175,6.00294087953099e-12,Activated
AP1M1,ENSG00000072958,-0.0681839992607064,0.403518707266052,-0.936077393767163,3.83286645080618e-33,Repressed
AP2B1,ENSG00000006125,0.0259784159568884,0.718022502676819,-0.763635315183814,4.76945390069739e-34,Repressed
