gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
A1BG,ENSG00000121410,-0.720699514390746,9.93695131113725e-06,-0.121554037029062,0.483614099327631,trans,Towards UnRx
A2ML1,ENSG00000166535,0.808913013459112,0.000322237542775972,-0.351949489304631,0.0640704014594545,cis,Away from UnRx
A4GALT,ENSG00000128274,-1.08446726111088,7.3271262974648e-08,-0.756574177260777,1.96224878802579e-05,trans,Towards UnRx
AAAS,ENSG00000094914,-0.862171880634394,0.000245729621882641,-0.331689043833971,0.147875118982358,trans,Towards UnRx
AACS,ENSG00000081760,0.639948642914755,0.00126441561839959,0.316049203759195,0.0524956914408732,trans,Towards UnRx
AASDH,ENSG00000157426,0.596970044344601,0.00478288167913377,0.308082761885797,0.0975347284294015,trans,Towards UnRx
ABCA3,ENSG00000167972,-0.854655677187967,4.00245006216741e-05,-0.63895938557362,0.000365205429830144,cis,Towards UnRx
ABCA7,ENSG00000064687,-0.996097997883002,9.93663761564861e-07,-0.376261739670507,0.0549005663184371,trans,Towards UnRx
ABCB8,ENSG00000197150,-0.552286100266909,0.00256504056802918,-0.490901071051317,0.0016854324774499,cis,Towards UnRx
ABHD11,ENSG00000106077,-0.610324743545994,2.66237736245401e-07,-0.65593830549689,3.47212493177952e-13,cis,Towards UnRx
ABHD5,ENSG00000011198,0.825642887938459,2.62237906712315e-12,0.225674253535692,0.0245927619323364,trans,Towards UnRx
ABHD8,ENSG00000127220,-0.541608568737048,0.00849532704635737,-0.115329957282223,0.59049170632242,trans,Towards UnRx
ABTB1,ENSG00000114626,-0.811609205119067,0.000453822560606595,-0.94117825832419,7.15231063603991e-07,cis,Towards UnRx
AC019171.1,ENSG00000269210,-0.67026778231721,0.0069141154310056,-0.643612608962612,0.000869435923521219,trans,Towards UnRx
ACAD8,ENSG00000151498,0.742749508702731,0.000260318720274366,0.222736211189198,0.219293706275736,trans,Towards UnRx
ACAP3,ENSG00000131584,-0.681344495038299,0.000109096839717133,-0.12381340562309,0.494928972055531,cis,Towards UnRx
ACO1,ENSG00000122729,0.750103430140806,0.00157632274307479,0.420672240317408,0.0279400818856205,trans,Towards UnRx
