gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
CARMIL1,-0.500466957330179,7.76405838233188,71.3170317665789,4.10176624659719e-17,2.42004208549234e-15,ENSG00000079691,1.09649923730827,7.35180091491534,181.754573091153,4.39553097225393e-40,5.7467261245375e-39,ENSG00000079691,NA,NA,NA,NA,4,4,NA,NA,unkn,FALSE,0,0
COMMD6,0.532114007114369,8.36109763676523,206.930124824484,7.23671217144889e-46,2.04143127411466e-43,ENSG00000188243,-0.31116354120766,8.39572948542811,55.8605750985513,1.05876123083784e-13,3.96727170024429e-13,ENSG00000188243,NA,NA,NA,3,3,3,2,3,unkn,FALSE,0,0
COX6B1,0.525806508793703,8.8411820098888,332.386285104606,1.31227186747171e-71,1.07689801342428e-68,ENSG00000126267,-0.600376979066932,9.05124114298088,350.731337485575,1.73213695628816e-73,5.20102990074793e-72,ENSG00000126267,4,NA,3,3,3,3,2,NA,cis,FALSE,Away from UnRx cis,darkred
GAGE2A,0.588956471183119,10.1988812912543,825.581177539062,2.57531300318093e-166,2.32473504797143e-162,ENSG00000189064,1.91188329727515,10.1235451718041,3096.26240688785,0,0,ENSG00000189064,5,5,5,NA,NA,NA,NA,NA,unkn,TRUE,0,0
HSPE1,0.58754550097013,9.39765701053563,459.518693372701,5.76973072344916e-97,7.4404798915108e-94,ENSG00000115541,-0.36688784874013,9.64235596998458,125.167979798318,2.07871992700657e-28,1.70849535606526e-27,ENSG00000115541,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
KCNMA1,-0.530749007628794,9.15545184535902,90.5322676037253,2.93373698040032e-21,2.64828437220737e-19,ENSG00000156113,3.68797634626512,8.50097447856605,1059.60586675559,4.37647889878486e-195,7.03987891433107e-193,ENSG00000156113,NA,11,11,11,NA,NA,11,NA,unkn,FALSE,0,0
KRCC1,-0.51999710953528,7.72776354765708,95.5871318908767,2.3498332286696e-21,2.14262066214146e-19,ENSG00000172086,-0.173120347541343,7.38222597047797,6.26815319206236,0.012353926982703,0.01785403084553,ENSG00000172086,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
LGI2,-0.573926144578879,7.8406374851699,82.8339024768783,1.3327646856648e-19,1.01956498453357e-17,ENSG00000153012,0.936013036508325,7.41633891929231,124.656496937,2.65813493086436e-28,2.17875154296871e-27,ENSG00000153012,3,3,3,3,3,3,2,3,cis,FALSE,Away from UnRx cis,darkred
MIF,0.569119209626598,8.25403840379641,211.397296022797,8.50887011514364e-47,2.4777280815936e-44,ENSG00000240972,0.0420631216638534,8.20580070311661,0.799113965162043,0.371441645710592,0.419817609104268,ENSG00000240972,2,2,2,2,2,2,2,1,trans,TRUE,Towards UnRx trans,deepskyblue
NDUFS5,0.501115663752429,8.48473409309567,213.048098303846,3.85989822657113e-47,1.24440361754491e-44,ENSG00000168653,-0.868350777647978,8.68718920457356,549.219591313748,2.70984069032951e-110,1.56475929092873e-108,ENSG00000168653,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
NEAT1,0.583914417571738,7.89382387893131,82.8980983770122,1.29096460037215e-19,9.96028841671743e-18,ENSG00000245532,1.52191000496244,7.62436991136263,223.104834965279,1.88410337221882e-48,3.18424074614393e-47,ENSG00000245532,3,3,3,3,3,3,2,3,cis,TRUE,Towards UnRx cis,deepskyblue4
OLFML3,-0.502048047649955,7.72174290459886,73.3246078644129,1.50809104630677e-17,9.51995655595188e-16,ENSG00000116774,-0.699843354196998,7.42464298257168,92.2344555654478,1.75035340405761e-21,1.02986175465389e-20,ENSG00000116774,4,4,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
S100A11,0.560567761266233,7.71454042451258,95.164937657931,2.96621722993638e-22,2.97511588162619e-20,ENSG00000163191,-0.136698314636154,7.50962217806533,3.24745709587697,0.0716508354415704,0.0924950882283843,ENSG00000163191,4,NA,4,4,4,4,4,4,trans,FALSE,Away from UnRx trans,coral2
SMC6,-0.541072564852307,8.54122401813358,155.782795064921,3.78206383638877e-35,7.93969540722823e-33,ENSG00000163029,0.464633939959879,8.12878430240445,60.616974734225,9.95242729950642e-15,3.95812208008626e-14,ENSG00000163029,NA,NA,3,3,3,3,3,3,unkn,FALSE,0,0
SOX2,-0.519173280175297,7.75524934720932,71.4820180614144,3.77786047752428e-17,2.25894092134601e-15,ENSG00000181449,-0.0166483086588799,7.39707651419275,0.0799900729507671,0.777333513061656,0.808850674097193,ENSG00000181449,NA,NA,3,3,3,3,3,NA,unkn,TRUE,0,0
TESC,-0.615590163037444,7.7460054318585,110.573563285452,1.48854655349433e-25,1.86626524144351e-23,ENSG00000088992,0.55862726314968,7.34184770503445,52.4991768286627,1.92486761264252e-12,6.67149190253323e-12,ENSG00000088992,NA,2,NA,2,2,2,2,2,unkn,FALSE,0,0
TMSB10,0.519554812522089,9.98744828096069,508.219505185631,1.69924579189172e-106,3.83477294085164e-103,ENSG00000034510,-1.07303111011492,10.4928252480646,1235.43580474238,1.48617964761588e-221,3.18750149183902e-219,ENSG00000034510,3,NA,3,3,3,3,3,3,trans,FALSE,Away from UnRx trans,coral2
TNNI1,0.505971051224355,7.71551942369397,60.703947521498,8.24903831303471e-15,3.82483317815571e-13,ENSG00000159173,1.41487899067296,7.41041817035138,205.069572184324,8.10161158668477e-45,1.23903764300266e-43,ENSG00000159173,NA,NA,NA,4,4,4,4,NA,unkn,TRUE,0,0
ZFAS1,0.654753568036567,8.54887420355845,289.482086585487,6.88022854548877e-63,4.77752485231747e-60,ENSG00000177410,-0.552611727348679,8.72285278764461,163.553604700295,2.33906308081808e-36,2.63049690786633e-35,ENSG00000177410,4,4,NA,3,3,3,2,4,cis,FALSE,Away from UnRx cis,darkred
