gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
AIF1,ENSG00000204472,0.60668746097119,6.74588575592857e-24,0.691834496879928,1.80971457280158e-20,cis,Towards UnRx
APOE,ENSG00000130203,-0.723142425713713,3.84098575072131e-45,0.782081539325781,2.12734272314776e-26,cis,Away from UnRx
CACNA2D1,ENSG00000153956,-0.686153811290049,6.67295831939448e-35,-0.266976762278498,0.000101318188378473,cis,Towards UnRx
DDIT4,ENSG00000168209,-0.510649681003197,6.32968686905523e-13,0.754225579823239,2.51795885550215e-16,cis,Away from UnRx
GADD45B,ENSG00000099860,-0.515678800554003,1.47362179158198e-19,-0.183792060395611,0.0093507525032919,trans,Towards UnRx
HES1,ENSG00000114315,0.821573556413575,4.595496555116e-35,2.97604899441026,2.22032658971513e-137,trans,Towards UnRx
HES6,ENSG00000144485,-0.606832326216664,2.78509672645224e-31,-0.914440555055728,2.96435596626806e-52,trans,Towards UnRx
NDUFB3,ENSG00000119013,0.513230503131268,1.44640281296779e-54,0.769588528638838,1.88334667794998e-67,cis,Towards UnRx
NDUFC1,ENSG00000109390,0.535788499534686,1.90666928919743e-72,1.50552958732084,3.06003457014313e-218,cis,Towards UnRx
PCP4,ENSG00000183036,-0.572977885953584,5.57891539785453e-15,0.817625131996945,1.09873657722582e-18,cis,Away from UnRx
RABGGTB,ENSG00000137955,0.569045386136151,3.16359755527496e-31,-0.699644348957184,2.55443683833279e-41,cis,Away from UnRx
TNNI1,ENSG00000159173,-0.778311465512714,4.40176833775845e-27,0.680321883768192,3.66672585965732e-16,trans,Away from UnRx
VIM,ENSG00000026025,0.659283219205579,5.1145739114711e-23,0.500678840163229,1.28985227899131e-08,trans,Towards UnRx
ZFP36,ENSG00000128016,0.634924269310703,8.26511831690319e-25,1.67781059898562,1.12194706177022e-82,cis,Towards UnRx
