gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
AC139887.2,0.0559710362726534,7.52631302180726,1.23662359597906,0.266176282877989,0.437819598671752,ENSG00000249592,0.917841701225316,7.33589104781306,171.022687960664,3.14355961681387e-38,2.47846266299266e-37,ENSG00000249592,NA,NA,3,3,3,3,2,3,unkn,TRUE,0,0
ACAP2,-0.0141805815114,7.77672073452001,0.10816922242452,0.742251943146657,0.845123200129202,ENSG00000114331,0.911901862315628,7.58665282287509,202.946113752707,7.36775831878195e-45,7.13963525786569e-44,ENSG00000114331,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
ACOT13,0.067550664377707,8.30129246047183,4.10595202149179,0.0427855652195119,0.117334148609482,ENSG00000112304,0.706738633348898,8.15669780355282,226.540436590099,1.012844854978e-49,1.12640993235488e-48,ENSG00000112304,NA,NA,NA,NA,4,4,NA,NA,unkn,TRUE,0,0
ACSS2,0.0383493347591554,7.40865314446096,0.645141958597243,0.524482412711331,0.684145327091759,ENSG00000131069,0.739698172142723,7.21808208134177,143.89617682304,1.91710140817612e-22,8.62975094525925e-22,ENSG00000131069,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
ACTN4,0.0549235228890843,7.77646516298933,1.58969308994685,0.207428878189511,0.370258363270307,ENSG00000130402,0.605211449601712,7.61216343908877,103.150036377475,6.4305433013633e-24,3.07709468718128e-23,ENSG00000130402,4,NA,NA,3,3,3,2,NA,cis,TRUE,Activated cis,darkred
ADAM10,0.0591714222088492,7.59797719367644,1.51180744815163,0.218921406883175,0.383936094125628,ENSG00000137845,1.07105798178369,7.40530516259688,241.436753247024,8.96138173279953e-53,1.08662618288815e-51,ENSG00000137845,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
ADAM15,-0.036076309452118,7.38383730064025,0.608097578104509,0.568657620188166,0.721698202152773,ENSG00000143537,-0.550414749106413,7.23035091273101,94.894118077943,2.90966576483764e-15,9.27887905179204e-15,ENSG00000143537,4,NA,4,4,4,4,4,4,trans,TRUE,Repressed trans,deepskyblue
ADAM9,0.0461968634596642,7.4221359843974,0.9109285114449,0.435459392271127,0.608481401999958,ENSG00000168615,0.625784641771392,7.23549384511431,97.6773846612578,6.4117037536641e-17,2.22714749058659e-16,ENSG00000168615,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
ADCK2,-0.0545317245390628,7.5355199580209,1.17242725273689,0.354484736288704,0.532907132488659,ENSG00000133597,0.731545969933204,7.34154481359537,120.473266992733,5.32309253612278e-27,2.88887693348807e-26,ENSG00000133597,NA,3,3,2,2,2,2,3,unkn,FALSE,0,0
ADH5,0.00867884650323767,8.2407671535978,0.0680550858392824,0.794200663880859,0.882308483003009,ENSG00000197894,-0.531996085797543,8.22367301228378,182.038028630281,1.59504195567804e-40,1.34576217462672e-39,ENSG00000197894,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
ADIPOR1,-0.0220817302031318,7.7876221794587,0.253539525837803,0.614615947115847,0.756557544066062,ENSG00000159346,-0.699870701778911,7.72847312519338,197.238496160276,1.11759175393491e-43,1.03741182449429e-42,ENSG00000159346,NA,NA,NA,4,4,4,4,NA,unkn,TRUE,0,0
