gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,direction
AAED1,ENSG00000158122,-0.268508632376074,0.120434991296709,-0.624323935489555,0.00060715842233768,Repressed
ACAA2,ENSG00000167315,0.136451883772239,0.257956060897006,0.772165669561655,7.41952705287779e-09,Activated
ACHE,ENSG00000087085,-0.308253255052503,0.130716980767105,-0.607556507014019,0.00131406950211652,Repressed
ADA2,ENSG00000093072,0.0121746043890438,0.96210318107786,-0.667731043950123,0.000907031184414888,Repressed
ADGRG1,ENSG00000205336,0.0156468237459958,0.943912700661205,-0.670923267723808,4.53585040806102e-06,Repressed
AGPAT1,ENSG00000204310,0.059836221428991,0.931427926597942,-0.534372677662987,0.000762737644727282,Repressed
AGTPBP1,ENSG00000135049,0.24910617294428,0.123537017359192,0.872785698327485,1.7142329120436e-05,Activated
AIG1,ENSG00000146416,0.037562029907566,0.843245472432869,0.668394370376439,7.01060474131896e-05,Activated
ALDH16A1,ENSG00000161618,0.0692926316449207,0.737185167346521,0.797347637669296,5.8424855130306e-05,Activated
ALDH1L2,ENSG00000136010,0.251996874814158,0.150271567647205,0.703982498816659,0.000762633350002071,Activated
ALDH7A1,ENSG00000164904,0.0746885618598408,0.595431922361229,0.508881036453033,0.000434008336143668,Activated
ALG13,ENSG00000101901,-0.206731854138485,0.165677299393822,-0.662029122949014,8.65610295579417e-05,Repressed
ALKBH4,ENSG00000160993,-0.0542516240999222,0.752469455957736,0.668589118003895,0.000122881253580508,Activated
ALYREF,ENSG00000183684,-0.0670887638161809,0.652033839531519,0.57618817780697,0.000127175526027943,Activated
AMOTL1,ENSG00000166025,0.236316303842579,0.182586790308907,-0.680644669830184,3.91695405954197e-05,Repressed
ANAPC4,ENSG00000053900,0.0984972549338093,0.598036815065043,0.552086969333458,0.00945390360888109,Activated
ANAPC7,ENSG00000196510,0.149078674930738,0.307314541765263,0.645517826454924,0.000151248039517792,Activated
ANG,ENSG00000214274,0.0798957852913388,0.739178794098724,-1.75473102767574,1.05367894912234e-23,Repressed
ANK3,ENSG00000151150,0.148181436748769,0.303686380660882,-0.897105526721318,2.05373418564923e-13,Repressed
ANKH,ENSG00000154122,0.139134689988833,0.517155933949803,0.500142215915357,0.00977078479742118,Activated
ANKRD16,ENSG00000134461,0.153120194176117,0.423776323044249,0.724071281387067,4.96395412598827e-05,Activated
ANKRD36B,ENSG00000196912,-0.00618350874503297,0.998257028200641,0.652431633146957,0.00174654578768339,Activated
ANP32E,ENSG00000143401,0.145996357175,0.285709292203195,0.761647906007557,1.07858815568169e-07,Activated
ANXA2R,ENSG00000177721,-0.223248052292149,0.188668311771723,-0.582677745239084,0.00181494114811296,Repressed
APOC1,ENSG00000130208,0.110211981806618,0.432305319251737,0.903192551664284,1.55904096608841e-09,Activated
APOM,ENSG00000204444,-0.127885991001014,0.583840832880049,-0.592716834697563,0.00398441889743599,Repressed
ARFRP1,ENSG00000101246,0.0813150472214785,0.652033839531519,0.506063946725067,0.0052780822020942,Activated
ARHGAP11A,ENSG00000198826,0.222667048984494,0.241219757976139,1.0110713515943,4.06093124135679e-06,Activated
ARHGDIB,ENSG00000111348,0.120202350902078,0.422881190600668,-0.799070592503733,3.1420430247906e-10,Repressed
ARHGDIG,ENSG00000242173,0.145027743680153,0.515834485702304,0.913423425807503,1.75237087136489e-05,Activated
ARL4C,ENSG00000188042,0.177904470420272,0.387631491776404,-0.636328859586035,0.000540648276806844,Repressed
ARL6IP5,ENSG00000144746,0.0384672681053032,0.799379351293238,-0.557432123346879,4.52078763347076e-07,Repressed
ARMC1,ENSG00000104442,0.145424532609886,0.394267531162606,0.660694383738494,4.16032071732944e-05,Activated
ARRDC2,ENSG00000105643,0.185012610843919,0.27209160109645,0.725971855506885,0.000159994254621035,Activated
ARRDC3,ENSG00000113369,-0.0710321336429966,0.739051698007919,-0.584334396638716,0.00360222153463808,Repressed
ARSG,ENSG00000141337,0.0895010600783805,0.649041428733655,-0.658041328453391,0.00101938207579125,Repressed
ART3,ENSG00000156219,-0.172422036365472,0.14859526598286,-0.747608209694945,8.03668010032604e-11,Repressed
ASAP1,ENSG00000153317,0.198483651510178,0.15755572388836,0.967120187388308,5.77891856812861e-09,Activated
ASCC2,ENSG00000100325,0.0351342812035516,0.853017753996053,0.554826656750656,0.00325745134705626,Activated
ASF1B,ENSG00000105011,0.188218731352998,0.304445218342333,0.595733651958323,0.00347334632352542,Activated
ASPG,ENSG00000166183,0.122719464075051,0.577900216893404,0.74816599474892,0.000772531797097111,Activated
ASPH,ENSG00000198363,0.0692287335843325,0.917149015972238,0.814674914382562,7.09428222551051e-06,Activated
ASPM,ENSG00000066279,0.234317736985935,0.24762662719864,0.843983253079455,0.000355306356624017,Activated
ATP6V0E1,ENSG00000113732,0.0636443017714317,0.832195937979622,-0.574572328778828,4.87704324380366e-11,Repressed
ATP6V1G1,ENSG00000136888,-0.0317144063674484,0.732388578351882,-0.588093326836264,5.06435101596048e-15,Repressed
AURKA,ENSG00000087586,-0.0726840279558362,0.757734037374309,1.40105461617798,3.0520113731762e-09,Activated
AURKB,ENSG00000178999,-0.0396885911122854,0.863803288116319,1.09728785428395,4.62378597714182e-07,Activated
AVEN,ENSG00000169857,0.129492506636619,0.329786489666018,0.506976951943934,0.000810201241338985,Activated
BAG4,ENSG00000156735,0.192676514807632,0.191807274321547,-0.674949662191034,1.87237726618291e-06,Repressed
BATF,ENSG00000156127,-0.262585344853059,0.104181018571638,-0.555458317131275,0.00155091330170531,Repressed
BBOX1,ENSG00000129151,-0.103392207147264,0.564284020528881,-0.91810260082114,1.63352411384561e-06,Repressed
BCAP31,ENSG00000185825,0.0647747236310096,0.625315492832214,0.558002607004354,4.10713307514636e-06,Activated
BCL10,ENSG00000142867,0.132079517949671,0.383683542955614,-0.506846671657965,0.000490149077210273,Repressed
BCL2L14,ENSG00000121380,0.152986100560517,0.449000723646887,0.875869529633219,2.69753923118399e-05,Activated
BCL6,ENSG00000113916,-0.0384782049744107,0.911918159369678,-0.922500491129439,8.89335481534068e-07,Repressed
BHLHE41,ENSG00000123095,0.102134450954095,0.67915970506258,1.01225158404604,2.95028786105729e-05,Activated
BICD1,ENSG00000151746,-0.0403334066294705,0.8596693803474,0.68294986297995,0.000356020763783661,Activated
BLMH,ENSG00000108578,-0.0799697643470729,0.635413818419772,1.23242407532735,9.07269904084469e-11,Activated
BLVRA,ENSG00000106605,-0.195673899059523,0.257312149840929,-0.767333184756134,5.8316836373515e-06,Repressed
BMPR2,ENSG00000204217,0.062473291574605,0.756628319413934,-0.545323727417989,0.00113135336015567,Repressed
BNIP3L,ENSG00000104765,-0.0322008221457738,0.892890970439491,-0.760178718747332,1.05353000636e-05,Repressed
BNIPL,ENSG00000163141,-0.0541753409290149,0.830768165078044,-0.586210085581506,0.00148252256538824,Repressed
BRD8,ENSG00000112983,0.175429249217571,0.297256922678452,0.558633031490609,0.00377421138054472,Activated
BUB1,ENSG00000169679,-0.0821737400187278,0.713701537287869,0.914768109487928,5.19512228130018e-05,Activated
BUB3,ENSG00000154473,-0.122759329129791,0.350828488661914,0.575290893751147,0.00011439809578474,Activated
BZW2,ENSG00000136261,0.142680270107534,0.104585023525491,0.54148169332249,2.20333720118083e-08,Activated
C12orf75,ENSG00000235162,-0.00279667721257932,0.991313278706436,0.967599832954621,8.51162110884634e-07,Activated
C15orf65,ENSG00000261652,-0.216487072257894,0.331407487217539,-0.889458955575139,1.46027964939013e-05,Repressed
C19orf33,ENSG00000167644,-0.149414805667314,0.436618651986128,1.98048676460248,1.61319960114573e-17,Activated
C19orf48,ENSG00000167747,-0.159972193663166,0.196747428375344,0.573041141803179,0.000146635779166282,Activated
C1orf109,ENSG00000116922,0.11318948948561,0.611261003817411,0.507368687899972,0.00421086031341699,Activated
C1orf131,ENSG00000143633,0.139022107216899,0.216175251634651,0.507025293383861,9.44020690367434e-05,Activated
C20orf96,ENSG00000196476,0.150528823442619,0.460114495525253,0.512738572537179,0.00566983582567204,Activated
C21orf58,ENSG00000160298,0.115215701882393,0.548432985096402,0.633122122593356,0.00227587318876683,Activated
C4orf3,ENSG00000164096,0.142508834326419,0.159489194005648,-1.24684458592496,2.07685213346497e-34,Repressed
C6orf226,ENSG00000221821,-0.256002788038669,0.123537017359192,-0.58326424022829,0.00144561366646506,Repressed
C8orf33,ENSG00000182307,0.156441486544867,0.194845380081652,0.820437955132959,7.64076693816953e-09,Activated
C8orf59,ENSG00000176731,-0.101124266289807,0.224322657371788,0.627792496106044,4.07451847953879e-12,Activated
C8orf82,ENSG00000213563,0.02288004405668,0.866435932018863,0.968219250012784,1.20517837724397e-14,Activated
C9orf85,ENSG00000155621,-0.133117510762487,0.510234400765548,-0.522777411465048,0.00353247539076487,Repressed
CALD1,ENSG00000122786,0.161479489473932,0.190839630678288,0.817188065141146,4.89733616939572e-11,Activated
CAMK1D,ENSG00000183049,-0.101785574482997,0.715419149621147,-0.517989083842627,0.00456757332393493,Repressed
CAMK2D,ENSG00000145349,-0.1745708907136,0.290978862896881,-0.547262316354103,0.000970748537381442,Repressed
CAMK2N1,ENSG00000162545,-0.0259068174699348,0.927531813592654,-0.791502153619072,4.11745139063641e-08,Repressed
CAPS,ENSG00000105519,0.0804675958734551,0.644264427126082,1.29255964596376,2.2300961391044e-13,Activated
CARHSP1,ENSG00000153048,0.174748710922746,0.138281003329245,-0.543682937612892,2.03558880989258e-06,Repressed
CAT,ENSG00000121691,-0.143783199561503,0.348974733044894,-0.507970669331043,0.00132462059386065,Repressed
CBFB,ENSG00000067955,0.0728845107597208,0.814786750982549,0.744825419367591,5.09581727488216e-05,Activated
CCDC107,ENSG00000159884,0.029490683942889,0.869202923687119,-0.533388926555008,0.00030690529170542,Repressed
CCDC127,ENSG00000164366,0.127339990927278,0.447120793131144,0.589980968347257,0.000376979879363115,Activated
CCDC14,ENSG00000175455,0.214020277018967,0.131250835866578,0.538856265984249,0.000852885035654639,Activated
CCDC58,ENSG00000160124,0.0267267782741933,0.994063273849706,0.663159273682135,0.000182329252141502,Activated
CCDC71L,ENSG00000253276,-0.0808811268892566,0.62672504202095,-0.509656536005338,0.000962160926059186,Repressed
CCDC85B,ENSG00000175602,-0.0473094576722993,0.727414420363807,0.663468516096799,2.32837555277458e-07,Activated
CCDC86,ENSG00000110104,-0.111887412118312,0.500220923787943,0.620750846079871,0.000536621700744517,Activated
CCDC88C,ENSG00000015133,0.19033323577157,0.229991298731922,0.594003877964806,0.00247564862893047,Activated
CCNA2,ENSG00000145386,0.0659321328041824,0.780850773729589,0.903063592375568,4.63798032254151e-05,Activated
CCNB1,ENSG00000134057,-0.295128711761041,0.114330286070104,1.37129397183899,1.01738416646837e-08,Activated
CCNB2,ENSG00000157456,-0.206118587186837,0.253420897748101,0.857272920872754,8.13449638960076e-05,Activated
CCNE1,ENSG00000105173,0.197790872186124,0.24201014290634,0.509679801290161,0.00859600973850346,Activated
CD180,ENSG00000134061,-0.0654719512687132,0.742897301478555,0.842802102854608,7.1648025336783e-05,Activated
