gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,direction
AAAS,ENSG00000094914,-0.0697743719670368,0.277606279072895,-1.29988984973562,6.20734322774359e-132,Repressed
AAMDC,ENSG00000087884,-0.00188709116037059,0.986203139536664,1.27809233032724,7.15797377043131e-78,Activated
AARSD1,ENSG00000266967,-0.0652075440007072,0.39494761250053,0.762688598445982,2.44825334485991e-26,Activated
ABHD13,ENSG00000139826,-0.0885505736715656,0.191325817267985,0.667462934767593,2.45044617481335e-20,Activated
ABI1,ENSG00000136754,0.101627164259727,0.197340994821948,-0.68875824227806,1.07287074747011e-22,Repressed
ABI2,ENSG00000138443,-0.0422775257341516,0.417901892610935,0.63949445588686,1.99298034624402e-34,Activated
ABRACL,ENSG00000146386,-0.0864045160864637,0.169989055529001,-0.84320687364285,5.60670891770649e-52,Repressed
AC007388.1,ENSG00000231312,0.101664109897391,0.193028575809704,0.722444182969019,1.03657484894956e-20,Activated
AC084033.3,ENSG00000257698,-0.00840472468642481,0.92262285208507,-0.575920784867599,3.02546398577986e-28,Repressed
AC139887.2,ENSG00000249592,0.0559710362726534,0.437819598671752,0.917841701225316,2.47846266299266e-37,Activated
ACAP2,ENSG00000114331,-0.0141805815114,0.845123200129202,0.911901862315628,7.13963525786569e-44,Activated
ACOT13,ENSG00000112304,0.067550664377707,0.117334148609482,0.706738633348898,1.12640993235488e-48,Activated
ACSS2,ENSG00000131069,0.0383493347591554,0.684145327091759,0.739698172142723,8.62975094525925e-22,Activated
ACTN4,ENSG00000130402,0.0549235228890843,0.370258363270307,0.605211449601712,3.07709468718128e-23,Activated
ADAM10,ENSG00000137845,0.0591714222088492,0.383936094125628,1.07105798178369,1.08662618288815e-51,Activated
ADAM15,ENSG00000143537,-0.036076309452118,0.721698202152773,-0.550414749106413,9.27887905179204e-15,Repressed
ADAM9,ENSG00000168615,0.0461968634596642,0.608481401999958,0.625784641771392,2.22714749058659e-16,Activated
ADCK2,ENSG00000133597,-0.0545317245390628,0.532907132488659,0.731545969933204,2.88887693348807e-26,Activated
ADH5,ENSG00000197894,0.00867884650323767,0.882308483003009,-0.531996085797543,1.34576217462672e-39,Repressed
ADIPOR1,ENSG00000159346,-0.0220817302031318,0.756557544066062,-0.699870701778911,1.03741182449429e-42,Repressed
ADNP,ENSG00000101126,-0.00544369785641214,0.938253554991655,0.913568458672302,8.62702710192733e-61,Activated
AEBP1,ENSG00000106624,-0.106213801725583,0.115890636847494,0.518141424204603,7.04079755547413e-14,Activated
AFAP1,ENSG00000196526,-0.00633775514635017,0.976884533115412,0.516435344907372,1.63596064691689e-11,Activated
AFF3,ENSG00000144218,-0.0198502130934222,0.804924271460561,0.729874557247001,3.05200342673189e-25,Activated
AFTPH,ENSG00000119844,0.0884677211233395,0.18131147788909,0.605785555365176,1.74604963468061e-19,Activated
AGL,ENSG00000162688,-0.0715882088284782,0.221924040643071,0.599774159204847,1.78305727022584e-22,Activated
AGO2,ENSG00000123908,0.00357550393474968,0.999449306037358,0.927514041242502,2.40702610442604e-43,Activated
AHCYL1,ENSG00000168710,-0.0178696113655407,0.728850494693158,0.604607785062817,4.49371296680111e-38,Activated
AIDA,ENSG00000186063,0.0370473504393373,0.614353586908372,-0.522309679474101,1.04190139601644e-19,Repressed
AIMP2,ENSG00000106305,-0.0309603259067922,0.654811149997803,-0.548643222975344,5.28049658992893e-24,Repressed
AK2,ENSG00000004455,-0.0191948534987019,0.763479913332672,-0.637329352050061,1.07966415878038e-43,Repressed
AK4,ENSG00000162433,-0.0612255721052525,0.442760829540621,-0.684114337164591,3.76709509542155e-22,Repressed
AKAP1,ENSG00000121057,-0.0633512695331879,0.276819549214667,0.595441831337663,7.78231587960449e-23,Activated
AKT1S1,ENSG00000204673,-0.0671431923137176,0.347764196463761,-0.875855401685074,3.40891766646225e-57,Repressed
ALCAM,ENSG00000170017,0.0129002346489353,0.956127495656043,0.842074170804049,1.21944674409498e-27,Activated
ALDH2,ENSG00000111275,0.0209421089076304,0.779828478663245,0.60458639154029,2.15471514854551e-20,Activated
ALDH6A1,ENSG00000119711,-0.0273760728403654,0.72014285365789,0.512487008566405,5.93671627828425e-13,Activated
ALDH9A1,ENSG00000143149,-0.0270904534905847,0.615087534204156,-0.529128786561759,1.20219265593452e-35,Repressed
ALG1,ENSG00000033011,-0.0181667498215294,0.87117174085105,-0.553259318404895,2.1551170086024e-14,Repressed
ALG12,ENSG00000182858,-0.0328778327749762,0.734805173601721,-0.58832678941866,6.01104569816423e-17,Repressed
ALKBH2,ENSG00000189046,0.0222766670078609,0.764632853279638,-0.64681647123,1.25861167557385e-32,Repressed
ALYREF,ENSG00000183684,-0.00723319921675875,0.928565163526825,-0.709625466724145,1.10721304408163e-44,Repressed
