gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
GLMP,0.0682345891754271,7.25913773636945,2.30232223042621,0.129246971740979,0.15687347284175,ENSG00000198715,-0.738119856351473,7.18967331276246,291.937363755424,3.95301694363268e-63,2.89979287307535e-62,ENSG00000198715,NA,NA,NA,7,7,7,7,NA,unkn,FALSE,0,0
GMPS,0.0172243337847764,8.06663266808253,0.330825825690207,0.565200332177875,0.607744899322295,ENSG00000163655,0.510714859703593,7.82400474152526,228.091102219751,4.23774252767759e-50,2.36553247798277e-49,ENSG00000163655,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
GNAL,-0.00253392682078095,6.90191416484578,0.00510733978900695,0.94303015295103,0.951283208308312,ENSG00000141404,-0.59364303823824,6.65048372298452,121.256297325901,8.89482057840254e-23,2.41750801845689e-22,ENSG00000141404,1,1,NA,2,2,2,2,1,cis,TRUE,Repressed cis,deepskyblue4
GNB4,0.0569677077560136,7.33119965691386,1.71504467874343,0.190395197511211,0.224886106082735,ENSG00000114450,0.647205754861862,7.032314648907,173.009874749978,1.11595678840622e-38,4.76568062485305e-38,ENSG00000114450,NA,NA,3,3,3,3,3,NA,unkn,TRUE,0,0
GNG4,0.0716342650266751,7.36329657624436,2.67248178342076,0.102162659948513,0.125997682199445,ENSG00000168243,0.587372122030044,7.07695543170751,142.437711583804,2.90423155122921e-32,1.0347241949782e-31,ENSG00000168243,NA,NA,NA,4,4,4,4,NA,unkn,TRUE,0,0
GOLGA6L10,0.0597959355119902,6.90177115018255,1.60357823225403,0.344651702930848,0.387941101918346,ENSG00000278662,0.530017763378141,6.57902705232442,104.057268181653,9.95914260502525e-16,2.15920906898867e-15,ENSG00000278662,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
GPATCH2L,0.0656661073534323,7.47499728105901,2.38069521163541,0.122909171745385,0.149542971883368,ENSG00000089916,0.670117990329535,7.18323196410572,192.285984186122,1.07477477204209e-42,5.06412807958183e-42,ENSG00000089916,2,NA,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
GPHN,0.0854045168175249,6.97838233454393,2.99497456050181,0.110127569686305,0.134858867848854,ENSG00000171723,0.657023135221588,6.65682078090256,135.106373117115,1.06370582235078e-25,3.16597641779025e-25,ENSG00000171723,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
GPLD1,-0.0387549556937578,6.99367891199009,0.645358550854288,0.421817032565495,0.467091563887675,ENSG00000112293,1.07380669881669,6.63992490466245,359.655952738428,7.93274807112219e-61,5.54610767325383e-60,ENSG00000112293,NA,NA,NA,NA,4,4,NA,NA,unkn,FALSE,0,0
GPR161,0.0395081257017735,7.90684509458049,1.49851586402726,0.220960291105679,0.257630846246463,ENSG00000143147,0.804604358827141,7.60724102335593,467.050326893096,8.16021465308488e-98,1.09680750445149e-96,ENSG00000143147,NA,NA,NA,NA,8,8,8,NA,unkn,TRUE,0,0
GPX7,-0.0185961582585126,7.28657355221934,0.163379690037081,0.686081902005817,0.722161153911445,ENSG00000116157,1.62996714691501,6.889514562952,835.40409627119,2.70485689506516e-166,8.96927154733521e-165,ENSG00000116157,3,3,NA,3,3,3,3,3,trans,FALSE,Activated trans,coral2
GRINA,0.0679817157614358,7.09723304077413,1.86387888706421,0.172242139920576,0.204892547938735,ENSG00000178719,0.691972905841999,6.78071181358934,149.72512932028,8.48408239734566e-34,3.14672593264805e-33,ENSG00000178719,NA,2,2,1,4,NA,1,2,unkn,TRUE,0,0
GRIPAP1,-0.0425451351929666,7.53239398318152,1.18752491088921,0.275884402751656,0.316251576451029,ENSG00000068400,0.594096717758507,7.23115828557591,175.095473844535,4.0930710283324e-39,1.76576286042823e-38,ENSG00000068400,5,5,5,NA,NA,NA,NA,NA,unkn,FALSE,0,0
GRK4,-0.0633952881079273,7.08252209852934,1.69416710588992,0.197563283876114,0.23261296356812,ENSG00000125388,0.756354754695527,6.74485788196411,180.526024264315,8.5192789408865e-40,3.73464287760868e-39,ENSG00000125388,NA,NA,3,3,3,3,2,3,unkn,FALSE,0,0
GRPEL2,-0.0429234306204678,6.92100876954174,0.853395181978917,0.437649880740178,0.483023663225017,ENSG00000164284,-0.658378505704834,6.68143809012304,149.660369790102,3.56183092182983e-28,1.13212282124748e-27,ENSG00000164284,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
GSE1,0.00109344648553321,7.00734844277417,5.38615368658314e-05,0.994144651055589,0.996230894452428,ENSG00000131149,0.977678680698468,6.66137676098335,294.730388469818,6.83926221891561e-53,4.05525312509469e-52,ENSG00000131149,NA,3,NA,2,3,3,2,NA,unkn,TRUE,0,0
GSTA4,-0.0396916316782644,7.80247469914977,1.45401978637235,0.227943818076903,0.264838443711642,ENSG00000170899,0.55046542891055,7.52079963186904,207.717483007329,6.78297154276935e-46,3.46452307964337e-45,ENSG00000170899,6,NA,NA,NA,5,5,5,5,cis,FALSE,Activated cis,darkred
GSTZ1,0.0815118288933853,7.10941558652781,2.88214512036537,0.089631829846178,0.11151712030986,ENSG00000100577,0.893383768669767,6.77957393530238,250.99917473577,8.45194039865519e-55,5.24983121180121e-54,ENSG00000100577,2,NA,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
GTF2IRD2,-0.0379669754581462,6.964544440303,0.602959657489708,0.458147775525049,0.503872109340336,ENSG00000196275,0.826608699135826,6.62206228357533,212.864840539406,5.0067263420663e-36,1.98877774113321e-35,ENSG00000196275,3,3,NA,2,2,2,2,3,cis,FALSE,Activated cis,darkred
HAT1,0.0160999859370976,7.71008877480096,0.195413946865707,0.658468354391329,0.697193607627098,ENSG00000128708,0.983060029678691,7.37119299524079,508.502546485701,8.19794882598211e-106,1.22137891100336e-104,ENSG00000128708,NA,NA,3,3,3,3,3,NA,unkn,TRUE,0,0
HAUS3,0.018849152382412,7.11779229945234,0.158033177754392,0.690991594929658,0.726642587453294,ENSG00000214367,0.587701274808401,6.80569371271462,113.725219260749,3.48426718874981e-26,1.05094320851427e-25,ENSG00000214367,NA,NA,3,3,3,3,2,3,unkn,TRUE,0,0
HBP1,0.0648179161812182,7.14127125201613,1.71581571759716,0.190295596208592,0.224794939189512,ENSG00000105856,0.927597440717225,6.80647325567957,260.658831808891,8.98411509385949e-57,5.84105528351848e-56,ENSG00000105856,3,3,3,2,2,2,2,3,cis,TRUE,Activated cis,darkred
HDAC6,0.0492576530679766,7.35709426081014,1.32335310541229,0.250048798670218,0.288615257028654,ENSG00000094631,0.540884170791432,7.07149679809263,124.220387035868,2.05919021253464e-28,6.5966426614753e-28,ENSG00000094631,5,5,5,NA,NA,NA,NA,NA,unkn,TRUE,0,0
HEBP2,0.0116789590143447,8.3022709425512,0.187568746919739,0.664967451534942,0.702961585915285,ENSG00000051620,0.524152571012394,8.0632011497505,298.337401189804,2.00700938629493e-64,1.52296594607086e-63,ENSG00000051620,NA,NA,3,3,3,3,4,NA,unkn,TRUE,0,0
HELZ,-0.000654140065196186,7.17439180322226,6.11303202892018e-06,0.998027371954018,0.999067062976705,ENSG00000198265,0.807988583032858,6.84215226346562,210.746329224936,1.60298931840794e-46,8.29570499516597e-46,ENSG00000198265,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
HEXDC,0.00780682480730644,7.27362837902207,0.0296480533008646,0.863298525878202,0.881943522565873,ENSG00000169660,0.880594063531882,6.93923186676004,270.814515955763,7.65568776634244e-59,5.19447499630342e-58,ENSG00000169660,NA,NA,3,3,3,3,NA,NA,unkn,TRUE,0,0
HGSNAT,-0.0545846818201619,7.06435576388316,1.2026871775066,0.278080383017503,0.318482204620805,ENSG00000165102,0.755817988644652,6.72673901515771,174.368041909699,5.33112863188297e-38,2.22544114712147e-37,ENSG00000165102,NA,NA,NA,2,2,2,2,NA,unkn,FALSE,0,0
HIP1,-0.0253315565234963,7.25444871270685,0.323973434429374,0.569256271472016,0.611712590047297,ENSG00000127946,0.707367280151304,6.93130949100871,182.642870120726,1.09102613909965e-40,4.89020105906614e-40,ENSG00000127946,3,3,NA,2,2,2,2,3,cis,FALSE,Activated cis,darkred
HIST1H1E,0.033468224927234,7.76180466445818,0.380113880677459,0.537571704188154,0.581340348279824,ENSG00000168298,1.17664882968663,7.40610014712751,316.226601449376,4.96197974631404e-68,4.06882339197751e-67,ENSG00000168298,NA,NA,NA,NA,4,4,NA,NA,unkn,TRUE,0,0
HIST3H2A,0.0366857256930432,7.35828740407835,0.586604841200103,0.443772896136865,0.48902797829236,ENSG00000181218,-0.685076502598523,7.30309627598489,163.126634314031,1.30429081723493e-36,5.25391784642464e-36,ENSG00000181218,NA,NA,NA,4,4,4,4,3,unkn,FALSE,0,0
HK1,-0.0748478878516092,6.95636536556794,2.29428071663999,0.182804383988834,0.216609046749383,ENSG00000156515,0.721912893843013,6.61623037924488,167.544878254479,2.51150497463904e-28,8.01167057350174e-28,ENSG00000156515,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
HMBOX1,0.0305837079269886,7.19905956980919,0.407014449854687,0.52351936559279,0.567763150691882,ENSG00000147421,0.777769793552903,6.87499702599183,205.006665235827,2.46924548294132e-45,1.24438678983103e-44,ENSG00000147421,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
HMGCL,0.012406958177311,6.91506627925376,0.0739401297498494,0.814067522702957,0.837880439050113,ENSG00000117305,0.616072736166129,6.58453042221271,134.132015326009,4.12841568656109e-20,1.03312943298896e-19,ENSG00000117305,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
HOMER3,0.0123723371517779,6.92465552419397,0.0633298155561453,0.831255607171997,0.853119560814736,ENSG00000051128,0.725580243700959,6.58942192110201,178.890411477712,3.31469952716515e-27,1.02553061124168e-26,ENSG00000051128,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
HSF1,0.0752524684400593,7.16399480794412,2.57090440510205,0.1089116636102,0.133516645804778,ENSG00000185122,0.722481913102236,6.84952559030264,180.536242088539,2.9984339241933e-40,1.32597968436943e-39,ENSG00000185122,NA,2,2,1,4,NA,1,2,unkn,TRUE,0,0
HSPA1B,-0.0274482587127283,7.61480129568912,0.338358446139992,0.560805768428259,0.603666836174171,ENSG00000204388,2.53577848881403,7.13927634933854,1589.41149897066,6.60248409434496e-291,6.23581042410544e-289,ENSG00000204388,NA,NA,NA,NA,4,4,NA,5,unkn,FALSE,0,0
HSPB11,0.0466305637260853,7.63560001510589,1.51104895225432,0.219039700265221,0.255529329253099,ENSG00000081870,0.517897426273777,7.37490773703259,151.806520278605,3.09712464863448e-34,1.16133940210051e-33,ENSG00000081870,3,3,NA,3,3,3,3,3,trans,TRUE,Activated trans,coral2
HSPBAP1,0.0737909542036568,6.87780526431245,2.79233521265182,0.225104256238204,0.261903408928728,ENSG00000169087,-0.517381359512414,6.6152118054472,96.246950429045,1.81786528844455e-16,4.04829032024557e-16,ENSG00000169087,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
HYOU1,0.0129350592966453,7.11356976211005,0.0604339047205662,0.840172059114474,0.86077292693093,ENSG00000149428,1.32478795722279,6.74831311251631,521.15077478021,3.08181275279603e-108,4.78699196755895e-107,ENSG00000149428,NA,NA,3,3,3,3,2,NA,unkn,TRUE,0,0
ICA1L,0.091169478338997,6.96623547784454,3.36629257134781,0.0953519301724987,0.118062619554243,ENSG00000163596,0.571504441019811,6.64846415257441,100.432778362007,2.81538233524432e-19,6.86517158649481e-19,ENSG00000163596,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
IDH3G,-0.0817444497584702,7.1487439362288,2.87535348704505,0.0912961411238586,0.11344705120075,ENSG00000067829,0.557450421724525,6.82651099842576,106.486400538737,1.21221137620959e-24,3.49966483011601e-24,ENSG00000067829,1,1,1,1,1,1,1,1,trans,FALSE,Activated trans,coral2
IFT80,0.0828257276237385,7.11930371522494,2.93037826573483,0.0869920955479456,0.108448127070462,ENSG00000068885,1.19142484941255,6.77018648095774,427.836418463105,3.55431635185381e-90,4.27731039475649e-89,ENSG00000068885,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
IGF2BP3,0.0323363090111719,7.62677922510338,0.774755546752248,0.378794216865416,0.423000936161068,ENSG00000136231,0.653758961239653,7.33817097677473,234.381339126452,2.15625640852923e-51,1.23558398100879e-50,ENSG00000136231,NA,4,4,4,4,4,NA,4,unkn,TRUE,0,0
IMMP2L,-0.0270509250266817,7.04363430664497,0.286234545817393,0.629109174479272,0.668578508020151,ENSG00000184903,0.504083310486989,6.7259465112515,81.3503951045466,5.54621617575322e-18,1.29824905304531e-17,ENSG00000184903,3,3,3,2,2,2,2,3,cis,FALSE,Activated cis,darkred
ING1,-0.0106321532824106,7.29791996431292,0.0652895514254671,0.798333898922473,0.824564047625354,ENSG00000153487,0.946945890560042,6.95583186680367,323.849184227872,1.45778765208153e-69,1.22676832010488e-68,ENSG00000153487,NA,NA,NA,2,2,2,2,4,unkn,FALSE,0,0
INO80D,0.0847103440951777,7.04482498573369,2.9454698615035,0.0861835493624936,0.10748024288112,ENSG00000114933,0.687163172645658,6.72591843152456,145.132018347064,5.59242759357532e-32,1.97518193939365e-31,ENSG00000114933,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
INPPL1,0.08761184858126,7.01347495483821,2.97417100054131,0.130756618418283,0.158609818495046,ENSG00000165458,0.799435185461941,6.6867105175484,194.006130997995,8.82440666600314e-39,3.77760314500126e-38,ENSG00000165458,3,3,3,3,3,3,2,3,cis,TRUE,Activated cis,darkred
INVS,-0.0380155169941305,6.93689704042166,0.624212264387841,0.48415478386916,0.529569555955432,ENSG00000119509,0.519965831068631,6.60926116719563,88.6177760137831,3.11486871433328e-15,6.6335979988358e-15,ENSG00000119509,4,NA,4,4,5,4,4,4,trans,FALSE,Activated trans,coral2
ITGB8,-0.0695104813919338,6.96640604136752,1.82928969181095,0.216855236001369,0.253216616979707,ENSG00000105855,0.892187938986707,6.61783303419274,243.231896873368,2.56187386490238e-41,1.16707587178886e-40,ENSG00000105855,NA,4,4,4,4,4,NA,4,unkn,FALSE,0,0
IVD,4.69179351541933e-06,7.1049364846819,7.41873778586427e-05,0.993128098116176,0.995411151215294,ENSG00000128928,1.03177886039064,6.75561155476837,329.638154407985,1.00508422802745e-70,8.62269340152015e-70,ENSG00000128928,2,NA,2,2,2,2,2,NA,trans,TRUE,Activated trans,coral2
JPX,0.0134503671897082,7.45883736093675,0.114699746155297,0.73487059845959,0.767553625804892,ENSG00000225470,0.59410724470543,7.16546305591223,172.22025045031,1.63168126152197e-38,6.92613338056958e-38,ENSG00000225470,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
KAT7,-0.0587096920415921,7.46107289776432,2.17327471439994,0.140492881855651,0.169517822072972,ENSG00000136504,0.614517267808401,7.15040376301656,180.355460688185,3.27027778746692e-40,1.44559124261701e-39,ENSG00000136504,4,NA,3,3,3,3,3,NA,cis,FALSE,Activated cis,darkred
KCNB1,0.112153766248331,6.9202908074871,4.9570154240233,0.0859481262285642,0.107239991267891,ENSG00000158445,0.636918863486378,6.59708952141831,132.105097030954,2.95353814391234e-21,7.67818296542263e-21,ENSG00000158445,4,4,NA,3,3,3,2,4,cis,TRUE,Activated cis,darkred
KCNJ14,-0.0484729273672681,6.90201724370673,1.08869553922399,0.411384575763926,0.456396119677028,ENSG00000182324,-0.514633843202888,6.63880944652374,88.8202338858325,4.59875767671005e-17,1.04501952103628e-16,ENSG00000182324,3,NA,NA,3,3,3,2,NA,cis,TRUE,Repressed cis,deepskyblue4
KDM3A,-0.0739663060897437,7.09438151038341,2.01170440140801,0.156155170416115,0.187087699991972,ENSG00000115548,1.15523968064085,6.72956420038742,356.317233550875,4.68772916205513e-76,4.46325824268399e-75,ENSG00000115548,3,NA,3,3,3,3,3,3,trans,FALSE,Activated trans,coral2
KDM7A,-0.0148844535586796,6.91390258757434,0.088433553996722,0.817049143920968,0.840486604497681,ENSG00000006459,0.578433910567087,6.5826756680092,114.00256780937,1.19078386809335e-17,2.76291111136027e-17,ENSG00000006459,NA,3,3,2,2,2,2,3,unkn,FALSE,0,0
KIAA1147,-0.00610918952169765,7.03637062062363,0.0129008765531726,0.935651942822826,0.945573871210539,ENSG00000257093,0.577578662480881,6.71566400254681,107.38940389197,5.22423508834289e-23,1.4323991385301e-22,ENSG00000257093,NA,3,NA,2,2,2,2,3,unkn,FALSE,0,0
KIAA1328,0.0885848861042733,7.01105179397292,3.17652486457318,0.0937997281630996,0.11626582551095,ENSG00000150477,0.833077661908445,6.68197876995102,215.115304438603,5.3075230295477e-42,2.45380151252428e-41,ENSG00000150477,NA,2,2,2,2,2,2,2,unkn,TRUE,0,0
KIAA1586,-0.0154104524015829,7.57023630286638,0.169196307362087,0.680845535471995,0.717402440865101,ENSG00000168116,1.06648340231774,7.21475058808183,545.771274700431,6.15344799262855e-113,1.01704957603164e-111,ENSG00000168116,6,NA,NA,NA,5,5,5,5,cis,FALSE,Activated cis,darkred
KIF23,0.00825339481484801,7.52990804939035,0.0246907250356892,0.875146814731381,0.892411252605887,ENSG00000137807,1.03837589433372,7.18468603208534,245.46756197778,1.14634495167657e-53,6.92125393769105e-53,ENSG00000137807,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
KIF2C,0.0223318521712931,7.52723456103175,0.157000993807678,0.691950488102007,0.727422108678784,ENSG00000142945,0.642497389639669,7.23775150408394,101.948463741861,1.12675829895304e-23,3.15230078982419e-23,ENSG00000142945,3,3,NA,3,3,3,3,3,trans,TRUE,Activated trans,coral2
KIF9,-0.0606420409629432,7.10895852333235,1.49554055577358,0.23144716041506,0.268473351606966,ENSG00000088727,-0.843420960460976,6.97694991900225,298.460253262606,1.89549966151221e-64,1.44145186336996e-63,ENSG00000088727,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
KIFC1,-0.0470988664600234,7.68507884631454,0.744915085596965,0.388134307650155,0.432515928115985,ENSG00000237649,1.29359599085305,7.29778636495162,391.334280995756,5.3293650943001e-83,5.76421512960188e-82,ENSG00000237649,NA,NA,NA,NA,4,4,4,5,unkn,FALSE,0,0
KLF12,0.018315210835857,7.05590754868699,0.119078988020461,0.785939889959405,0.813942498865322,ENSG00000118922,0.787945593478387,6.72422897719591,178.069432167752,9.80283004601179e-40,4.29198411534407e-39,ENSG00000118922,NA,NA,NA,3,3,3,2,3,unkn,TRUE,0,0
KLHDC10,-0.0344312527280941,7.1531544047394,0.517355040771774,0.479684969760084,0.524967900988118,ENSG00000128607,0.508894082794041,6.84278724303443,88.7814372938867,7.41390119969127e-21,1.90350113811491e-20,ENSG00000128607,3,3,NA,2,2,2,2,3,cis,FALSE,Activated cis,darkred
KMT5C,-0.0516916412912373,7.05369263108213,1.13999387614551,0.285707628738133,0.326355632872308,ENSG00000133247,0.757948636885093,6.71636883437032,175.286993411586,7.22590323899837e-37,2.9252049162696e-36,ENSG00000133247,3,NA,NA,3,3,3,2,NA,cis,FALSE,Activated cis,darkred
KPNA4,-0.0433806193066412,7.58401678433806,1.36339954694941,0.243007512584691,0.281005458510065,ENSG00000186432,0.532218996313862,7.29604116188503,160.784140950556,4.03941955497921e-36,1.6069567526352e-35,ENSG00000186432,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
KRIT1,0.0312820724404128,7.54296729420782,0.685180405529753,0.40784994805608,0.453076246716115,ENSG00000001631,0.796440370087115,7.22955692467321,325.896762807549,5.65819755900373e-70,4.77672895284449e-69,ENSG00000001631,3,3,3,2,2,2,2,3,cis,TRUE,Activated cis,darkred
LCOR,0.016741295279067,7.28284350762547,0.145187096191843,0.703194799013273,0.737773325434725,ENSG00000196233,0.719707374230816,6.96646666233817,189.363929884323,4.3527714606839e-42,2.01680317613291e-41,ENSG00000196233,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
LDHB,0.00630037317324606,10.3210809799647,0.16102137930696,0.688235859977998,0.72435235137063,ENSG00000111716,-0.585837680251648,10.5338410261472,1244.86275314315,2.78314374651508e-236,1.79512771650223e-234,ENSG00000111716,3,3,3,3,3,3,3,3,trans,FALSE,Repressed trans,deepskyblue
LENG8,0.0637804580450904,7.13064268808771,1.71273359555277,0.192314783134172,0.226966299313814,ENSG00000167615,0.590672100474769,6.82418927747142,113.882610496567,3.22579633905899e-26,9.7409288251687e-26,ENSG00000167615,3,NA,NA,3,3,3,2,NA,cis,TRUE,Activated cis,darkred
LHFPL6,-0.0324581743582083,6.94292452686591,0.449824892213442,0.517239035386279,0.561471427457632,ENSG00000183722,-1.14913187340962,6.77977455360472,405.687923864882,7.89452422615244e-86,8.95051203260884e-85,ENSG00000183722,2,2,2,2,2,2,2,1,trans,TRUE,Repressed trans,deepskyblue
LIN54,0.0833487295962537,6.90284986855084,3.2571212177222,0.15294045309083,0.183455366458714,ENSG00000189308,0.514097721622785,6.581658455563,94.9284627690026,1.39005568814612e-14,2.89677089621939e-14,ENSG00000189308,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
LMLN,-0.0906030193215531,6.98187084603406,3.08129170026549,0.14157848881325,0.170683948764039,ENSG00000185621,0.705544870393444,6.64125426153638,156.850768774288,9.6862659011405e-29,3.13050170187181e-28,ENSG00000185621,NA,3,3,3,3,3,3,3,unkn,FALSE,0,0
LOXL1,0.092551573349405,7.0876025509859,3.36055628050784,0.0882499358580296,0.109906899749667,ENSG00000129038,0.909750720048321,6.7571902468071,247.403979991805,4.59971295439482e-54,2.80436677991864e-53,ENSG00000129038,NA,NA,NA,NA,2,2,2,NA,unkn,TRUE,0,0
LRIG3,0.0377382353277472,6.95879072030015,0.503869698919082,0.574045825021969,0.61619905087993,ENSG00000139263,-0.647280388119189,6.74295288497957,131.828537109134,5.04552477513957e-30,1.6896209785262e-29,ENSG00000139263,3,3,3,3,3,3,3,2,trans,FALSE,Repressed trans,deepskyblue
LRRC58,0.0607564218898433,7.47069632305925,2.18246992086944,0.139656271171506,0.168609810655895,ENSG00000163428,-0.628046798534488,7.43990841294549,255.3886728092,1.07043544328574e-55,6.78840894429053e-55,ENSG00000163428,2,2,2,2,2,2,2,2,trans,FALSE,Repressed trans,deepskyblue
LRRC75A,0.0508882093703236,7.00870588102052,0.840781029427164,0.41186575184055,0.456879398170026,ENSG00000181350,-0.993885910395313,6.8734808918447,275.365676969049,9.08497120855789e-60,6.23221954890566e-59,ENSG00000181350,3,3,3,3,3,3,3,3,trans,FALSE,Repressed trans,deepskyblue
LYPLA2,-0.0593151875674387,7.16478559694074,1.65350914662272,0.19854437793907,0.233630957753226,ENSG00000011009,-0.965348031093048,7.08470052762518,458.180124285467,4.29928521263444e-96,5.60762502826721e-95,ENSG00000011009,2,2,2,2,2,2,2,2,trans,TRUE,Repressed trans,deepskyblue
M6PR,-0.0188731629679241,7.30201051385836,0.180679119627509,0.670809428812465,0.708689101573051,ENSG00000003056,-1.58780162550644,7.4871841631247,1853.56848005097,0,0,ENSG00000003056,3,3,NA,5,5,5,5,3,cis,TRUE,Repressed cis,deepskyblue4
MAD1L1,0.0850271780654203,7.08492193789595,3.05741716824087,0.0957765687089247,0.118573756915197,ENSG00000002822,0.58899976732195,6.7777065130318,115.29765762609,1.90591473400336e-26,5.78169373567179e-26,ENSG00000002822,NA,NA,4,4,3,NA,NA,NA,unkn,TRUE,0,0
MAGEA12,0.00979593181582226,7.7797644638891,0.0914482863981738,0.76235714967016,0.792599671361565,ENSG00000213401,0.614400899808231,7.4995184635004,259.123911010312,1.84812056315632e-56,1.19495228099435e-55,ENSG00000213401,1,1,1,1,1,1,1,1,trans,TRUE,Activated trans,coral2
MAGOHB,-0.0528334999010409,7.82410660551984,2.64381844318294,0.104019447707933,0.128145825751247,ENSG00000111196,-0.595769451032531,7.82997279514742,369.555167699433,1.09319831666901e-78,1.09092941450234e-77,ENSG00000111196,3,3,NA,5,5,5,5,3,cis,TRUE,Repressed cis,deepskyblue4
MAP2K7,-0.0213082758886797,7.2689914534928,0.221670494782351,0.637791541204632,0.677303142560632,ENSG00000076984,0.545175033781149,6.96479716474112,115.283709345908,1.62451047826977e-26,4.93511540469201e-26,ENSG00000076984,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
MAP3K11,0.0614041300308372,7.27874762294452,1.82710598622275,0.176533817859899,0.209699256751843,ENSG00000173327,1.10024213368278,6.93344232580425,408.219499774861,2.50802667875396e-86,2.86191005478526e-85,ENSG00000173327,3,3,3,3,3,3,2,3,cis,TRUE,Activated cis,darkred
MAP3K3,-0.0383503728563049,7.00327660420464,0.640551099700735,0.423551145739665,0.468804733937899,ENSG00000198909,0.885379233067416,6.65910951412045,240.586161880533,2.05766118515595e-44,1.01662494239045e-43,ENSG00000198909,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
MAP7D3,-0.0965542010927055,6.9546962489078,3.76997735524395,0.087483471789469,0.109006492930516,ENSG00000129680,-0.515716307647892,6.70768555935659,85.4039036845011,6.07829228649746e-19,1.46962687557875e-18,ENSG00000129680,1,1,1,1,1,1,1,1,trans,TRUE,Repressed trans,deepskyblue
MAPK12,-0.0481878102827212,7.06435763162323,0.983480177086793,0.321391393169094,0.364088668176646,ENSG00000188130,0.799060745889683,6.7249320226729,193.423619543055,1.37502535514196e-41,6.31020312654735e-41,ENSG00000188130,2,2,2,2,2,2,2,2,trans,FALSE,Activated trans,coral2
MAPK3,0.0498263587216605,7.15884728878902,1.14140025604881,0.285410678738097,0.32609072420937,ENSG00000102882,0.637383326094312,6.84889970891682,141.74434986607,4.06628970382238e-32,1.44194476993071e-31,ENSG00000102882,2,2,2,2,2,2,2,2,trans,TRUE,Activated trans,coral2
MBD2,-0.0491849632764636,7.44527159518433,1.49845559042654,0.220969576043661,0.257630846246463,ENSG00000134046,0.566415768160644,7.14293148239435,154.334967227508,9.1132150156204e-35,3.47761863041965e-34,ENSG00000134046,NA,3,NA,2,1,1,2,3,unkn,FALSE,0,0
MBOAT2,0.0694833644444919,7.33758878377377,2.56567161285479,0.109272354979307,0.133893349918438,ENSG00000143797,0.668232471436495,7.03872247240597,185.415355035482,2.88663865472143e-41,1.31219869744922e-40,ENSG00000143797,NA,NA,NA,NA,NA,NA,3,4,unkn,TRUE,0,0
MCPH1,0.0014001232263035,7.17498696165264,0.000813435780794921,0.977247974869252,0.981653079433924,ENSG00000147316,0.672644294163496,6.85527667674521,156.096914127752,3.88755702425199e-35,1.50246906110842e-34,ENSG00000147316,NA,NA,NA,2,2,2,2,NA,unkn,TRUE,0,0
METAP1D,-0.0119451497621868,6.98091441822032,0.0395755457027127,0.948463692099444,0.956379477563924,ENSG00000172878,0.671996181437805,6.65011267930377,150.423406775177,3.69295272297068e-27,1.14055631835281e-26,ENSG00000172878,NA,NA,3,3,3,3,3,NA,unkn,FALSE,0,0
MGA,-0.031731375595766,7.44791802283048,0.59428898792348,0.440803534090418,0.486129752541374,ENSG00000174197,0.56608348194853,7.14965872645074,144.328436669462,1.16038799062662e-32,4.18214111238448e-32,ENSG00000174197,2,NA,2,2,2,2,2,NA,trans,FALSE,Activated trans,coral2
MGME1,-0.0483443882339814,7.67749910768778,1.44321518318886,0.229679378847267,0.266669539316938,ENSG00000125871,0.801057245418185,7.351205774361,290.561968338573,7.50536381609626e-63,5.47271150444521e-62,ENSG00000125871,4,NA,4,4,4,4,3,NA,cis,FALSE,Activated cis,darkred
