gene_symbol,ensembl_gene_id,TvsH.logFC,TvsH.FDR,TvsU.logFC,TvsU.FDR,cistrans,direction
A1BG,ENSG00000121410,1.55860952975947,3.84410856957375e-16,2.23633712078353,4.54564628760365e-52,trans,Towards UnRx
AAK1,ENSG00000115977,0.613894742006507,0.0056416131934941,0.762497904463032,4.43380109749043e-06,trans,Towards UnRx
AAMDC,ENSG00000087884,1.4919084124897,1.0744756257219e-15,1.89341176326513,6.33120039238924e-38,trans,Towards UnRx
AAMP,ENSG00000127837,-0.533450694297375,0.000135659959196626,-0.225851191315532,0.0541727284412323,trans,Towards UnRx
AARD,ENSG00000205002,0.956158441942865,7.97050294665093e-06,1.72624012309023,9.30218927872811e-25,trans,Towards UnRx
AASDH,ENSG00000157426,1.078497198144,6.15943417425003e-06,1.01017239071459,6.82934088009554e-09,trans,Towards UnRx
AATF,ENSG00000275700,-0.521645138626124,0.00115383005923932,-0.0789930458086495,0.627911245630947,trans,Towards UnRx
ABCF1,ENSG00000204574,0.60656982473802,8.01748468848383e-05,0.791620840232544,5.35355228236481e-11,trans,Towards UnRx
ABHD11,ENSG00000106077,-0.727118070421061,4.17976725490351e-05,-0.392535682235422,0.0106741827354436,trans,Towards UnRx
ABHD17A,ENSG00000129968,-1.00544367128297,6.53666403568228e-08,-0.899125546036817,2.82515068281314e-09,trans,Towards UnRx
ABHD3,ENSG00000158201,-0.659235173565276,0.00454125772114226,-0.617466928567247,0.00095674239254596,trans,Towards UnRx
ABHD8,ENSG00000127220,-0.950431337306753,2.41936660513774e-05,-0.682150213502293,0.000144856727399314,trans,Towards UnRx
ABTB2,ENSG00000166016,-0.625866298040963,0.00472471263412062,0.155751318109725,0.396323738302433,trans,Away from UnRx
ACAD8,ENSG00000151498,-0.843713196163043,3.5444699225774e-05,-1.16455550279281,2.55780335270779e-11,cis,Towards UnRx
ACAT2,ENSG00000120437,-1.28511744700299,6.30293751679223e-13,-1.45812473335962,4.90021844632051e-20,trans,Towards UnRx
ACBD3,ENSG00000182827,0.778208568296284,2.21816629026897e-11,0.779633045991662,2.20901993854526e-16,trans,Towards UnRx
ACIN1,ENSG00000100813,0.538789507055919,0.00817313248713003,0.342711443946949,0.0405429426206051,trans,Towards UnRx
ACOT13,ENSG00000112304,0.634274971722441,0.000134103683811824,0.561109823778255,4.92516854620187e-06,trans,Towards UnRx
ACSL4,ENSG00000068366,-0.825982545879605,0.000964533109482955,0.175517474989164,0.444362819913175,trans,Away from UnRx
ACTB,ENSG00000075624,-0.909891639527436,4.41748907468611e-20,-1.39716651827427,1.18531143037705e-53,trans,Towards UnRx
ACTG1,ENSG00000184009,-1.05358363106383,1.80877223366747e-16,-1.42563558102755,3.15408973374571e-34,trans,Towards UnRx
ACTL8,ENSG00000117148,-0.669237524744586,0.000672874608778532,-0.480707696793541,0.00496598668612265,trans,Towards UnRx
ACTN4,ENSG00000130402,0.92520914532301,1.67406400586611e-08,0.973219635010853,5.0501871611252e-15,trans,Towards UnRx
ACYP1,ENSG00000119640,0.926128590473055,3.44866566315616e-05,1.0183864668143,1.766713085708e-09,trans,Towards UnRx
ADAM9,ENSG00000168615,-0.644522859824719,0.0041729502570576,-0.669332514026926,0.000110041021462066,trans,Towards UnRx
ADAR,ENSG00000160710,0.789346180603582,2.251546965179e-06,0.919852304610537,3.9885166719989e-11,trans,Towards UnRx
ADM,ENSG00000148926,-2.18368693782038,1.02515276836258e-12,-2.2511402311666,1.14791230643495e-14,trans,Towards UnRx
ADPRHL2,ENSG00000116863,-0.671601817536181,0.000380000832100441,-0.867178117187066,1.07733718789924e-08,trans,Towards UnRx
AES,ENSG00000104964,-0.60714843380803,5.25926162136421e-06,-0.610973523123386,2.76076449405618e-09,trans,Towards UnRx
AGPAT2,ENSG00000169692,-0.77006514197979,1.08912486478825e-06,-0.680343511273845,7.78409232630168e-08,trans,Towards UnRx
AGPAT5,ENSG00000155189,-0.585018483941729,0.00373665831568759,-0.509334026971926,0.00119097740127075,trans,Towards UnRx
AIMP1,ENSG00000164022,1.04847536823491,3.52840250426977e-14,1.23624635029286,8.8946799775787e-29,trans,Towards UnRx
AK1,ENSG00000106992,-0.665064601835694,0.00369962159141988,-0.391234736164675,0.0477157142648523,trans,Towards UnRx
AKAP13,ENSG00000170776,0.57146819131187,0.00542352465857704,0.2587632467056,0.120770750747593,trans,Towards UnRx
